100002,100004,100007,100014,100016,100017,100018,100019,100023,100024,100025,100026,100027,100034,100035,100036,100038,100039
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.008,-0.011,-0.025,-0.001,-0.008,0.0,-0.015,-0.027,-0.003,-0.009,-0.043,-0.034,-0.03,-0.01,-0.033,-0.024,-0.005,0.0
-0.102,-0.087,-0.12,-0.025,-0.088,-0.042,-0.349,-0.081,-0.07,-0.15,-0.1,-0.237,-0.22,-0.051,-0.084,-0.174,-0.157,-0.032
-0.257,-0.244,-0.25,-0.087,-0.352,-0.196,-1.388,-0.149,-0.179,-0.394,-0.31,-0.612,-0.597,-0.267,-0.309,-0.257,-0.385,-0.14
-0.397,-0.679,-0.377,-0.249,-0.925,-0.412,-2.473,-0.22,-0.438,-0.715,-1.036,-0.944,-0.946,-0.611,-0.719,-0.607,-0.609,-0.482
-0.626,-1.098,-0.772,-0.462,-1.2,-0.614,-2.934,-0.435,-0.815,-1.059,-1.474,-1.245,-1.248,-0.751,-0.853,-1.148,-0.911,-0.822
-1.091,-1.425,-1.185,-0.946,-1.557,-0.803,-3.228,-1.182,-1.076,-1.36,-1.776,-1.557,-1.566,-0.805,-0.882,-1.486,-1.169,-1.201
-1.605,-1.688,-1.607,-1.464,-2.054,-1.041,-3.463,-2.221,-1.37,-1.648,-2.035,-1.818,-1.833,-1.259,-1.352,-1.57,-1.228,-1.454
-1.752,-2.327,-2.032,-1.791,-2.429,-1.279,-3.641,-2.564,-1.641,-1.924,-2.27,-2.045,-2.063,-1.594,-1.613,-1.742,-1.787,-1.975
-1.699,-2.939,-2.396,-1.948,-2.644,-1.477,-3.762,-2.791,-1.884,-2.154,-2.499,-2.27,-2.293,-1.071,-1.142,-1.865,-2.021,-2.232
