0.29576,-0.16875,0.21501,0.13509,-0.011839,0.24559,0.075344,0.33505,0.42382,0.023797,0.023905,-0.0083016,-0.14511,-0.024235,-0.19689,-0.10445,-0.24921,-0.17827,-0.05682,0.1905,-0.15187,0.24593,0.35614,0.36637,-0.13736,-0.0061414,-0.037025,0.20982,-0.063156,0.020072,-0.031375,0.11939
0.46894,0.00031789,0.18347,0.25891,0.14271,0.28234,0.3684,0.40762,0.4162,0.0027462,-0.0093296,0.29496,-0.091549,0.060441,-0.10736,0.016376,-0.20251,-0.022239,0.026128,0.38436,0.088738,0.55499,0.58938,0.56477,-0.095649,0.13514,0.065656,0.069873,-0.18027,-0.065823,0.057545,0.61664
0.64464,0.19681,0.25045,0.44148,0.25811,0.40183,0.20155,0.16378,0.19079,-0.1712,-0.16275,0.12465,-0.036668,0.17654,-0.14283,0.17259,-0.23956,0.042016,-0.037174,0.5592,0.25851,0.59172,0.68428,0.29686,-0.20581,0.16018,0.093595,0.16925,-0.089317,-0.059396,0.1074,0.93884
0.45065,0.077943,0.3772,0.37842,0.17386,0.26687,0.19041,0.32808,0.32004,-0.10114,-0.096041,0.2734,0.032913,0.13094,-0.20095,0.28691,-0.32068,-0.038866,0.042949,0.37122,0.30859,0.76273,0.85206,0.86342,-0.038036,0.066501,0.061013,0.11871,0.0023586,0.039469,0.076477,0.68846
0.39881,-0.10969,0.19844,-0.11178,0.017527,0.19221,0.29664,0.50913,0.48562,0.037201,0.034675,0.22877,0.069537,-0.10147,-0.27837,0.37422,-0.46778,0.14155,0.22454,0.20701,0.42161,0.67492,0.77711,0.65745,-0.026246,0.022567,-0.025037,0.35954,-0.057875,0.041657,0.33562,0.91982
0.5976,-0.22231,0.30459,0.082234,0.084045,0.32674,0.38802,0.14949,0.16752,-0.0012475,-0.015016,0.23302,-0.0096611,-0.17658,-0.33314,0.46352,-0.47313,0.17179,0.19154,0.44186,0.37549,0.65322,1.0744,0.48791,-0.11775,0.0077539,-0.045356,0.13882,-0.16392,0.021296,0.45015,1.1787
0.49876,-0.37567,0.41376,0.29814,0.19681,0.38888,0.29806,0.65544,0.69434,-0.083588,-0.096729,0.21657,0.039622,-0.21245,-0.36989,0.41733,-0.47883,0.17764,0.28612,0.54808,0.25134,0.49764,0.98657,0.55325,-0.024758,-0.030895,-0.074842,0.0659,-0.084436,0.10928,0.46825,0.86036
0.44218,-0.28156,0.69367,0.35461,0.41686,0.23998,0.47077,0.64004,0.65962,-0.091377,-0.097615,0.21046,-0.042583,-0.13652,-0.36472,0.29649,-0.53888,0.26731,0.30355,0.23542,0.41858,0.51669,0.88636,0.5857,-0.11135,-0.097574,-0.12285,0.35141,-0.18844,0.0049724,0.5658,0.94424
0.32869,-0.087102,0.46087,0.12919,0.30369,0.087203,0.63818,0.76348,0.70655,-0.073103,-0.066796,0.18133,0.048689,-0.088467,-0.41048,0.1518,-0.54248,0.21737,0.2028,0.5804,0.3909,0.51274,0.59741,0.6631,-0.18128,-0.15143,-0.17952,0.31865,-0.018644,-0.11016,0.41888,1.0381
0.54395,-0.1019,0.67822,0.24478,0.44305,0.16477,0.63753,0.74945,0.76284,-0.12523,-0.13179,0.11921,-0.080499,-0.19201,-0.40391,0.20399,-0.56052,0.29149,0.35108,0.61927,0.14461,0.60262,0.78031,0.49665,-0.28034,-0.087786,-0.13967,0.59802,0.080328,-0.15077,0.29922,0.69476
