start:2016-09-12 end:2016-09-19, 36:168:0:168 37:168:0:168 35:168:0:168 29:165:0:165 30:156:0:156 31:142:0:142 46:85:0:85 47:83:0:83 32:82:82:0 41:43:0:43 26:43:0:43 44:32:0:32 45:11:0:11 49:1:1:0 28:1:0:1 48:0:0:0 43:0:0:0 42:0:0:0 40:0:0:0 39:0:0:0 38:0:0:0 34:0:0:0 27:0:0:0
start:2016-09-11 end:2016-09-18, 36:168:0:168 37:168:0:168 35:168:0:168 29:166:0:166 30:159:0:159 31:142:0:142 46:85:0:85 47:83:0:83 32:82:82:0 41:54:0:54 26:42:0:42 44:30:0:30 45:12:0:12 49:1:1:0 28:1:0:1 48:0:0:0 43:0:0:0 42:0:0:0 40:0:0:0 39:0:0:0 38:0:0:0 34:0:0:0 27:0:0:0
start:2016-09-10 end:2016-09-17, 36:168:0:168 37:168:0:168 35:168:0:168 29:168:0:168 30:156:0:156 31:142:0:142 47:89:0:89 46:84:0:84 32:82:82:0 41:53:0:53 26:42:0:42 44:29:0:29 45:11:0:11 49:1:1:0 28:1:0:1 48:0:0:0 43:0:0:0 42:0:0:0 40:0:0:0 39:0:0:0 38:0:0:0 34:0:0:0 27:0:0:0
start:2016-09-09 end:2016-09-16, 36:168:0:168 37:168:0:168 35:168:0:168 29:168:0:168 30:154:0:154 31:149:0:149 47:88:0:88 46:84:0:84 32:83:83:0 41:49:0:49 44:30:0:30 26:30:0:30 45:12:0:12 28:6:0:6 49:1:1:0 48:0:0:0 43:0:0:0 42:0:0:0 40:0:0:0 39:0:0:0 38:0:0:0 34:0:0:0 27:0:0:0
start:2016-09-08 end:2016-09-15, 37:168:0:168 35:168:0:168 29:168:0:168 36:167:0:167 31:159:0:159 30:150:0:150 47:91:0:91 32:85:85:0 46:83:0:83 41:36:0:36 44:29:0:29 26:18:0:18 45:11:0:11 28:5:0:5 49:1:1:0 48:0:0:0 43:0:0:0 42:0:0:0 40:0:0:0 39:0:0:0 38:0:0:0 34:0:0:0 27:0:0:0
start:2016-09-07 end:2016-09-14, 37:169:0:169 35:169:0:169 29:169:0:169 36:168:0:168 31:161:0:161 30:147:0:147 47:93:0:93 32:86:86:0 46:82:0:82 41:30:0:30 44:28:0:28 45:12:0:12 26:12:0:12 49:7:7:0 28:5:0:5 48:0:0:0 43:0:0:0 42:0:0:0 40:0:0:0 39:0:0:0 38:0:0:0 34:0:0:0 27:0:0:0
start:2016-09-06 end:2016-09-13, 37:169:0:169 35:169:0:169 29:169:0:169 36:166:0:166 31:162:0:162 30:148:0:148 47:92:0:92 32:86:86:0 46:81:0:81 44:30:0:30 41:29:0:29 49:21:21:0 45:12:0:12 28:5:0:5 26:4:0:4 48:0:0:0 43:0:0:0 42:0:0:0 40:0:0:0 39:0:0:0 38:0:0:0 34:0:0:0 27:0:0:0
start:2016-09-05 end:2016-09-12, 37:169:0:169 35:169:0:169 29:169:0:169 36:166:0:166 31:161:0:161 30:150:0:150 47:93:0:93 32:87:87:0 46:80:0:80 44:27:0:27 49:24:24:0 41:24:0:24 45:12:0:12 28:5:0:5 26:4:0:4 48:0:0:0 43:0:0:0 42:0:0:0 40:0:0:0 39:0:0:0 38:0:0:0 34:0:0:0 27:0:0:0
start:2016-09-04 end:2016-09-11, 37:169:0:169 35:169:0:169 29:169:0:169 36:166:0:166 31:162:0:162 30:147:0:147 47:96:0:96 32:87:87:0 46:79:0:79 44:27:0:27 49:24:24:0 41:12:0:12 45:11:0:11 28:5:0:5 26:2:0:2 48:0:0:0 43:0:0:0 42:0:0:0 40:0:0:0 39:0:0:0 38:0:0:0 34:0:0:0 27:0:0:0
start:2016-09-03 end:2016-09-10, 37:169:0:169 35:169:0:169 29:169:0:169 36:166:0:166 31:164:0:164 30:148:0:148 47:94:0:94 32:88:88:0 46:79:0:79 44:30:0:30 49:24:24:0 41:12:0:12 45:10:0:10 28:5:0:5 48:0:0:0 43:0:0:0 42:0:0:0 40:0:0:0 39:0:0:0 38:0:0:0 34:0:0:0 27:0:0:0 26:0:0:0
start:2016-09-02 end:2016-09-09, 37:169:0:169 35:169:0:169 29:169:0:169 36:166:0:166 31:165:0:165 30:148:0:148 47:93:0:93 32:89:89:0 46:78:0:78 44:28:0:28 49:24:24:0 41:12:0:12 45:9:0:9 28:0:0:0 48:0:0:0 43:0:0:0 42:0:0:0 40:0:0:0 39:0:0:0 38:0:0:0 34:0:0:0 27:0:0:0 26:0:0:0
start:2016-09-01 end:2016-09-08, 37:169:0:169 35:169:0:169 29:169:0:169 36:167:0:167 31:164:0:164 30:151:0:151 47:94:0:94 32:89:89:0 46:78:0:78 44:28:0:28 49:24:24:0 41:13:0:13 45:8:0:8 28:0:0:0 48:0:0:0 43:0:0:0 42:0:0:0 40:0:0:0 39:0:0:0 38:0:0:0 34:0:0:0 27:0:0:0 26:0:0:0
start:2016-08-31 end:2016-09-07, 37:165:0:165 35:165:0:165 29:165:0:165 36:163:0:163 30:150:0:150 31:147:0:147 47:91:0:91 32:86:86:0 46:78:0:78 44:29:0:29 49:17:17:0 41:13:0:13 45:10:0:10 28:0:0:0 48:0:0:0 43:0:0:0 42:0:0:0 40:0:0:0 39:0:0:0 38:0:0:0 34:0:0:0 27:0:0:0 26:0:0:0
start:2016-08-30 end:2016-09-06, 36:165:0:165 37:165:0:165 35:165:0:165 29:165:0:165 30:137:0:137 31:123:0:123 47:89:0:89 32:87:87:0 46:78:0:78 44:27:0:27 41:16:0:16 45:9:0:9 49:3:3:0 28:0:0:0 48:0:0:0 43:0:0:0 42:0:0:0 40:0:0:0 39:0:0:0 38:0:0:0 34:0:0:0 27:0:0:0 26:0:0:0
start:2016-08-29 end:2016-09-05, 36:165:0:165 37:165:0:165 35:165:0:165 29:165:0:165 30:115:0:115 31:101:0:101 47:92:0:92 32:87:87:0 46:78:0:78 44:27:0:27 41:24:0:24 45:9:0:9 49:0:0:0 28:0:0:0 48:0:0:0 43:0:0:0 42:0:0:0 40:0:0:0 39:0:0:0 38:0:0:0 34:0:0:0 27:0:0:0 26:0:0:0
start:2016-08-28 end:2016-09-04, 36:165:0:165 37:165:0:165 35:165:0:165 29:165:0:165 30:94:0:94 47:92:0:92 32:87:87:0 46:78:0:78 31:78:0:78 41:48:0:48 44:27:0:27 45:9:0:9 49:0:0:0 28:0:0:0 48:0:0:0 43:0:0:0 42:0:0:0 40:0:0:0 39:0:0:0 38:0:0:0 34:0:0:0 27:0:0:0 26:0:0:0
start:2016-08-27 end:2016-09-03, 36:165:0:165 37:165:0:165 35:165:0:165 29:145:0:145 47:90:0:90 32:86:86:0 46:78:0:78 41:72:0:72 30:72:0:72 31:55:0:55 44:28:0:28 45:10:0:10 49:0:0:0 28:0:0:0 48:0:0:0 43:0:0:0 42:0:0:0 40:0:0:0 39:0:0:0 38:0:0:0 34:0:0:0 27:0:0:0 26:0:0:0
start:2016-08-26 end:2016-09-02, 36:165:0:165 37:165:0:165 35:165:0:165 29:121:0:121 47:87:0:87 32:86:86:0 41:84:0:84 46:78:0:78 30:49:0:49 31:31:0:31 44:28:0:28 45:10:0:10 49:0:0:0 28:0:0:0 48:0:0:0 43:0:0:0 42:0:0:0 40:0:0:0 39:0:0:0 38:0:0:0 34:0:0:0 27:0:0:0 26:0:0:0
start:2016-08-25 end:2016-09-01, 36:165:0:165 37:165:0:165 35:165:0:165 29:97:0:97 47:90:0:90 32:86:86:0 41:83:0:83 46:78:0:78 30:29:0:29 44:28:0:28 45:10:0:10 31:8:0:8 49:0:0:0 28:0:0:0 48:0:0:0 43:0:0:0 42:0:0:0 40:0:0:0 39:0:0:0 38:0:0:0 34:0:0:0 27:0:0:0 26:0:0:0
start:2016-08-24 end:2016-08-31, 37:169:0:169 35:169:0:169 36:168:0:168 47:96:0:96 32:90:90:0 41:81:0:81 29:79:0:79 46:78:0:78 44:28:0:28 45:10:0:10 30:10:0:10 49:0:0:0 28:0:0:0 48:0:0:0 43:0:0:0 42:0:0:0 40:0:0:0 39:0:0:0 38:0:0:0 34:0:0:0 31:0:0:0 27:0:0:0 26:0:0:0
start:2016-08-23 end:2016-08-30, 37:157:0:157 35:157:0:157 36:156:0:156 47:94:0:94 32:88:88:0 41:77:0:77 46:69:0:69 29:55:0:55 44:25:0:25 45:10:0:10 49:0:0:0 28:0:0:0 48:0:0:0 43:0:0:0 42:0:0:0 40:0:0:0 39:0:0:0 38:0:0:0 34:0:0:0 31:0:0:0 30:0:0:0 27:0:0:0 26:0:0:0
start:2016-08-22 end:2016-08-29, 37:133:0:133 35:133:0:133 36:132:0:132 47:80:0:80 32:75:75:0 41:66:0:66 46:58:0:58 29:31:0:31 44:21:0:21 45:9:0:9 49:0:0:0 28:0:0:0 48:0:0:0 43:0:0:0 42:0:0:0 40:0:0:0 39:0:0:0 38:0:0:0 34:0:0:0 31:0:0:0 30:0:0:0 27:0:0:0 26:0:0:0
start:2016-08-21 end:2016-08-28, 37:109:0:109 35:109:0:109 36:108:0:108 47:66:0:66 32:62:62:0 46:47:0:47 41:42:0:42 44:18:0:18 45:8:0:8 29:7:0:7 49:0:0:0 28:0:0:0 48:0:0:0 43:0:0:0 42:0:0:0 40:0:0:0 39:0:0:0 38:0:0:0 34:0:0:0 31:0:0:0 30:0:0:0 27:0:0:0 26:0:0:0
start:2016-08-20 end:2016-08-27, 37:85:0:85 35:85:0:85 36:84:0:84 47:52:0:52 32:50:50:0 46:36:0:36 41:18:0:18 44:12:0:12 45:6:0:6 29:2:0:2 49:0:0:0 28:0:0:0 48:0:0:0 43:0:0:0 42:0:0:0 40:0:0:0 39:0:0:0 38:0:0:0 34:0:0:0 31:0:0:0 30:0:0:0 27:0:0:0 26:0:0:0
start:2016-08-19 end:2016-08-26, 37:61:0:61 35:61:0:61 36:60:0:60 47:42:0:42 32:37:37:0 46:25:0:25 44:9:0:9 45:5:0:5 41:3:0:3 29:2:0:2 49:0:0:0 28:0:0:0 48:0:0:0 43:0:0:0 42:0:0:0 40:0:0:0 39:0:0:0 38:0:0:0 34:0:0:0 31:0:0:0 30:0:0:0 27:0:0:0 26:0:0:0
start:2016-08-18 end:2016-08-25, 37:37:0:37 35:37:0:37 36:36:0:36 47:26:0:26 32:24:24:0 46:14:0:14 44:5:0:5 45:4:0:4 29:2:0:2 41:1:0:1 49:0:0:0 28:0:0:0 48:0:0:0 43:0:0:0 42:0:0:0 40:0:0:0 39:0:0:0 38:0:0:0 34:0:0:0 31:0:0:0 30:0:0:0 27:0:0:0 26:0:0:0
start:2016-08-17 end:2016-08-24, 36:13:0:13 37:13:0:13 35:13:0:13 32:11:11:0 47:10:0:10 46:3:0:3 44:1:0:1 45:1:0:1 49:0:0:0 28:0:0:0 48:0:0:0 43:0:0:0 42:0:0:0 41:0:0:0 40:0:0:0 39:0:0:0 38:0:0:0 34:0:0:0 31:0:0:0 30:0:0:0 29:0:0:0 27:0:0:0 26:0:0:0
start:2016-08-16 end:2016-08-23, 29:2:1:1 36:1:0:1 47:1:0:1 41:1:0:1 37:1:0:1 35:1:0:1 32:1:1:0 30:1:0:1 44:0:0:0 49:0:0:0 28:0:0:0 48:0:0:0 46:0:0:0 45:0:0:0 43:0:0:0 42:0:0:0 40:0:0:0 39:0:0:0 38:0:0:0 34:0:0:0 31:0:0:0 27:0:0:0 26:0:0:0
start:2016-08-15 end:2016-08-22, 29:30:11:19 36:19:0:19 41:19:0:19 37:19:0:19 35:19:0:19 30:19:0:19 47:11:0:11 32:9:9:0 46:6:0:6 26:5:0:5 44:2:0:2 45:1:0:1 49:0:0:0 28:0:0:0 48:0:0:0 43:0:0:0 42:0:0:0 40:0:0:0 39:0:0:0 38:0:0:0 34:0:0:0 31:0:0:0 27:0:0:0
start:2016-08-14 end:2016-08-21, 29:69:26:43 36:43:0:43 41:43:0:43 37:43:0:43 35:43:0:43 30:42:0:42 32:21:21:0 47:13:0:13 46:10:0:10 26:8:0:8 44:2:0:2 45:1:0:1 49:0:0:0 28:0:0:0 48:0:0:0 43:0:0:0 42:0:0:0 40:0:0:0 39:0:0:0 38:0:0:0 34:0:0:0 31:0:0:0 27:0:0:0
start:2016-08-13 end:2016-08-20, 29:108:41:67 36:67:0:67 41:67:0:67 37:67:0:67 35:67:0:67 30:64:0:64 32:35:35:0 47:28:0:28 46:21:0:21 26:10:0:10 44:5:0:5 45:3:0:3 49:0:0:0 28:0:0:0 48:0:0:0 43:0:0:0 42:0:0:0 40:0:0:0 39:0:0:0 38:0:0:0 34:0:0:0 31:0:0:0 27:0:0:0
start:2016-08-12 end:2016-08-19, 29:147:56:91 36:91:0:91 37:91:0:91 35:91:0:91 30:85:0:85 41:80:0:80 32:48:48:0 47:44:0:44 46:32:0:32 26:14:0:14 44:9:0:9 45:4:0:4 49:0:0:0 28:0:0:0 48:0:0:0 43:0:0:0 42:0:0:0 40:0:0:0 39:0:0:0 38:0:0:0 34:0:0:0 31:0:0:0 27:0:0:0
start:2016-08-11 end:2016-08-18, 29:186:71:115 36:115:0:115 37:115:0:115 35:115:0:115 30:108:0:108 41:82:0:82 32:61:61:0 47:55:0:55 46:43:0:43 26:16:0:16 44:13:0:13 45:6:0:6 49:0:0:0 28:0:0:0 48:0:0:0 43:0:0:0 42:0:0:0 40:0:0:0 39:0:0:0 38:0:0:0 34:0:0:0 31:0:0:0 27:0:0:0
start:2016-08-10 end:2016-08-17, 29:225:86:139 36:139:0:139 37:139:0:139 35:139:0:139 30:131:0:131 41:83:0:83 32:75:75:0 47:72:0:72 46:54:0:54 26:19:0:19 44:17:0:17 45:7:0:7 49:0:0:0 28:0:0:0 48:0:0:0 43:0:0:0 42:0:0:0 40:0:0:0 39:0:0:0 38:0:0:0 34:0:0:0 31:0:0:0 27:0:0:0
start:2016-08-09 end:2016-08-16, 29:262:100:162 36:162:0:162 37:162:0:162 35:162:0:162 30:152:0:152 32:88:88:0 47:85:0:85 41:83:0:83 46:65:0:65 26:22:0:22 44:21:0:21 45:8:0:8 49:0:0:0 28:0:0:0 48:0:0:0 43:0:0:0 42:0:0:0 40:0:0:0 39:0:0:0 38:0:0:0 34:0:0:0 31:0:0:0 27:0:0:0
start:2016-08-08 end:2016-08-15, 29:274:105:169 36:169:0:169 37:169:0:169 35:169:0:169 30:156:0:156 32:95:95:0 47:88:0:88 46:70:0:70 41:69:0:69 44:25:0:25 26:23:0:23 45:9:0:9 49:0:0:0 28:0:0:0 48:0:0:0 43:0:0:0 42:0:0:0 40:0:0:0 39:0:0:0 38:0:0:0 34:0:0:0 31:0:0:0 27:0:0:0
start:2016-08-07 end:2016-08-14, 29:274:105:169 36:169:0:169 37:169:0:169 35:169:0:169 30:156:0:156 47:101:0:101 32:98:98:0 46:79:0:79 41:56:0:56 44:28:0:28 26:20:0:20 45:11:0:11 49:0:0:0 28:0:0:0 48:0:0:0 43:0:0:0 42:0:0:0 40:0:0:0 39:0:0:0 38:0:0:0 34:0:0:0 31:0:0:0 27:0:0:0
start:2016-08-06 end:2016-08-13, 29:274:105:169 36:169:0:169 37:169:0:169 35:169:0:169 30:155:0:155 47:101:0:101 32:97:97:0 46:79:0:79 41:44:0:44 44:30:0:30 26:19:0:19 45:10:0:10 49:0:0:0 28:0:0:0 48:0:0:0 43:0:0:0 42:0:0:0 40:0:0:0 39:0:0:0 38:0:0:0 34:0:0:0 31:0:0:0 27:0:0:0
start:2016-08-05 end:2016-08-12, 29:274:105:169 36:169:0:169 37:169:0:169 35:169:0:169 30:153:0:153 47:101:0:101 32:98:98:0 46:79:0:79 41:31:0:31 44:30:0:30 26:21:0:21 45:9:0:9 34:1:0:1 49:0:0:0 28:0:0:0 48:0:0:0 43:0:0:0 42:0:0:0 40:0:0:0 39:0:0:0 38:0:0:0 31:0:0:0 27:0:0:0
start:2016-08-04 end:2016-08-11, 29:274:105:169 36:169:0:169 37:169:0:169 35:169:0:169 30:152:0:152 47:102:0:102 32:98:98:0 46:79:0:79 41:32:0:32 44:30:0:30 26:27:0:27 45:7:0:7 34:1:0:1 49:0:0:0 28:0:0:0 48:0:0:0 43:0:0:0 42:0:0:0 40:0:0:0 39:0:0:0 38:0:0:0 31:0:0:0 27:0:0:0
start:2016-08-03 end:2016-08-10, 29:272:104:168 36:168:0:168 37:168:0:168 35:168:0:168 30:150:0:150 47:98:0:98 32:98:98:0 46:79:0:79 41:42:0:42 26:32:0:32 44:30:0:30 45:6:0:6 34:1:0:1 49:0:0:0 28:0:0:0 48:0:0:0 43:0:0:0 42:0:0:0 40:0:0:0 39:0:0:0 38:0:0:0 31:0:0:0 27:0:0:0
start:2016-08-02 end:2016-08-09, 29:272:104:168 36:168:0:168 37:168:0:168 35:168:0:168 30:150:0:150 32:99:99:0 47:98:0:98 46:79:0:79 41:56:0:56 26:33:0:33 44:29:0:29 45:5:0:5 34:1:0:1 49:0:0:0 28:0:0:0 48:0:0:0 43:0:0:0 42:0:0:0 40:0:0:0 39:0:0:0 38:0:0:0 31:0:0:0 27:0:0:0
start:2016-08-01 end:2016-08-08, 29:272:104:168 36:152:0:152 37:152:0:152 35:152:0:152 30:151:0:151 47:90:0:90 32:90:90:0 46:72:0:72 41:54:0:54 26:35:0:35 44:27:0:27 45:3:0:3 34:1:0:1 49:0:0:0 28:0:0:0 48:0:0:0 43:0:0:0 42:0:0:0 40:0:0:0 39:0:0:0 38:0:0:0 31:0:0:0 27:0:0:0
start:2016-07-31 end:2016-08-07, 29:272:104:168 30:151:0:151 36:128:0:128 37:128:0:128 35:128:0:128 47:77:0:77 32:75:75:0 46:60:0:60 41:44:0:44 26:35:0:35 44:23:0:23 45:1:0:1 34:1:0:1 49:0:0:0 28:0:0:0 48:0:0:0 43:0:0:0 42:0:0:0 40:0:0:0 39:0:0:0 38:0:0:0 31:0:0:0 27:0:0:0
