-0.4934,-0.56074,-0.45252,-0.39192,-0.35051,-2.2854,-0.75784,-1.2447,-1.2085,-0.81154,-0.80523,-0.89182,-0.77948,-0.53344,-0.43212,-1.2117,-1.9044,-0.54348,-0.1097,-1.988,-0.7672,-0.19165,-0.93472,-0.35563,-0.65756,-0.77012
-0.86271,-0.58114,-0.17646,-0.4141,-0.24084,-1.9655,-0.861,-0.87396,-0.84974,-0.42626,-0.41697,-0.285,-0.71767,-0.65058,-0.089095,-1.3425,-1.7182,-0.70289,-0.089272,-1.4191,-0.44777,-0.19334,-0.86607,-0.29822,-0.60433,-0.76438
-0.66439,-0.46012,-0.18295,-0.39159,0.13501,-1.8536,-0.33485,-1.133,-1.1116,-0.53006,-0.5068,-0.33389,-0.91039,-0.5283,-0.034814,-1.1758,-1.8847,-0.80061,-0.29656,-1.2493,-0.5209,-0.18348,-0.33137,-0.087228,-0.40728,-0.69606
-0.46205,-0.025578,-0.16619,-0.16669,-0.094112,-1.7095,-0.3231,-0.78426,-0.87012,-0.57085,-0.55854,-0.26832,-1.0257,-0.61531,-0.22027,-0.86096,-1.8414,-0.50212,-0.29358,-1.1533,-0.6671,-0.038329,-0.062941,0.24921,-0.30541,-0.8875
-0.51865,0.1522,0.33083,-0.21743,0.11092,-1.7689,-0.15151,-0.70175,-0.86323,-0.87289,-0.86447,-0.40903,-0.72386,-0.36146,-0.029179,-0.73815,-1.4227,-0.43385,0.33897,-1.0663,-0.60061,0.1102,-0.42387,0.31853,-0.22811,-1.0688
-0.57997,0.21325,0.15121,0.26419,0.22616,-1.356,-0.15713,-0.99382,-1.2475,-0.79322,-0.77064,-0.30997,-0.27183,-0.15073,0.076683,-0.54344,-1.2601,-0.12519,0.34459,-0.5681,-0.38246,0.2596,-0.20736,0.21401,0.011365,-0.76242
0.26019,0.086773,0.25184,0.23379,0.13786,-1.3145,0.28048,-0.72531,-0.99681,-0.87582,-0.86473,-0.30131,-0.14545,-0.14229,0.14293,-0.34468,-1.1127,0.034809,0.55695,-0.40744,-0.80817,0.10287,0.0812,0.37891,-0.30234,-1.0213
0.3585,0.059177,0.33072,0.3283,0.53672,-1.0522,-0.0063907,-0.72028,-1.0484,-0.65963,-0.63901,-0.38105,-0.23051,-0.026062,0.12629,-0.74081,-1.2628,0.1018,0.96888,-0.16899,-0.84352,0.15388,-0.0943,0.46383,-0.1269,-0.44848
0.14192,0.22672,-0.10684,0.26881,-0.10027,-0.66576,0.67158,-0.64532,-0.97776,-0.58162,-0.57547,-0.44797,-0.26265,0.071921,0.17402,-0.85648,-1.2542,0.00098014,1.0627,0.092086,-0.57671,0.053472,0.092877,0.44073,0.15781,-0.29346
0.076672,0.41549,0.0030963,0.27923,-0.0866,-0.59728,0.41151,-0.69365,-0.9718,-0.74163,-0.72705,-0.30481,-0.076901,0.05062,0.11789,-0.76764,-0.92026,0.42789,0.91812,0.34815,-0.58312,0.060672,0.2279,0.48846,0.26491,-0.22309
