-3.3014,-2.9794,-3.2941,-3.2582,-3.2638,-3.2565,-3.5319,-3.5532,-2.8995,-2.9424,-2.5547,-1.6571,-2.7071,-2.4622,-2.2812,-2.1926,-3.9649,-2.6284,-2.244,-2.505,-2.6166,-2.7693,-2.8843,-2.8872,-3.2609,-2.6578,-2.5741,-3.4469,-3.3969,-2.5598,-2.7765,-2.812,-2.4423,-2.8008,-3.2363,-2.3585,-2.0397
-3.1136,-2.8181,-3.0575,-3.0611,-3.0693,-3.0303,-3.2376,-3.3886,-2.6703,-2.7234,-2.3688,-1.5499,-2.5467,-2.2507,-2.0607,-2.047,-3.8069,-2.3718,-2.0941,-2.3073,-2.43,-2.5888,-2.7191,-2.7226,-3.098,-2.386,-2.2865,-3.2898,-3.2555,-2.3838,-2.5933,-2.6297,-2.3284,-2.643,-3.0265,-2.1316,-1.9051
-2.8863,-2.6478,-2.7993,-2.9096,-3.0646,-2.7759,-3.0538,-3.2449,-2.4487,-2.4952,-2.1707,-1.4371,-2.3687,-2.0527,-1.8394,-1.9072,-3.6465,-2.1543,-1.9349,-2.1285,-2.2421,-2.3836,-2.5433,-2.5462,-2.9339,-2.1815,-2.0781,-3.1285,-3.109,-2.2011,-2.3975,-2.4366,-2.2119,-2.4868,-2.8091,-1.9143,-1.8244
-2.6208,-2.4684,-2.5109,-2.7975,-2.9653,-2.5004,-2.8871,-3.0233,-2.2363,-2.2849,-1.9565,-1.3195,-2.1802,-1.8627,-1.6196,-1.7639,-3.491,-1.9359,-1.7572,-1.9314,-2.0329,-2.1821,-2.3706,-2.3702,-2.7656,-1.9085,-1.8969,-2.9405,-2.9608,-2.0104,-2.1899,-2.2267,-2.0584,-2.3221,-2.5733,-1.6938,-1.733
-2.3588,-2.2756,-2.2358,-2.6633,-2.6813,-2.2273,-2.7155,-2.7874,-2.0056,-2.0511,-1.7377,-1.2017,-1.9861,-1.6732,-1.3792,-1.6117,-3.37,-1.7101,-1.5763,-1.7076,-1.8327,-1.984,-2.1947,-2.1922,-2.581,-1.5733,-1.7212,-2.7359,-2.7806,-1.8165,-1.9759,-2.0146,-1.86,-2.1483,-2.3168,-1.4629,-1.6771
-2.1531,-2.0744,-1.9454,-2.4878,-2.4949,-1.9514,-2.5391,-2.5869,-1.7621,-1.8067,-1.4428,-1.0813,-1.7825,-1.4937,-1.1103,-1.4606,-3.2241,-1.4637,-1.3848,-1.5025,-1.641,-1.7805,-2.0014,-1.9899,-2.3777,-1.2799,-1.5322,-2.4986,-2.5672,-1.6158,-1.7601,-1.8023,-1.658,-1.9709,-2.0627,-1.2602,-1.592
-1.933,-1.8643,-1.632,-2.2623,-2.2778,-1.6815,-2.3467,-2.3717,-1.5386,-1.5799,-1.1808,-0.96086,-1.5712,-1.3254,-0.89467,-1.3138,-3.0449,-1.1753,-1.1927,-1.3079,-1.4455,-1.5682,-1.8007,-1.7816,-2.156,-1.0528,-1.3009,-2.2528,-2.3729,-1.4201,-1.5459,-1.5869,-1.4925,-1.7862,-1.8259,-1.0856,-1.5543
-1.729,-1.652,-1.3596,-1.9547,-2.057,-1.4299,-2.1403,-2.1218,-1.3392,-1.3792,-1.0145,-0.84523,-1.3604,-1.1537,-0.73177,-1.168,-2.807,-0.88628,-1.0082,-1.1185,-1.2653,-1.3541,-1.5989,-1.5752,-1.8977,-0.92536,-1.0791,-1.9875,-2.1331,-1.2404,-1.3403,-1.379,-1.3487,-1.605,-1.6049,-0.90591,-1.1544
-1.5221,-1.4494,-1.1452,-1.5898,-1.6994,-1.2047,-1.9256,-1.8407,-1.1553,-1.1913,-0.88158,-0.73448,-1.1601,-0.96252,-0.5964,-1.0245,-2.5471,-0.61977,-0.83992,-0.93584,-1.1046,-1.1263,-1.3987,-1.3715,-1.6139,-0.7174,-0.89975,-1.7141,-1.8481,-1.0727,-1.1513,-1.1904,-1.2032,-1.4239,-1.4036,-0.76633,-0.69077
-1.3034,-1.2668,-0.9691,-1.2001,-1.2892,-1.0125,-1.7066,-1.5649,-0.99545,-1.0276,-0.75182,-0.63041,-0.96914,-0.77741,-0.5022,-0.89015,-2.2137,-0.4648,-0.69359,-0.78025,-0.94743,-0.93234,-1.2117,-1.1824,-1.3442,-0.57329,-0.77706,-1.4694,-1.5496,-0.915,-0.98016,-1.0182,-1.05,-1.2597,-1.2277,-0.62928,-0.58146
