-0.63239,-1.865,-2.0669,-2.1246,-2.7172,-0.87829,-1.1572,-2.0609,-0.77212,-0.87056,-2.0403
-0.34383,-0.88026,-1.8894,-2.0434,-2.6404,-0.45594,-1.0754,-1.7165,-0.68022,-0.91917,-2.0221
-0.18182,-0.72191,-1.5255,-1.9505,-2.6215,-0.3251,-0.80585,-1.4259,-0.78658,-0.95269,-1.5856
-0.32762,-0.91985,-1.4797,-1.5491,-2.2596,-0.55235,-0.51613,-1.1783,-0.49255,-0.86855,-1.3291
-0.27954,-0.57046,-1.5007,-1.6188,-1.9481,-0.46739,-0.072673,-1.1605,-0.4483,-0.85752,-1.0278
-0.18141,-0.9332,-1.6014,-1.4593,-1.949,-0.2127,-0.28755,-0.96173,-0.2658,-0.69851,-0.68422
-0.13452,-0.73144,-1.5208,-1.3684,-1.7564,-0.018301,-0.50373,-0.84234,0.054792,-0.87496,-0.79126
-0.18314,-0.43822,-1.2543,-1.1956,-1.6608,-0.052444,-0.30961,-0.6005,-0.020668,-0.37553,-0.83957
-0.11282,-0.55335,-1.2036,-1.0566,-1.7163,0.11669,-0.43525,-0.46797,-0.011527,0.037781,-0.61766
-0.10839,-0.80129,-1.0708,-0.9726,-1.6673,0.22401,-0.4769,-0.49669,0.20204,-0.10409,-0.50765
