-0.070593,-0.13842,0.17394,-0.16438,-0.22386,-0.081382,-0.037251,0.058546,-0.049267,-0.093864,-0.20901,-0.28067,-0.12659,-0.070926,-0.057506,-0.17809
-0.074957,-0.26885,0.082896,-0.29514,-0.31684,-0.16052,-0.054278,-0.050107,-0.21501,-0.22397,-0.09823,-0.25319,-0.22738,-0.14121,-0.10947,-0.41532
-0.6123,-0.42359,-0.11418,-0.38309,-0.40494,-0.27575,-0.24549,-0.14424,-0.32583,-0.33525,-0.24723,-0.29197,-0.25012,-0.2789,-0.16181,-0.6324
-0.70705,-0.45546,-0.3017,-0.46909,-0.59819,-0.39858,-0.31702,-0.094832,-0.47387,-0.4335,-0.40811,-0.4626,-0.11103,-0.29069,-0.20732,-0.8573
-0.80965,-0.49552,-0.28392,-0.32571,-0.65876,-0.42328,-0.49829,-0.20637,-0.54628,-0.51087,-0.52735,-0.54208,-0.31393,-0.24007,-0.27923,-0.91809
-0.85234,-0.53928,-0.43938,-0.58514,-0.81051,-0.5788,-0.51949,-0.21663,-0.61097,-0.56107,-0.52736,-0.69351,-0.3378,-0.27515,-0.3444,-0.90449
-1.0571,-0.60466,-0.77663,-0.85152,-1.0196,-0.6461,-0.89853,-0.10277,-0.76997,-0.62655,-0.75464,-0.67127,-0.60689,-0.48586,-0.40849,-0.82831
-0.94631,-0.77787,-1.0017,-0.75812,-1.2578,-0.72637,-0.92165,-0.17104,-0.85569,-0.72843,-1.0307,-0.64316,-0.45656,-0.88413,-0.50491,-0.90424
-1.3116,-0.85371,-0.97793,-1.1124,-1.1415,-0.83311,-1.1593,-0.32082,-1.0791,-0.75948,-1.2168,-0.7794,-0.22558,-1.1642,-0.64029,-0.92587
-1.5537,-0.82071,-1.1927,-1.3508,-1.1039,-0.94409,-1.1816,-0.52104,-1.3156,-0.79906,-1.2897,-0.97303,-0.1454,-1.2688,-0.84522,-0.90136
