100001,100002,100004,100007,100013,100015,100016,100017,100018,100019,100020,100021,100024,100025,100026,100027,100034,100035,100036,100037,100038,100039,100040
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.001,-0.076,0.0,-0.006,0.0,-0.001,0.0,-0.023,-0.001,0.0,-0.006,0.0,-0.011,0.0,-0.002,0.0,-0.004,0.0,0.0,0.0,0.0,0.0
-0.048,-0.01,-0.238,-0.003,-0.041,-0.005,-0.016,-0.015,-0.143,-0.115,-0.043,-0.03,-0.013,-0.072,-0.064,-0.063,-0.004,-0.038,-0.033,0.0,-0.031,-0.007,0.0
-0.152,-0.084,-0.173,-0.018,-0.073,-0.03,-0.038,-0.044,-0.193,-0.349,-0.125,-0.141,-0.092,-0.115,-0.082,-0.079,-0.066,-0.11,-0.036,-0.045,-0.135,-0.036,-0.012
-0.118,-0.149,-0.233,-0.033,-0.149,-0.121,-0.118,-0.114,-0.198,-0.188,-0.174,-0.154,-0.131,-0.264,-0.101,-0.096,-0.189,-0.23,-0.129,-0.131,-0.16,-0.045,-0.096
-0.109,-0.102,-0.386,-0.079,-0.222,-0.184,-0.198,-0.191,-0.433,-0.204,-0.262,-0.174,-0.193,-0.29,-0.105,-0.1,-0.287,-0.328,-0.184,-0.153,-0.21,-0.093,-0.113
-0.214,-0.194,-0.194,-0.068,-0.148,-0.155,-0.178,-0.169,-0.431,-0.489,-0.304,-0.16,-0.488,-0.442,-0.156,-0.15,-0.357,-0.398,-0.141,-0.117,-0.359,-0.138,-0.134
-0.151,-0.318,-0.185,-0.065,-0.238,-0.064,-0.054,-0.053,-0.341,-0.315,-0.269,-0.248,-0.451,-0.417,-0.11,-0.106,-0.893,-0.939,-0.294,-0.232,-0.405,-0.243,-0.228
-0.21,-0.339,-0.265,-0.107,-0.424,-0.109,-0.093,-0.099,-0.451,-0.281,-0.597,-0.244,-0.301,-0.408,-0.213,-0.208,-1.146,-1.166,-0.352,-0.261,-0.294,-0.664,-0.299
-0.198,-0.427,-0.302,-0.196,-0.775,-0.196,-0.189,-0.192,-0.361,-0.289,-0.803,-0.653,-0.306,-0.341,-0.233,-0.233,-0.687,-0.729,-0.769,-0.368,-0.334,-0.357,-0.153
-0.381,-0.326,-0.425,-0.19,-1.399,-0.357,-0.441,-0.415,-0.533,-0.416,-0.857,-0.771,-0.347,-0.39,-0.528,-0.523,-1.113,-1.13,-1.26,-0.181,-0.233,-0.292,-0.121
-0.875,-0.543,-0.372,-0.251,-1.322,-0.448,-0.561,-0.573,-1.711,-0.808,-0.657,-0.522,-0.335,-0.283,-0.217,-0.215,-1.34,-1.328,-1.56,-0.175,-0.256,-0.339,-0.13
-1.458,-0.917,-0.572,-0.254,-1.297,-0.432,-0.497,-0.497,-1.785,-1.96,-0.455,-0.498,-0.385,-0.25,-0.121,-0.118,-0.836,-0.868,-1.689,-0.306,-0.529,-0.349,-0.139
-1.463,-1.04,-0.963,-0.228,-1.617,-0.319,-0.326,-0.324,-1.402,-1.661,-0.412,-0.57,-0.886,-0.14,-0.136,-0.135,-1.46,-1.487,-3.068,-0.359,-0.466,-0.282,-0.103
-1.716,-0.902,-1.141,-0.187,-1.217,-0.427,-0.465,-0.49,-1.034,-1.6,-0.306,-0.33,-0.506,-0.245,-0.344,-0.343,-2.596,-2.613,-2.353,-0.337,-0.339,-0.188,-0.11
-1.145,-0.794,-1.234,-0.174,-1.344,-0.258,-0.255,-0.256,-0.938,-1.353,-0.332,-0.234,-0.235,-0.509,-0.381,-0.375,-2.223,-2.132,-2.811,-0.254,-0.225,-0.208,-0.124
-1.323,-0.644,-0.462,-0.186,-0.631,-0.196,-0.178,-0.183,-0.708,-1.069,-0.509,-0.307,-0.253,-0.48,-0.279,-0.274,-2.132,-2.08,-3.049,-0.266,-0.277,-0.192,-0.077
-1.063,-0.858,-0.289,-0.209,-0.282,-0.164,-0.153,-0.151,-0.28,-0.664,-0.495,-0.405,-0.313,-0.571,-0.199,-0.195,-1.367,-1.406,-1.606,-0.176,-0.216,-0.283,-0.048
-0.456,-0.551,-0.309,-0.233,-0.386,-0.207,-0.178,-0.186,-0.118,-0.533,-0.575,-0.403,-0.28,-0.505,-0.219,-0.214,-0.741,-0.775,-1.694,-0.213,-0.147,-0.255,-0.04
-0.36,-0.571,-0.446,-0.204,-0.353,-0.223,-0.215,-0.213,-0.236,-0.651,-0.336,-0.601,-0.307,-0.371,-0.125,-0.121,-0.911,-0.942,-1.663,-0.216,-0.231,-0.178,-0.077
