0,-0.016402,-0.0067842,-0.00205,-0.0010469,-0.010552,-0.0083755,0,0,0,-0.0010389,-0.0052726,0,0,0,-0.00087409,-0.021331,-0.12621,0,0
0,-0.014099,-0.0071238,-0.001904,-0.00095114,-0.0096059,-0.0076788,0,0,0,-0.0010075,-0.0055463,0,0,0,-0.00086236,-0.020912,-0.1181,0,0
0,-0.013412,-0.0061052,-0.0018818,-0.00095435,-0.0094384,-0.0075365,0,0,0,-0.0010027,-0.0063271,0,0,0,-0.00091183,-0.022309,-0.13442,0,0
0,-0.014004,-0.0063197,-0.0017605,-0.0008898,-0.0097339,-0.0077572,0,0,0,-0.00099744,-0.0061706,0,0,0,-0.0010348,-0.025465,-0.11646,0,0
0,-0.013355,-0.0064493,-0.0018091,-0.00090325,-0.0080411,-0.0063973,0,0,0,-0.0011248,-0.0054505,0,0,0,-0.00094941,-0.022975,-0.1197,0,0
0,-0.012542,-0.0065349,-0.0016644,-0.00082642,-0.0074643,-0.0059934,0,0,0,-0.0010266,-0.0059361,0,0,0,-0.0010671,-0.026407,-0.11764,0,0
0,-0.014244,-0.0057521,-0.0017427,-0.00087226,-0.007536,-0.0060362,0,0,0,-0.0009591,-0.005144,0,0,0,-0.0010105,-0.025205,-0.11803,0,0
0,-0.01462,-0.0058539,-0.0017503,-0.00086545,-0.0089257,-0.0071225,0,0,0,-0.0009664,-0.0052135,0,0,0,-0.00096836,-0.024017,-0.12431,0,0
0,-0.013467,-0.0059231,-0.0017629,-0.00087782,-0.0087291,-0.0069883,0,0,0,-0.00089742,-0.0056734,0,0,0,-0.00093704,-0.023507,-0.11468,0,0
0,-0.013551,-0.005902,-0.0017136,-0.00086301,-0.0090183,-0.0072329,0,0,0,-0.00092892,-0.0050362,0,0,0,-0.00091087,-0.022663,-0.12274,0,0
