-0.36303,-0.30297,-1.498,-0.91401,-1.3726,-0.25325,-0.23436,-0.14691,-0.12404,-0.23491,-0.22533,-0.216,-0.34297,-1.6652,-1.1536,-1.0907,-0.88867,-0.33233,-0.29695,-0.4765,-1.1767,-1.0635,-1.0612,-0.20751,-0.38977,-0.16228,-0.15062,-0.17226,-0.3097,-0.2748,-0.36105,-1.0347,-0.1435
-0.36527,-0.39258,-1.536,-0.87291,-1.4177,-0.25926,-0.26547,-0.15865,-0.13575,-0.25982,-0.24529,-0.24241,-0.40564,-2.0081,-1.5208,-1.1317,-1.0073,-0.48683,-0.49516,-0.52971,-1.2415,-1.0443,-1.041,-0.19825,-0.41488,-0.18629,-0.16266,-0.16565,-0.37533,-0.38191,-1.0981,-1.3701,-0.20098
-0.43937,-0.49223,-1.4976,-1.0601,-1.4216,-0.27743,-0.28032,-0.1588,-0.13614,-0.29098,-0.27476,-0.27956,-0.54817,-2.0408,-1.6328,-1.3334,-1.1916,-0.69738,-0.71462,-0.64032,-1.3285,-1.026,-1.0343,-0.21023,-0.40687,-0.22312,-0.17254,-0.18193,-0.43856,-0.45248,-1.1071,-1.3057,-0.2411
-0.52899,-0.61706,-1.4573,-1.3331,-1.4087,-0.29509,-0.3267,-0.16748,-0.14362,-0.31629,-0.29532,-0.31949,-0.74055,-2.3306,-1.831,-1.5903,-1.402,-0.83847,-0.55087,-0.73459,-1.304,-1.0391,-1.0531,-0.21765,-0.40975,-0.19412,-0.17697,-0.17701,-0.5151,-0.73788,-1.3554,-1.3188,-0.21635
-0.59327,-0.70241,-1.4937,-1.3559,-1.4723,-0.29576,-0.4059,-0.18037,-0.15892,-0.31785,-0.29794,-0.34691,-0.77248,-2.3816,-2.0234,-1.5753,-1.4235,-0.9487,-0.60674,-0.83634,-1.3926,-0.98289,-0.99531,-0.22757,-0.4328,-0.18169,-0.16961,-0.1832,-0.571,-1.1057,-1.1267,-1.2961,-0.26404
-0.66072,-0.84645,-1.4941,-1.4977,-1.4713,-0.29209,-0.44266,-0.19117,-0.1697,-0.31618,-0.29433,-0.36074,-0.78509,-2.3844,-2.1317,-1.6121,-1.3668,-1.0094,-0.79325,-0.92818,-1.6213,-1.0097,-1.0315,-0.23364,-0.43798,-0.2313,-0.18503,-0.20819,-0.60358,-1.2894,-1.1411,-1.3884,-0.39119
-0.71181,-0.95211,-1.4626,-1.5577,-1.515,-0.30322,-0.46562,-0.19799,-0.17629,-0.30009,-0.28112,-0.35604,-0.77534,-2.3497,-2.2678,-1.5738,-1.2551,-0.99222,-0.69747,-0.91342,-1.6702,-1.1562,-1.1707,-0.24513,-0.44446,-0.30634,-0.18758,-0.21917,-0.60145,-1.3494,-0.91459,-1.6295,-0.66183
-0.72945,-0.91368,-1.4376,-1.577,-1.5507,-0.30957,-0.51169,-0.21591,-0.19484,-0.30385,-0.28835,-0.38329,-0.91041,-2.2384,-2.3415,-1.7405,-1.0803,-0.90982,-0.66731,-0.92982,-1.8194,-1.0764,-1.0832,-0.2634,-0.45787,-0.37337,-0.20154,-0.23996,-0.59934,-1.5807,-1.2402,-1.8031,-0.82976
-0.69302,-0.99084,-1.4917,-1.563,-1.4734,-0.32383,-0.52787,-0.22697,-0.20583,-0.31286,-0.29802,-0.41087,-0.90331,-2.0849,-2.4478,-1.784,-0.889,-1.1493,-0.90209,-0.98052,-1.7884,-1.0849,-1.0749,-0.28661,-0.48746,-0.35787,-0.21265,-0.24531,-0.59525,-1.7354,-1.7663,-1.9515,-0.74336
-0.65457,-0.9857,-1.5685,-1.5978,-1.4816,-0.32867,-0.53673,-0.23392,-0.21165,-0.34135,-0.32387,-0.42974,-0.85252,-2.1152,-2.4338,-1.5829,-0.89375,-1.1931,-1.0215,-1.0353,-1.9062,-1.1861,-1.2101,-0.29661,-0.52891,-0.31299,-0.22007,-0.26487,-0.60138,-1.9675,-1.5942,-2.0843,-0.53738
