-0.10684,-0.24854,-0.15148,-0.13198,-0.068769,-0.12027,-0.11353,0.054899,-0.0402,-0.038701,-0.087802,-0.064765,-0.18537,-0.31437,-0.2088,0.084614,-0.092077,-0.20075,-0.20587,0.02138,-0.11711,-0.11675,0.20292
-0.37517,-0.23463,-0.25864,-0.16717,-0.11551,-0.3021,-0.35661,-0.25294,-0.15842,-0.15352,-0.26388,-0.17594,-0.43071,-0.29568,-0.22323,-0.017369,-0.10211,-0.39376,-0.3403,-0.026492,-0.14179,-0.146,0.065124
-0.51735,-0.36698,-0.42424,-0.32582,-0.66212,-0.55454,-0.52647,-0.4913,-0.34868,-0.34507,-0.26826,-0.36145,-0.47044,-0.229,-0.23452,-0.12263,-0.2313,-0.26887,-0.43873,-0.15441,-0.21456,-0.23952,-0.25425
-0.44939,-0.3759,-0.52622,-0.41337,-0.82469,-0.79488,-0.6004,-0.55115,-0.35072,-0.34863,-0.51094,-0.40787,-0.59856,-0.58468,-0.26241,-0.41229,-0.30549,-0.215,-0.27154,-0.22854,-0.36664,-0.3631,-0.43815
-0.64835,-0.61198,-0.61184,-0.56256,-0.68212,-0.87071,-0.64274,-0.65251,-0.40691,-0.40644,-0.54166,-0.55928,-0.72523,-0.80523,-0.39113,-0.39706,-0.26264,-0.66396,-0.32618,-0.30096,-0.47891,-0.49052,-0.58323
-0.84586,-0.83356,-0.60027,-0.86243,-0.86902,-0.96157,-0.78981,-0.76297,-0.4857,-0.48821,-0.68843,-0.767,-0.87784,-0.92864,-0.58151,-0.22355,-0.29373,-0.7632,-0.64529,-0.33198,-0.53624,-0.56146,-0.88735
-0.86818,-0.85762,-0.70646,-0.91638,-1.4577,-1.0159,-0.99974,-0.82824,-0.56597,-0.56197,-0.78991,-0.76033,-0.90312,-0.84705,-0.63757,-0.47787,-0.36616,-0.58869,-0.76093,-0.37728,-0.48472,-0.51972,-0.86743
-0.8897,-0.8736,-0.94608,-0.90275,-1.2771,-1.1855,-1.2792,-1.1064,-0.72677,-0.71746,-0.97183,-0.71246,-1.0403,-0.67242,-1.139,-0.63028,-0.44941,-0.70928,-0.85983,-0.36088,-0.63841,-0.65488,-0.94602
-1.144,-0.95023,-0.77176,-0.84506,-1.0272,-1.3461,-1.4382,-1.2291,-0.84315,-0.83183,-1.3024,-0.73767,-1.2146,-1.0154,-0.98947,-0.63841,-0.43271,-1.057,-0.9062,-0.35632,-0.70948,-0.70898,-0.85556
-1.2128,-0.97958,-0.76586,-0.9449,-0.94191,-1.4341,-1.5426,-1.4507,-1.0922,-1.0876,-1.4452,-0.81024,-1.2323,-1.2494,-0.86739,-0.66723,-0.6623,-1.035,-0.98867,-0.39468,-0.66774,-0.7365,-0.95348
