100007,100013,100014,100015,100016,100017,100018,100019,100020,100021,100022,100029,100030,100031,100032,100037,100038,100039,100040
-0.004,0.0,0.0,0.0,-0.002,0.0,-0.003,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.026,-0.038,0.0,-0.006,-0.059,-0.026,-0.044,-0.095,-0.03,-0.015,0.0,0.0,0.0,0.0,0.0,-0.023,-0.082,-0.015,-0.001
-0.038,-0.047,-0.008,-0.18,-0.521,-0.187,-0.661,-0.308,-0.082,-0.065,-0.02,0.0,-0.006,0.0,-0.001,-0.048,-0.26,-0.076,-0.061
-0.051,-0.127,-0.042,-0.382,-1.232,-0.403,-1.444,-0.943,-0.157,-0.225,-0.017,0.0,-0.025,-0.009,-0.017,-0.077,-0.583,-0.091,-0.16
-0.108,-0.188,-0.174,-0.674,-1.628,-0.661,-2.191,-1.548,-0.282,-0.496,-0.065,-0.022,-0.036,-0.002,-0.057,-0.194,-0.92,-0.074,-0.185
-0.154,-0.217,-0.304,-0.839,-2.068,-0.92,-3.404,-1.91,-0.396,-0.509,-0.105,-0.023,-0.016,0.0,-0.076,-0.266,-1.361,-0.137,-0.249
-0.245,-0.302,-0.492,-0.655,-1.175,-0.633,-3.8,-2.169,-1.356,-0.72,-0.139,-0.045,-0.016,-0.023,-0.097,-0.398,-0.889,-0.24,-0.148
-0.292,-0.412,-0.433,-0.962,-1.204,-1.271,-3.972,-2.476,-2.112,-3.511,-0.444,-0.051,-0.066,-0.04,-0.131,-0.618,-1.932,-0.38,-0.132
-0.284,-0.31,-0.34,-0.389,-0.699,-0.449,-4.038,-2.072,-2.159,-4.014,-0.541,-0.132,-0.058,-0.023,-0.08,-1.534,-1.98,-0.382,-0.326
-0.344,-0.184,-0.389,-0.409,-0.843,-0.788,-3.465,-2.29,-1.585,-4.229,-0.555,-0.247,-0.057,-0.065,-0.018,-1.418,-2.727,-0.461,-0.752
-0.414,-0.251,-0.191,-1.882,-1.485,-1.2,-2.413,-2.407,-2.852,-4.213,-0.654,-0.512,-0.134,-0.096,-0.023,-0.848,-3.188,-0.634,-1.334
-0.331,-0.324,-0.301,-1.253,-1.021,-1.423,-3.275,-1.804,-2.569,-3.552,-0.993,-0.872,-0.163,-0.097,-0.102,-1.129,-3.458,-0.606,-1.618
-0.354,-0.284,-0.227,-1.405,-1.149,-1.555,-3.247,-2.932,-1.549,-3.559,-1.252,-0.971,-0.209,-0.214,-0.115,-2.084,-3.447,-0.604,-1.091
-0.368,-0.275,-0.095,-1.791,-1.93,-1.723,-3.474,-4.101,-1.936,-2.063,-1.296,-1.045,-0.555,-0.533,-0.169,-2.882,-3.787,-0.857,-0.851
-0.35,-0.382,-0.118,-0.312,-0.755,-0.4,-3.812,-2.234,-1.903,-1.986,-2.041,-1.39,-0.643,-0.648,-0.257,-3.051,-4.004,-1.265,-0.724
-0.272,-0.341,-0.245,-0.241,-0.269,-0.236,-4.304,-1.952,-2.447,-2.952,-2.239,-1.205,-0.77,-0.824,-0.384,-2.758,-4.198,-1.121,-1.669
-0.411,-0.282,-0.313,-0.194,-0.197,-0.174,-4.11,-2.621,-2.365,-3.739,-1.558,-1.305,-0.912,-1.041,-0.455,-3.469,-3.154,-0.935,-4.21
-0.49,-0.398,-0.274,-3.303,-2.417,-2.336,-1.336,-4.479,-2.142,-2.501,-1.62,-1.51,-1.084,-1.068,-0.514,-3.29,-2.138,-0.969,-3.042
-0.627,-0.654,-0.266,-3.91,-4.36,-3.614,-3.55,-4.607,-2.148,-2.579,-1.913,-1.361,-1.111,-1.008,-0.611,-3.82,-2.275,-1.061,-0.845
-0.889,-0.574,-0.267,-3.928,-4.259,-3.605,-4.116,-4.87,-2.715,-2.811,-1.864,-0.67,-1.097,-0.972,-0.55,-3.669,-4.961,-0.853,-0.428
-0.62,-0.203,-0.289,-3.949,-4.234,-3.632,-4.784,-4.53,-2.349,-2.294,-1.729,-0.619,-0.917,-0.861,-0.434,-4.253,-3.796,-1.141,-0.677
-0.445,-0.131,-0.116,-4.035,-4.313,-3.689,-4.832,-4.205,-3.082,-3.483,-2.199,-0.997,-1.019,-0.886,-0.514,-4.172,-4.718,-1.145,-0.259
-0.449,-0.175,-0.152,-4.283,-4.521,-2.943,-4.821,-3.329,-3.851,-3.457,-3.339,-1.259,-1.284,-1.366,-0.593,-0.669,-4.444,-0.831,-0.325
-0.747,-0.24,-0.151,-3.496,-1.647,-2.032,-4.072,-3.385,-3.599,-4.002,-2.137,-1.618,-1.299,-0.597,-0.455,-0.296,-4.819,-0.262,-0.65
-0.8,-0.313,-0.138,-4.092,-1.988,-2.945,-4.185,-2.816,-2.811,-3.148,-1.957,-1.74,-1.479,-0.868,-0.567,-0.457,-4.317,-0.401,-0.603
-0.956,-0.305,-0.094,-3.033,-4.003,-2.777,-4.528,-3.995,-3.593,-1.994,-1.196,-1.634,-1.071,-0.779,-0.784,-1.904,-3.732,-0.654,-0.553
-1.778,-0.297,-0.071,-3.296,-2.694,-2.394,-2.721,-4.103,-1.859,-4.001,-1.547,-1.375,-1.465,-0.94,-0.952,-4.06,-4.305,-1.028,-0.807
-1.6,-0.214,-0.032,-4.082,-3.319,-3.78,-3.645,-3.82,-1.565,-4.066,-1.624,-0.676,-1.817,-1.557,-1.766,-3.522,-4.43,-0.682,-0.696
-1.626,-0.225,-0.053,-2.737,-4.304,-2.919,-3.588,-3.66,-3.338,-3.295,-3.05,-0.845,-1.176,-1.693,-3.647,-3.944,-4.613,-0.358,-0.703
-1.587,-0.214,-0.104,-2.059,-2.63,-2.433,-4.235,-4.011,-3.989,-4.102,-1.968,-1.048,-1.292,-1.185,-4.241,-3.999,-2.503,-1.151,-1.488
-1.935,-0.375,-0.117,-1.926,-2.417,-2.233,-4.234,-4.368,-3.468,-3.766,-1.9,-1.081,-1.495,-1.352,-2.418,-0.455,-0.452,-0.679,-1.187
-1.991,-0.36,-0.261,-2.172,-1.763,-1.691,-3.714,-2.499,-2.785,-4.596,-1.312,-1.402,-2.93,-1.782,-3.502,-0.183,-1.467,-0.598,-0.833
-1.688,-0.2,-0.282,-3.074,-3.784,-3.046,-4.45,-0.241,-3.702,-4.475,-1.064,-0.686,-3.491,-3.343,-4.377,-0.199,-0.935,-2.075,-1.448
-1.85,-0.263,-0.243,-2.911,-4.214,-2.893,-2.459,-0.099,-1.982,-3.912,-1.154,-0.62,-1.824,-2.528,-4.692,-0.241,-0.843,-1.477,-1.019
-3.256,-0.267,-0.268,-2.234,-4.417,-2.33,-0.233,-0.278,-1.68,-4.397,-1.706,-0.494,-2.19,-3.16,-4.241,-0.189,-2.994,-1.779,-0.588
-2.768,-0.275,-0.427,-1.36,-2.065,-1.438,-0.041,-0.959,-3.046,-4.227,-1.015,-0.529,-2.006,-3.98,-3.769,-0.169,-3.46,-1.394,-0.845
-1.681,-0.398,-0.49,-0.677,-0.681,-0.672,-0.053,-1.083,-2.644,-4.081,-0.218,-0.601,-1.27,-2.841,-1.337,-0.176,-2.944,-0.979,-3.007
-2.654,-0.427,-0.421,-0.858,-0.898,-0.869,-1.865,-2.351,-2.11,-3.882,-1.163,-1.448,-1.066,-1.17,-0.729,-0.092,-1.632,-1.001,-3.091
-2.236,-0.555,-0.355,-0.886,-1.261,-0.904,-1.381,-1.438,-1.712,-3.688,-1.342,-1.87,-1.663,-2.722,-1.563,-0.073,-0.305,-0.683,-0.737
-1.744,-0.665,-0.282,-1.061,-3.091,-1.566,-2.254,-1.386,-1.393,-3.432,-0.92,-1.535,-1.362,-1.891,-1.493,-0.251,-0.161,-0.967,-0.588
-1.49,-0.665,-0.352,-0.517,-0.842,-0.494,-3.466,-0.955,-1.072,-3.121,-0.357,-1.0,-0.963,-2.744,-0.716,-0.2,-0.085,-0.357,-0.358
-0.985,-0.496,-0.474,-0.337,-0.271,-0.35,-2.777,-0.197,-0.791,-2.754,-0.165,-0.627,-0.513,-1.376,-0.366,-0.22,-0.068,-0.244,-0.432
-0.494,-0.346,-0.365,-0.181,-0.163,-0.172,-1.645,-0.092,-0.536,-1.792,-0.036,-0.257,-0.235,-0.15,-0.728,-0.082,-0.051,-0.299,-1.81
-0.233,-0.167,-0.232,-0.189,-0.174,-0.173,-0.216,-0.054,-0.214,-0.356,-0.005,-0.137,-0.094,-0.083,-0.116,-0.018,-0.029,-0.217,-1.316
-0.051,-0.051,-0.068,-0.085,-0.113,-0.078,-0.018,-0.022,-0.038,-0.079,0.0,-0.05,-0.029,-0.021,-0.02,-0.011,0.0,-0.046,-0.267
-0.004,-0.001,0.0,-0.007,-0.016,-0.006,0.0,0.0,-0.003,-0.019,0.0,-0.012,-0.001,0.0,0.0,0.0,0.0,-0.004,-0.046
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
