-3.408,-3.5699,-3.3931,-3.255,-3.6474,-3.6249,-2.7295,-3.4289,-3.5084,-3.7611,-3.8232,-3.4188,-3.6301,-3.4665,-3.4097,-3.3237,-3.4217,-3.813,-3.8417,-3.364,-3.1238,-2.0118,-3.08,-3.2077,-3.5409,-3.7164,-3.7048,-3.2059,-3.2571,-3.494,-2.9509,-3.612,-3.906,-3.773,-3.833,-2.7859,-3.362,-3.748,-2.4151,-2.3744
-3.3115,-3.4633,-3.3697,-3.1424,-3.6683,-3.5606,-2.9031,-3.1922,-3.3136,-3.6441,-3.7071,-3.2303,-3.5299,-3.347,-3.3055,-3.3936,-3.3355,-3.8052,-3.7305,-3.1775,-3.1892,-1.994,-2.8549,-2.9123,-3.4006,-3.5748,-3.5625,-3.2145,-3.5279,-3.5941,-3.1046,-3.3214,-3.7956,-3.6736,-3.7294,-2.5969,-3.5399,-3.5339,-2.3054,-2.3179
-3.4293,-3.4165,-2.985,-3.1397,-3.1089,-3.596,-3.0287,-3.4016,-3.4989,-3.4434,-3.5044,-3.0834,-3.4284,-3.2157,-3.2044,-3.399,-3.1786,-3.6521,-3.6031,-2.9928,-3.2505,-1.8733,-2.8576,-2.7187,-3.2893,-3.4446,-3.4301,-3.2749,-3.6937,-3.4203,-2.8423,-3.1507,-3.6475,-3.5272,-3.5657,-2.6635,-3.4367,-3.3546,-2.2226,-2.3764
-3.332,-3.4513,-2.9391,-3.051,-3.2378,-3.5369,-3.0811,-3.6839,-3.7562,-3.2772,-3.3342,-2.9316,-3.3017,-3.098,-3.0514,-3.2892,-3.0571,-3.659,-3.4652,-2.8255,-3.0912,-1.6748,-2.7695,-2.5324,-3.1626,-3.3362,-3.3216,-3.2526,-3.7601,-3.4107,-2.8856,-2.9008,-3.519,-3.3452,-3.3914,-2.4998,-3.3363,-3.2056,-2.2367,-2.3251
-3.1195,-3.4295,-3.1988,-3.2434,-3.4607,-3.4812,-2.9033,-3.6914,-3.7714,-3.1325,-3.1864,-2.8102,-3.1857,-2.922,-2.9074,-3.2569,-2.9539,-3.5551,-3.3185,-2.6985,-3.3642,-1.5916,-2.6057,-2.3928,-3.0072,-3.1963,-3.1789,-3.367,-3.68,-3.1921,-2.7221,-2.81,-3.3724,-3.2084,-3.261,-2.2612,-3.2803,-3.035,-2.2974,-2.2586
-3.0053,-3.2763,-2.9531,-3.0945,-3.0679,-3.4581,-3.3587,-3.4903,-3.5515,-3.0211,-3.0765,-2.7003,-3.0746,-2.7985,-2.7733,-3.3083,-2.8106,-3.5923,-3.1649,-2.5845,-2.9908,-1.5266,-2.403,-2.2108,-2.8343,-3.029,-3.0138,-3.3123,-3.7465,-3.0917,-2.5475,-2.7798,-3.2346,-3.009,-3.0485,-2.0132,-2.993,-2.8835,-2.2351,-2.2836
-3.0958,-3.0952,-2.7079,-2.6287,-2.8188,-3.4222,-3.1019,-3.3498,-3.3809,-2.854,-2.9076,-2.5335,-2.9322,-2.6609,-2.6376,-3.2459,-2.6718,-3.6297,-2.9888,-2.4161,-2.818,-1.4454,-2.2719,-2.0812,-2.662,-2.8653,-2.8492,-3.3702,-3.6697,-3.0053,-2.5309,-2.6936,-3.0723,-2.849,-2.9045,-1.6064,-2.7893,-2.6966,-2.1936,-2.2638
-3.2974,-2.9702,-2.6813,-2.7872,-2.7368,-3.3976,-3.1759,-3.2835,-3.3562,-2.5988,-2.6478,-2.3355,-2.7707,-2.5677,-2.4765,-3.1149,-2.5009,-3.5363,-2.8089,-2.2264,-2.6604,-1.3194,-2.108,-1.7674,-2.4757,-2.6921,-2.6787,-3.2574,-3.6242,-2.8703,-2.5811,-2.7427,-2.9358,-2.6998,-2.7529,-1.4923,-2.4926,-2.5518,-1.8354,-2.1885
-3.2631,-2.8196,-2.573,-2.4012,-2.5784,-3.3203,-3.2484,-3.2716,-3.3527,-2.4006,-2.4459,-2.167,-2.6224,-2.4102,-2.3116,-2.9991,-2.3628,-3.4045,-2.6148,-2.0694,-2.5665,-1.1616,-1.8504,-1.5745,-2.2935,-2.5065,-2.488,-3.1766,-3.5063,-2.8464,-2.5368,-2.7479,-2.7398,-2.5512,-2.5922,-1.5816,-2.2984,-2.3603,-1.6002,-2.1866
-3.1213,-2.7174,-2.378,-2.5398,-2.5181,-3.2949,-3.2091,-3.3168,-3.3726,-2.2214,-2.2643,-2.0671,-2.4687,-2.2231,-2.1316,-2.874,-2.2151,-3.3411,-2.4164,-1.913,-2.7532,-1.1672,-1.6632,-1.3936,-2.1126,-2.3168,-2.2984,-3.1342,-3.3546,-2.5585,-2.3875,-2.7382,-2.5729,-2.3632,-2.4062,-1.3548,-2.2337,-2.1927,-1.6479,-2.1679
