-1.1066,-1.7333,-0.95426,-0.96147,-1.0686,-0.88101,-1.5258,-0.80526,-0.78778,-0.94659,-0.87138,-1.7558,-1.1698,-1.7551,-1.0528,-3.2989,-1.8057,-0.36991,-1.0792,-1.144,-1.1538,-0.33115,-0.66775,-0.27635,-0.43002,-2.3615,-2.5331,-1.5312
-1.2889,-1.7493,-0.80197,-1.0961,-0.97393,-0.94584,-1.3215,-0.82349,-0.82024,-0.90492,-0.88174,-1.6788,-1.9423,-1.5324,-1.0283,-2.9211,-1.7941,-0.46715,-0.87213,-0.86876,-0.86368,-0.73829,-0.45998,-0.23383,-0.35997,-2.4511,-2.5923,-1.3238
-1.1333,-1.8135,-0.77632,-0.96228,-1.0142,-0.98169,-1.4899,-0.77762,-0.79401,-0.87168,-0.81887,-1.5904,-1.9456,-1.1548,-0.99552,-2.9936,-1.5937,-0.36181,-0.68461,-0.54963,-0.54971,-0.7506,-0.55982,-0.25575,-0.26699,-2.347,-2.4949,-1.2378
-1.1555,-1.9398,-0.49351,-0.81594,-0.72684,-1.0925,-1.5545,-0.91092,-0.86802,-0.80166,-0.60646,-1.6869,-1.3115,-0.88097,-1.0497,-2.6972,-1.7472,-0.34133,-0.38739,-0.54715,-0.54372,-0.70821,-0.63003,-0.21662,-0.57525,-2.2832,-2.3257,-1.2072
-1.003,-1.7897,-0.51337,-0.53036,-0.58093,-1.2386,-1.2345,-1.0909,-1.1135,-0.75965,-0.42669,-1.4902,-1.1829,-0.82607,-0.93107,-2.642,-1.9369,-0.33536,-0.15231,-0.4828,-0.47652,-0.45632,-0.5785,-0.1395,-0.44518,-1.9697,-2.0972,-0.86252
-0.80976,-1.7121,-0.39456,-0.42195,-0.4393,-1.1897,-1.0651,-1.1838,-1.1884,-0.77703,-0.42563,-1.1594,-1.6292,-0.60949,-0.99471,-2.6214,-1.4195,-0.028045,-0.11859,-0.31579,-0.31506,-0.084494,-0.67614,0.032687,-0.43604,-1.8521,-2.071,-0.90684
-0.884,-1.4706,-0.23357,-0.13504,-0.12139,-1.292,-1.0157,-1.2721,-1.311,-0.81789,-0.34697,-1.0675,-1.6402,-0.52066,-0.84517,-2.5978,-1.4027,0.022135,-0.31075,-0.34667,-0.34028,-0.23091,-0.55853,0.074012,-0.46364,-1.8904,-2.0917,-0.85379
-0.75839,-1.1888,-0.030754,0.04997,0.13268,-1.5483,-1.4367,-1.0183,-1.0349,-0.75485,-0.28853,-0.93995,-1.3973,-0.54527,-0.80598,-2.295,-1.0539,0.02111,-0.39722,-0.37495,-0.37954,-0.32393,-0.30571,-0.010057,-0.17171,-1.5531,-1.6363,-0.63678
-0.70704,-0.87232,0.10023,0.19755,0.26796,-1.5332,-1.3158,-0.72243,-0.76847,-0.71253,-0.1768,-0.9556,-1.0614,-0.6809,-0.83703,-2.2221,-1.0981,-0.20096,-0.30192,-0.39121,-0.38445,-0.38117,-0.22246,-0.022117,-0.19716,-1.1728,-1.2936,-0.49567
-0.67421,-0.59098,0.19939,0.13709,0.1352,-1.3358,-1.0289,-0.7758,-0.84431,-0.66293,-0.23904,-0.79579,-0.8968,-0.61584,-0.60212,-1.9765,-0.86457,-0.19215,-0.25541,-0.028634,-0.017749,-0.22784,-0.10688,0.043171,-0.3375,-1.1828,-1.2924,-0.35674
