-0.91337,-0.70893,-0.58772,-0.72669,-1.4054,-0.93529,-0.29713,-0.42274,-0.54158,-0.80274,-0.18907,-0.64847,-1.0864,-0.36816,-0.25283,-0.79786,-1.0909,-1.1457,-0.34235,-0.8026,-0.36611
-1.0232,-0.45219,-0.22214,-0.48864,-1.3913,-0.87476,-0.11236,-0.42484,-0.47706,-0.60408,-0.092188,-0.43595,-0.82166,-0.42537,-0.11205,-0.58223,-1.4783,-1.1487,-0.10201,-0.68161,-0.18141
-0.78101,-0.28104,-0.53544,-0.31756,-1.2903,-0.76195,-0.20793,-0.2189,-0.43881,-0.62645,0.12536,-0.41656,-0.58819,-0.3218,-0.017576,-0.49566,-1.7171,-1.0342,-0.067378,-0.62764,-0.15641
-0.62364,-0.19435,-0.63615,-0.4166,-1.3361,-0.72549,0.027059,-0.19984,-0.36409,-0.63204,0.31522,-0.53606,-0.32994,-0.0686,-0.027016,-0.56679,-1.5117,-0.86249,0.077272,-0.4922,-0.29134
-0.66461,-0.33574,-0.32985,-0.3817,-1.2638,-0.67257,0.084413,-0.033462,-0.31748,-0.48966,0.49045,-0.23897,-0.21576,-0.024606,-0.075965,-0.43195,-1.292,-0.9261,0.31211,-0.44742,-0.2522
-0.59078,-0.20445,-0.26103,-0.41511,-1.1995,-0.53873,0.30246,0.10516,-0.1602,-0.29043,0.50736,0.017878,-0.041298,-0.079586,-0.020103,-0.22247,-1.4034,-0.83372,0.21628,-0.36853,-0.16571
-0.44004,0.031782,-0.45898,-0.17711,-1.1357,-0.32937,0.40802,0.17738,0.086523,-0.21818,0.56363,-0.16674,0.12428,-0.052713,-0.007183,-0.32446,-1.3262,-0.85963,0.35247,-0.33856,-0.28703
-0.45429,0.0055843,-0.56416,-0.13252,-1.1239,-0.46893,0.52494,0.42235,0.15824,-0.24618,0.59232,0.10652,0.25283,0.03573,-0.051099,-0.38624,-1.5177,-0.66318,0.50441,-0.35749,-0.28507
-0.3726,-0.073976,-0.35855,-0.19069,-1.2311,-0.3146,0.53411,0.24314,0.18649,-0.21558,0.64253,0.32679,0.33184,0.073361,-0.087089,-0.28895,-1.4528,-0.46697,0.59964,-0.47382,-0.15206
-0.20495,0.099982,-0.27315,-0.17639,-1.0928,-0.25453,0.57283,0.38077,0.26874,-0.017628,0.51657,0.35677,0.42147,0.09933,-0.20554,-0.38463,-1.1121,-0.42906,0.584,-0.35588,-0.14501
