-0.36622,-0.40561,-0.18941,-1.6321,-1.4084,-2.9061,-2.9514,-2.2361,-2.2538,-1.6998,-0.78073,-1.9863,-1.8543,-1.6899,-0.70375,-0.34043,-0.51045,-0.74398,-0.26125,-0.061458,-0.14282,-1.5834,-0.94014,-1.5494,-1.5717,-2.1494,-1.0534,-1.5028,-0.94588,-1.5765,-1.2474
-0.23409,-0.3395,0.042362,-1.5454,-1.3032,-2.8867,-2.9599,-2.0456,-2.0524,-1.5428,-0.6719,-1.831,-1.7906,-1.6233,-0.51449,-0.29877,-0.60329,-0.90334,-0.17056,-0.092678,-0.13707,-1.3822,-0.77227,-1.2125,-1.645,-1.6928,-1.0066,-1.5023,-0.80696,-1.2815,-0.81276
-0.042961,-0.2612,0.18005,-1.5007,-1.2305,-2.6803,-2.7232,-2.0148,-2.0352,-1.4117,-0.64883,-1.7357,-1.7078,-1.526,-0.54075,-0.23278,-0.50521,-1.0039,-0.15379,0.015887,-0.084851,-1.3347,-0.61606,-0.95599,-1.419,-1.2544,-1.0943,-1.6759,-0.50961,-1.3225,-1.0971
0.06013,-0.17763,0.26295,-1.3841,-1.0673,-2.5658,-2.5926,-1.8625,-1.8775,-1.3371,-0.50928,-1.5226,-1.4732,-1.3611,-0.61604,-0.19974,-0.45493,-1.0744,-0.13296,0.061639,0.022655,-1.3805,-0.41789,-0.90706,-1.1354,-1.1902,-0.86003,-1.6005,-0.39294,-1.1035,-1.1108
0.18512,-0.18185,0.44159,-1.0521,-0.96668,-2.3335,-2.3525,-1.6795,-1.704,-1.2241,-0.41802,-1.4605,-1.2413,-1.2767,-0.36747,-0.14441,-0.4892,-0.98836,-0.16801,0.14807,0.22015,-1.309,-0.28871,-0.80568,-0.87927,-1.3946,-0.67136,-1.2707,-0.22663,-1.0713,-0.94352
0.41716,-0.10682,0.45602,-0.69663,-0.81367,-2.169,-2.2004,-1.4916,-1.5106,-1.0186,-0.36131,-1.2986,-1.1277,-1.1509,-0.24025,0.035858,-0.39327,-0.8307,-0.066453,0.25859,0.28002,-1.1946,-0.12031,-0.71326,-0.69163,-1.5177,-0.52725,-1.0431,-0.12678,-0.93652,-0.97789
0.53674,0.011854,0.52296,-0.5933,-0.69406,-1.8943,-1.9105,-1.244,-1.2541,-0.79352,-0.3437,-0.99199,-0.87153,-0.84931,-0.29163,0.036451,-0.29353,-0.77348,0.00080822,0.33433,0.31485,-1.0307,0.042892,-0.478,-0.57135,-1.3058,-0.31406,-0.87299,0.0688,-0.97547,-0.86822
0.66899,0.16728,0.59752,-0.4661,-0.43361,-1.6346,-1.6434,-1.0953,-1.1132,-0.61651,-0.27748,-0.81562,-0.70789,-0.7795,-0.23774,0.12645,-0.10224,-0.60609,0.06836,0.36293,0.34275,-0.77233,0.051203,-0.22688,-0.31932,-1.0413,-0.27144,-0.68798,0.20335,-0.81551,-0.56139
0.77983,0.22086,0.57113,-0.26319,-0.3051,-1.4553,-1.4738,-0.99488,-1.0089,-0.568,-0.13754,-0.74348,-0.57905,-0.67363,0.0072223,0.15499,0.041293,-0.61019,0.11657,0.44088,0.36445,-0.49834,0.11532,-0.077699,-0.11196,-0.67978,-0.15817,-0.76925,0.28711,-0.56854,-0.45998
0.75004,0.25785,0.51697,-0.15305,-0.17802,-1.3043,-1.3365,-0.75425,-0.75856,-0.4637,0.019815,-0.50474,-0.45841,-0.47933,0.0086665,0.19566,0.072921,-0.53471,0.07535,0.52385,0.432,-0.31725,0.26359,-0.016423,-0.043047,-0.39378,0.0023019,-0.793,0.30495,-0.50665,-0.33012
