0.10524,-0.024812,0.033945,-0.037797,-0.067042,-0.054575,-0.04433,-0.13905,-0.052687,0.043134,-0.081687,-0.18914,-0.085929,-0.19801,-0.25065,-0.086425,-0.39718,-0.09721,-0.279,-0.21035,0.015124,0.0082208,-0.22084,-0.30828,-0.39107,-0.35413,-0.44495,0.010571,-0.026659,-0.090519,-0.33544,-0.048138,-0.061168,-0.11538,0.12725
0.163,0.076066,-0.020833,-0.32082,-0.48894,-0.29167,-0.27722,-0.38882,-0.058478,-0.11344,-0.16023,-0.45852,-0.18121,-0.44359,-0.52771,-0.20033,-0.94904,-0.28338,-0.46061,-0.17745,-0.024771,-0.027098,-0.62716,-0.55773,-0.88406,-0.71322,-0.71021,-0.01885,0.03379,0.028931,-0.52067,-0.10286,-0.15145,-0.21689,0.11011
-0.2193,-0.12368,-0.30955,-0.8582,-0.7632,-0.6939,-0.67209,-0.66278,0.015711,-0.26272,-0.28414,-0.81466,-0.30626,-0.71414,-0.64626,-0.33099,-1.4341,-0.45829,-0.4395,-0.20097,-0.19726,-0.20236,-0.78981,-0.49711,-1.067,-1.0306,-0.59335,0.041347,-0.13189,-0.1562,-0.66214,-0.20178,-0.28039,-0.32736,-0.02285
-0.63737,-0.22292,-0.63627,-1.2863,-1.1358,-0.85915,-0.84291,-0.6491,-0.091585,-0.13775,-0.41403,-1.2558,-0.44164,-1.2075,-0.83852,-0.4896,-1.783,-0.48998,-0.41185,-0.51796,-0.3491,-0.35491,-0.82047,-1.0006,-1.3311,-1.0886,-1.2525,-0.051916,-0.40786,-0.38912,-0.79433,-0.35277,-0.48854,-0.43225,-0.21644
-1.0494,-0.41958,-0.69362,-1.307,-1.0402,-0.78525,-0.76134,-0.58252,-0.18566,-0.078468,-0.5866,-1.667,-0.60841,-1.5976,-1.0765,-0.68724,-2.0471,-0.74903,-0.6346,-0.79073,-0.44046,-0.43566,-1.3222,-1.7045,-1.5878,-1.3426,-0.75484,-0.052707,-0.23475,-0.2458,-0.80755,-0.51555,-0.75632,-0.56526,-0.57076
-1.5061,-0.54749,-1.2448,-1.2612,-1.0665,-0.73774,-0.71066,-0.60332,-0.31755,0.0090683,-0.80811,-1.9474,-0.79736,-1.8315,-1.2859,-0.89573,-2.2245,-0.93529,-0.88263,-0.53017,-0.43967,-0.44033,-1.4497,-1.8236,-1.5427,-1.6384,-1.162,-0.059603,-0.46905,-0.54725,-0.95172,-0.71392,-1.0056,-0.72608,-1.299
-1.122,-0.61036,-1.7889,-1.3712,-1.1551,-0.66311,-0.63171,-0.92586,-0.4009,0.1323,-1.0518,-2.1461,-0.99269,-2.1627,-1.5052,-1.0949,-2.3623,-0.9664,-0.87665,-0.7936,-0.56476,-0.57028,-1.6552,-2.0825,-1.7088,-1.9916,-1.5362,-0.31474,-0.69173,-0.73718,-1.0096,-0.8628,-1.224,-0.89234,-1.824
-0.91043,-0.7605,-1.8115,-1.5463,-1.3711,-0.891,-0.86399,-0.95547,-0.45691,0.11462,-1.2781,-2.304,-1.1877,-2.2922,-1.6225,-1.3341,-2.5282,-1.2422,-1.031,-1.0765,-0.71268,-0.70806,-2.1258,-2.1157,-2.0145,-2.2202,-1.5698,-0.54764,-0.90032,-1.0024,-0.95164,-1.0524,-1.4214,-1.0568,-2.1068
-1.0707,-0.981,-1.9159,-1.8434,-1.6518,-1.1744,-1.1456,-1.2143,-0.53975,0.23708,-1.4932,-2.4764,-1.3888,-2.6634,-1.8372,-1.5583,-2.6434,-1.3718,-1.1378,-1.306,-0.92704,-0.93014,-2.1485,-2.4477,-2.2028,-2.3776,-1.7167,-0.93005,-1.2053,-1.2838,-0.88846,-1.3196,-1.584,-1.2221,-2.2916
-1.4783,-1.1992,-2.2004,-1.6959,-1.4798,-1.222,-1.2138,-1.2555,-0.75086,0.42836,-1.7072,-2.6297,-1.5777,-2.7862,-1.9903,-1.7696,-2.7246,-1.4761,-1.3154,-1.1359,-1.0092,-1.0108,-2.245,-2.4915,-2.2368,-2.5956,-1.7701,-1.2826,-1.4119,-1.4542,-1.2509,-1.548,-1.7306,-1.3686,-2.4356
