-2.1298,-2.8083,-1.3397,-1.5732,-1.6408,-1.6409,-1.2872,-1.9524,-1.839,-1.8399,-2.7975,-1.9002,-0.5396,-0.1642,-1.9389,-2.9479,-1.0841,-0.067856,-0.032404,-0.71814,-1.1671,-1.1786,-1.1894,-0.45044,-1.6746,-1.8132,-1.8609,0.23234,-2.3827,-2.1387,-1.6036,-2.8854
-1.873,-2.5945,-1.2913,-1.5117,-1.3945,-1.3971,-1.1857,-1.6767,-1.606,-1.6287,-2.5609,-1.7175,-0.62722,0.15602,-1.6872,-2.8282,-0.92173,0.076839,0.094821,-0.66115,-0.90744,-0.91302,-1.1314,-0.23177,-1.4556,-1.5759,-1.6239,0.23189,-2.2243,-1.8379,-1.4379,-2.8465
-1.6115,-2.5757,-1.0976,-1.2807,-1.184,-1.1772,-0.90842,-1.5151,-1.4447,-1.4217,-2.3848,-1.52,-0.62523,0.41668,-1.45,-2.8041,-0.77414,0.15891,0.17866,-0.49213,-0.69041,-0.66683,-1.006,-0.086117,-1.3364,-1.3435,-1.3929,0.19377,-1.9889,-1.5056,-1.2181,-2.865
-1.7327,-2.4201,-1.0672,-1.1489,-1.1271,-1.1211,-0.79714,-1.3377,-1.3172,-1.2006,-2.233,-1.3095,-0.51743,0.66101,-1.2298,-2.6379,-0.63777,0.28117,0.14833,-0.33115,-0.51178,-0.49867,-0.99745,0.24526,-1.2201,-1.1198,-1.172,0.11,-1.758,-1.2506,-1.2609,-2.8157
-1.7483,-2.3317,-1.1947,-1.2217,-0.93206,-0.93238,-0.69476,-1.1722,-1.1713,-1.0207,-2.0544,-1.124,-0.36344,0.93457,-1.0406,-2.493,-0.50278,0.43988,0.284,-0.17731,-0.2871,-0.29135,-1.1892,0.39145,-1.0381,-0.91336,-0.96666,-0.067878,-1.5409,-1.0147,-1.1681,-2.7587
-1.7001,-1.9961,-1.1123,-1.0885,-0.74437,-0.73658,-0.51269,-1.0478,-0.99873,-0.85401,-1.8839,-0.93863,-0.25146,1.2333,-0.87496,-2.3736,-0.39192,0.60623,0.3729,-0.037535,-0.11407,-0.11813,-1.0599,0.44048,-0.74604,-0.72212,-0.77551,-0.049317,-1.337,-0.85208,-0.99869,-2.6658
-1.6393,-1.8501,-1.0815,-1.1426,-0.60231,-0.59696,-0.21958,-0.91353,-0.81028,-0.6903,-1.6948,-0.77799,-0.12691,1.4618,-0.71252,-2.1548,-0.29055,0.68054,0.49116,0.14059,0.10434,0.092126,-1.0222,0.44523,-0.74456,-0.54811,-0.60134,0.053321,-1.135,-0.7491,-0.89434,-2.5299
-1.3074,-1.6319,-1.1277,-1.2021,-0.33139,-0.32545,-0.10371,-0.7881,-0.65067,-0.54503,-1.4373,-0.61733,0.0046919,1.6286,-0.57152,-1.8975,-0.20714,0.79339,0.59789,0.31769,0.27056,0.26453,-0.92586,0.69097,-0.488,-0.39295,-0.44639,0.21681,-0.93916,-0.70954,-0.66534,-2.4272
-0.97597,-1.4309,-0.81579,-0.83692,-0.20451,-0.18845,0.034993,-0.70044,-0.51819,-0.45382,-0.92731,-0.50859,0.25815,1.7586,-0.463,-1.6506,-0.13011,0.89289,0.63882,0.42423,0.38931,0.37893,-0.81907,0.95333,-0.3781,-0.26742,-0.31976,0.324,-0.78782,-0.66204,-0.61177,-2.3095
-0.60524,-1.4219,-0.73873,-0.87531,-0.068767,-0.058116,0.01366,-0.58845,-0.41625,-0.34267,-0.71256,-0.402,0.5878,1.8844,-0.35589,-1.3735,-0.062958,0.9399,0.6953,0.53114,0.45773,0.45038,-0.66284,1.1239,-0.19688,-0.16889,-0.21788,0.4468,-0.63098,-0.63404,-0.58753,-2.1153
