-0.059994,-0.28133,-0.27609,-0.183,-0.43009,-0.24049,-0.17153,-0.17167,0.049059,-0.085107,-0.13753,-0.22974,-0.17407,-0.11888,-0.074162,-0.13099,-0.13621,-0.13952,-0.13967,-0.066712,-0.066362,-0.15356,-0.18457,-0.05883
-0.18029,-0.33534,-0.54575,-0.26529,-0.63526,-0.29421,-0.15098,-0.14653,0.085087,-0.13813,-0.16374,-0.02834,-0.15699,-0.21757,-0.086227,-0.15831,-0.055892,-0.059911,-0.077669,-0.097252,-0.10983,-0.052754,0.03056,-0.092381
-0.37752,-0.52652,-0.62844,-0.4931,-0.73038,-0.67011,-0.12802,-0.125,-0.079848,-0.26792,-0.26081,0.17396,0.020607,-0.11802,-0.11746,-0.47138,0.022468,0.018933,0.057661,-0.046642,-0.094445,-0.25669,0.11471,0.033949
-0.49861,-0.49241,-0.4617,-0.46529,-0.59437,-0.65545,-0.28041,-0.27161,-0.15568,-0.31367,-0.31871,0.041303,-0.17073,-0.13019,-0.14264,-0.35398,-0.18677,-0.19146,0.048701,-0.095885,-0.081753,-0.40808,-0.021292,0.12998
-0.52654,-0.597,-0.43355,-0.42842,-0.54289,-0.30044,-0.31716,-0.31054,-0.13011,-0.3515,-0.33337,-0.25436,-0.23166,-0.26027,-0.19785,-0.20063,-0.30191,-0.30687,-0.087815,-0.31224,-0.080308,-0.43788,-0.03969,0.33562
-0.6014,-0.47256,-0.57587,-0.57149,-0.62952,-0.22634,-0.22711,-0.22152,-0.19911,-0.32638,-0.32558,-0.68063,-0.1121,-0.1661,-0.22256,-0.039896,-0.39261,-0.39514,-0.18478,-0.15922,-0.04003,-0.27134,-0.13062,0.36604
-0.64634,-0.3169,-0.81874,-0.70152,-0.83468,-0.10839,-0.29377,-0.28359,-0.098459,-0.3092,-0.28442,-0.36856,-0.11777,-0.087353,-0.23066,-0.48559,-0.5123,-0.50696,-0.24349,-0.1475,-0.09676,-0.45779,0.030184,0.23266
-0.55987,-0.19877,-0.92612,-0.7392,-0.92684,-0.1767,-0.33655,-0.32936,-0.12398,-0.41865,-0.36122,-0.83043,-0.43745,-0.17097,-0.26012,-0.79345,-0.60989,-0.61177,-0.32346,-0.3825,-0.098292,-0.60792,-0.089189,0.1991
-0.43105,-0.046694,-0.76302,-0.69844,-0.82104,-0.22196,-0.3419,-0.33475,-0.10776,-0.31007,-0.4583,-1.0666,-0.43016,-0.28541,-0.274,-1.0034,-0.7989,-0.78834,-0.24786,-0.60372,-0.15601,-0.42413,-0.15431,-0.35828
-0.39038,0.027636,-1.0336,-0.78723,-1.1392,-0.40088,-0.40229,-0.39008,-0.12415,-0.46742,-0.44266,-0.93962,-0.40512,-0.29189,-0.28146,-0.74314,-1.0028,-0.98055,-0.32743,-0.63565,-0.20878,-0.36278,0.00076793,-0.3266
