-0.07942,-0.38355,-0.20902,0.03294,-0.05417,0.082146,-0.36394,-0.26336,-0.064001,-0.18314,-0.14465,-0.24787,-0.12551,-1.4261,0.15553,-0.50396,-0.31102,-0.39207,0.1572,-0.38056,-0.27262,-0.27382,-0.22898,-0.18452,-0.22662,-0.1588,-0.17317,-0.073715,-0.42741,-0.1323,-0.099535
-0.19237,-0.67524,-0.48202,-0.42743,-0.4045,0.071177,-0.17927,-0.44414,-0.092575,-0.31232,-0.17394,-0.24997,-0.16627,-1.6683,-0.10107,-0.21267,-0.33957,-0.22931,-0.026201,-0.68118,-0.44517,-0.44974,-0.24804,-0.28796,-0.30869,-0.23181,-0.2271,-0.29428,-0.52469,-0.23685,-0.31822
-0.29274,-0.76756,-0.48187,-0.7717,-0.72537,-0.1076,0.16646,-0.41391,-0.24118,-0.36163,-0.35922,-0.2205,-0.15765,-1.789,-0.41764,-0.41529,-0.29312,-0.25949,-0.011483,-1.2589,-0.98672,-1.0071,-0.29387,-0.35355,-0.59024,-0.30324,-0.30857,-0.50841,-0.44789,-0.10743,-0.31517
-0.041216,-0.57387,-0.57012,-0.4412,-0.74418,-0.37603,-0.11543,-0.45288,-0.46127,-0.23351,-0.39915,-0.21415,-0.35605,-1.3907,-0.69764,-0.58926,-0.38485,-0.45674,-0.1247,-1.3076,-1.1692,-1.1713,-0.4225,-0.53127,-0.33314,-0.43635,-0.47397,-0.55176,-0.40465,-0.046175,-0.46205
-0.13466,-0.77887,-0.95666,-0.79472,-1.1001,-0.54478,-0.32869,-0.30611,-0.57585,-0.3078,-0.36501,-0.20886,-0.24448,-1.3088,-0.97297,-0.50019,-0.86982,-0.34155,-0.2073,-1.3594,-1.1285,-1.1371,-0.25521,-0.62324,-0.57575,-0.80829,-0.78728,-0.64526,-0.49721,-0.13287,-0.23351
-0.070355,-0.68601,-1.0296,-0.95938,-1.038,-0.54189,-0.14103,-0.5244,-0.56835,-0.33479,-0.46222,-0.12431,-0.17837,-1.5574,-0.65182,-0.30214,-0.69135,-0.35658,-0.3532,-1.161,-1.1309,-1.1405,-0.26951,-0.55723,-0.80281,-0.87832,-0.86068,-0.96191,-0.38907,-0.21983,-0.12431
-0.21579,-0.77978,-0.98819,-1.0388,-0.90878,-0.51941,-0.18717,-0.73949,-0.68779,-0.61646,-0.90993,-0.37742,-0.61248,-2.0332,-0.87745,-0.431,-0.45339,-0.34263,-0.77394,-1.2814,-1.144,-1.1635,-0.33642,-0.63436,-0.85587,-0.92067,-0.91765,-0.96397,-0.32638,-0.1366,-0.26835
-0.6014,-0.82321,-0.99528,-1.2081,-1.0801,-0.45419,-0.52333,-0.94542,-0.67155,-0.62551,-0.81475,-0.81384,-0.66093,-1.7842,-0.72838,-0.5644,-0.47043,-0.24567,-0.76398,-1.6844,-1.2418,-1.2546,-0.3734,-0.55667,-1.1167,-1.1001,-1.064,-0.83691,-0.22821,-0.26684,-0.47052
-0.82673,-0.99897,-1.1357,-1.3377,-1.0999,-0.57845,-0.99711,-0.99403,-0.90487,-0.98663,-1.1226,-1.0678,-0.79008,-2.0995,-0.70108,-0.50382,-0.38499,-0.4058,-0.81024,-1.8088,-1.4895,-1.4916,-0.42905,-0.62458,-1.1171,-1.4493,-1.2854,-0.91665,-0.70659,-0.0074823,-0.3914
-1.1629,-1.4183,-0.94001,-1.1144,-1.0323,-0.37383,-0.98576,-1.039,-0.93723,-1.047,-1.3668,-1.011,-0.97359,-1.6712,-0.9839,-0.22175,-0.76446,-0.5906,-0.59589,-1.586,-1.6703,-1.6684,-0.52515,-0.66079,-1.276,-1.4864,-1.4538,-1.0504,-0.60186,-0.079343,-0.27198
