-0.070067,0.17845,-0.11079,0.13674,-0.12711,-0.09152,-0.057752,-0.056594,-0.07899,-0.11801,-0.0033577,-0.051217,-0.13475
-0.27507,0.21593,-0.31024,0.17374,-0.33645,-0.098005,-0.18137,-0.18844,-0.26097,-0.085645,-0.20659,-0.21373,-0.44685
-0.25078,-0.42876,-0.28288,0.061584,-0.45536,-0.33614,-0.2717,-0.27538,-0.48481,-0.18659,-0.34799,-0.35193,-0.69294
-0.27146,-0.64015,-0.29399,0.088968,-0.66667,-0.49691,-0.43557,-0.4386,-0.34895,-0.22825,-0.37997,-0.40867,-0.98126
-0.37268,-0.62197,-0.41026,0.030465,-0.76735,-0.62437,-0.54816,-0.54898,-0.47348,-0.31536,-0.46143,-0.51265,-1.3255
-0.48064,-0.58665,-0.71851,0.20098,-0.89101,-0.72136,-0.79176,-0.79006,-1.181,-0.40736,-0.48148,-0.49462,-1.5179
-0.58994,-0.96749,-0.41308,-0.011037,-1.0544,-0.70865,-0.88601,-0.88355,-1.6107,-0.51771,-0.77879,-0.83556,-1.6086
-0.73336,-1.2838,-0.51333,-0.059586,-1.3365,-0.79609,-1.1162,-1.1151,-1.7719,-0.83361,-0.9266,-0.98282,-1.6168
-0.87121,-1.3063,-0.47603,-0.22497,-1.5114,-1.0869,-1.2749,-1.2756,-1.9717,-1.0108,-1.1761,-1.2516,-1.658
-0.95543,-1.4054,-0.6849,-0.072226,-1.7345,-1.3471,-1.608,-1.6115,-1.9483,-1.3647,-1.5181,-1.5253,-1.6878
