-2.1946,-0.53228,-0.60538,-0.82457,-0.85351,-0.42553,-0.69641,-0.30826,-0.86501,-0.69766,-0.39937,-0.87849,-0.85602,-0.10019,-0.86731,-0.87788,-0.37054,-0.63372,-0.31975,-0.68306,-1.5646,-1.4235,-1.0623,-0.69642
-1.9304,-0.6776,-1.0461,-0.75784,-0.78081,-0.3396,-0.76181,-0.24245,-0.79691,-0.82835,-0.13221,-1.0157,-0.92389,0.19642,-0.30374,-0.3112,-0.40671,-0.96005,-0.3092,-0.61076,-1.4587,-1.5048,-0.89332,-0.76427
-1.6592,-0.71391,-0.62079,-0.4715,-0.72605,-0.25752,-0.65656,-0.29004,-0.86178,-0.44216,0.081971,-1.1067,-0.71241,-0.12517,-0.3712,-0.37549,-0.38728,-0.94598,-0.12273,-0.2988,-1.2296,-1.2809,-0.74619,-0.70345
-1.7555,-0.78585,-0.78973,-0.25258,-0.74938,-0.17043,-0.48876,-0.12397,-0.4665,-0.30169,0.15532,-0.98171,-0.46228,-0.079175,-0.32974,-0.32557,-0.33303,-0.55383,0.062336,-0.26995,-1.1741,-0.84306,-0.66871,-0.68119
-1.9756,-0.71019,-0.65028,0.0030895,-0.80898,-0.13743,-0.43724,-0.12276,-0.15596,-0.23315,0.179,-0.87264,-0.41447,0.13797,-0.19669,-0.20701,-0.28802,-0.52603,0.13628,-0.16044,-1.0433,-0.95863,-0.56899,-0.62732
-2.0407,-0.54967,-0.73431,-0.1941,-0.62841,-0.056298,-0.29133,0.049484,0.19317,-0.17936,0.2212,-0.62726,-0.28857,0.09508,-0.081044,-0.088657,-0.24963,-0.48762,0.23198,0.066355,-0.97115,-0.93866,-0.74289,-0.66651
-1.9727,-0.4407,-0.84637,-0.10659,-0.72944,-0.067581,-0.043435,0.11796,-0.14583,-0.14635,0.32991,-0.25255,-0.094487,0.26993,0.19035,0.17842,-0.20511,-0.31088,0.26947,0.046582,-0.65148,-0.7703,-0.5731,-0.58168
-1.9677,-0.41733,-0.76403,0.094427,-0.76748,-0.057434,-0.18179,0.065713,0.3546,-0.3591,0.28309,0.10431,-0.16134,0.50866,0.30682,0.29654,-0.13264,-0.19985,0.17349,-0.11796,-0.55678,-0.7013,-0.41853,-0.39813
-1.6395,-0.47005,-0.74044,0.18755,-0.5265,-0.021923,-0.10122,0.095679,0.29713,-0.23052,0.30652,0.096819,-0.04862,0.43216,0.099038,0.090384,-0.14615,-0.26009,0.2762,-0.23222,-0.51655,-0.52509,-0.5606,-0.38326
-1.3699,-0.40608,-0.41877,0.1524,-0.47161,0.048642,-0.092803,0.050489,0.6802,-0.3258,0.47158,0.11361,0.014431,0.36091,0.30887,0.31398,-0.099217,-0.3832,0.30332,-0.18686,-0.35048,-0.32699,-0.43089,-0.34618
