100004,100014,100016,100017,100018,100019,100021,100023,100025,100026,100027,100029,100033,100036,100037
-0.04,-0.01,-0.003,0.0,-0.008,-0.013,-0.016,0.0,-0.016,-0.009,-0.009,-0.034,-0.01,-0.169,0.0
-0.445,-0.05,-0.043,-0.013,-0.098,-0.081,-0.097,-0.044,-0.093,-0.068,-0.069,-0.125,-0.058,-0.524,-0.011
-1.014,-0.103,-0.109,-0.063,-0.404,-0.18,-0.808,-0.115,-0.214,-0.158,-0.16,-0.267,-0.128,-0.881,-0.068
-1.672,-0.206,-0.311,-0.149,-1.055,-0.352,-1.465,-0.227,-0.381,-0.292,-0.294,-0.443,-0.233,-1.783,-0.146
-2.106,-0.425,-0.925,-0.307,-1.972,-0.582,-1.927,-0.39,-0.568,-0.471,-0.475,-0.597,-0.388,-2.289,-0.245
-2.669,-0.686,-1.278,-0.486,-2.542,-0.912,-2.25,-0.569,-0.859,-0.683,-0.697,-1.415,-0.585,-2.588,-0.368
-1.246,-0.938,-1.623,-0.663,-2.869,-1.269,-2.552,-0.74,-1.166,-0.912,-0.93,-2.345,-0.801,-2.858,-0.544
0.0,-1.205,-2.106,-0.849,-3.124,-1.601,-2.766,-0.948,-1.44,-1.188,-1.194,-2.594,-1.066,-3.088,-0.74
0.0,-1.473,-2.264,-1.097,-3.381,-1.886,-2.959,-1.181,-1.721,-1.453,-1.457,-2.797,-1.339,-3.265,-0.967
0.0,-1.722,-2.206,-1.271,-3.562,-2.146,-3.111,-1.389,-1.959,-1.707,-1.708,-3.008,-1.61,-3.425,-1.219
0.0,-1.968,-2.81,-1.336,-3.684,-2.401,-3.217,-1.596,-2.19,-1.943,-1.938,-3.18,-1.875,-3.531,-1.468
0.0,-2.201,-2.59,-1.571,-3.753,-2.645,-3.305,-1.806,-2.414,-2.172,-2.167,-3.33,-2.124,-3.593,-1.703
0.0,-2.422,-2.784,-1.748,-3.836,-2.832,-3.393,-1.996,-2.626,-2.411,-2.406,-3.445,-2.357,-3.621,-1.947
-1.819,-2.638,-3.287,-2.16,-3.898,-3.027,-3.459,-2.184,-2.817,-2.579,-2.572,-3.537,-2.573,-3.681,-2.259
-3.767,-2.814,-3.295,-2.318,-3.967,-3.187,-3.538,-2.334,-2.997,-2.811,-2.807,-3.627,-2.774,-3.667,-2.463
-3.823,-3.008,-3.381,-2.421,-3.955,-3.309,-3.608,-2.494,-3.147,-2.987,-2.979,-3.711,-2.97,-3.736,-2.694
-3.836,-3.171,-3.434,-2.583,-3.975,-3.44,-3.631,-2.652,-3.282,-3.148,-3.14,-3.761,-3.131,-3.701,-2.89
-3.871,-3.309,-3.386,-2.727,-3.98,-3.565,-3.659,-2.773,-3.419,-3.278,-3.276,-3.729,-3.261,-3.722,-3.057
-3.947,-3.422,-3.476,-2.838,-3.973,-3.673,-3.766,-2.882,-3.553,-3.375,-3.365,-3.778,-3.384,-3.686,-3.226
-3.963,-3.55,-3.476,-2.933,-4.019,-3.752,-3.81,-2.973,-3.635,-3.512,-3.509,-3.779,-3.503,-3.724,-3.364
-3.955,-3.641,-3.465,-3.012,-4.028,-3.801,-3.885,-3.045,-3.687,-3.568,-3.563,-3.8,-3.584,-3.738,-3.464
-3.954,-3.7,-3.431,-3.087,-4.049,-3.858,-3.9,-3.125,-3.745,-3.629,-3.62,-3.815,-3.685,-3.732,-3.571
-3.92,-3.765,-3.456,-3.155,-4.086,-3.929,-3.907,-3.171,-3.696,-3.663,-3.65,-3.781,-3.742,-3.698,-3.666
-3.926,-3.824,-3.455,-3.204,-4.136,-3.938,-3.871,-3.189,-3.757,-3.666,-3.651,-3.762,-3.794,-3.708,-3.729
-3.836,-3.841,-3.486,-3.23,-4.142,-3.96,-3.924,-3.198,-3.403,-3.729,-3.707,-3.791,-3.82,-3.672,-3.793
-3.895,-3.842,-3.507,-3.239,-4.13,-3.977,-3.943,-3.246,-3.47,-3.567,-3.555,-3.799,-3.837,-3.698,-3.821
-3.916,-3.827,-3.544,-3.273,-4.184,-3.956,-3.942,-3.233,-3.459,-2.669,-2.736,-3.818,-3.829,-3.687,-3.84
-3.875,-3.789,-3.579,-3.276,-4.185,-3.932,-3.934,-3.257,-3.818,-3.372,-3.335,-3.803,-3.832,-3.718,-3.843
-3.894,-3.743,-3.61,-3.251,-4.131,-3.949,-2.095,-3.221,-3.319,-2.683,-2.654,-3.806,-3.837,-3.664,-3.825
-3.928,-3.691,-3.621,-3.21,-4.105,-3.896,-3.904,-3.189,-3.17,-3.612,-3.55,-3.786,-3.8,-3.722,-3.787
-3.9,-3.636,-3.624,-3.143,-4.098,-3.775,-3.887,-3.102,-3.733,-3.638,-3.614,-3.787,-3.741,-3.672,-3.755
-3.889,-3.569,-3.616,-3.06,-4.06,-3.647,-3.876,-3.034,-3.528,-3.562,-3.552,-3.782,-3.649,-3.698,-3.711
-3.907,-3.476,-3.631,-2.992,-4.022,-3.511,-3.849,-2.947,-3.4,-3.456,-3.436,-3.745,-3.562,-3.702,-3.659
-3.895,-3.358,-3.637,-2.883,-3.989,-3.336,-3.79,-2.845,-3.273,-3.345,-3.326,-3.712,-3.475,-3.719,-3.544
-3.846,-3.223,-3.651,-2.773,-3.951,-3.181,-3.785,-2.702,-3.109,-3.251,-3.23,-3.683,-3.357,-3.778,-3.454
-3.865,-3.078,-3.613,-2.645,-3.903,-3.022,-3.768,-2.538,-2.91,-3.028,-3.007,-3.659,-3.201,-3.795,-3.309
-3.82,-2.926,-3.576,-2.497,-3.819,-2.843,-3.702,-2.432,-2.654,-2.886,-2.857,-3.624,-3.033,-3.724,-3.192
-3.742,-2.746,-3.485,-2.346,-3.748,-2.662,-3.585,-2.262,-2.36,-2.709,-2.688,-3.521,-2.85,-3.671,-2.997
-3.625,-2.562,-3.418,-2.183,-3.674,-2.338,-3.497,-2.089,-2.2,-2.462,-2.438,-3.155,-2.646,-3.587,-2.85
-3.556,-2.365,-3.277,-2.007,-2.746,-1.977,-3.41,-1.931,-1.859,-2.286,-2.267,-1.639,-2.435,-3.546,-2.637
-3.529,-2.153,-3.15,-1.806,-2.204,-0.72,-3.272,-1.722,-1.883,-1.922,-1.901,-1.608,-2.169,-3.383,-2.376
-3.386,-1.921,-2.958,-1.604,-2.469,-0.517,-3.137,-1.512,-1.651,-1.822,-1.797,-2.445,-1.966,-3.212,-2.168
-3.216,-1.666,-2.728,-1.395,-2.835,-0.693,-2.988,-1.311,-1.392,-1.569,-1.548,-2.19,-1.65,-3.037,-1.9
-2.766,-1.417,-2.365,-1.173,-2.907,-1.13,-2.871,-1.092,-1.097,-1.305,-1.284,-1.632,-1.387,-2.801,-1.652
-2.415,-1.143,-2.081,-0.961,-1.848,-0.8,-2.693,-0.861,-0.81,-1.067,-1.05,-1.121,-1.142,-2.555,-1.377
-2.122,-0.875,-1.451,-0.755,-1.962,-0.737,-2.424,-0.669,-0.37,-0.666,-0.66,-0.56,-0.835,-2.268,-1.101
-1.812,-0.627,-0.168,-0.496,-1.963,-0.548,-2.09,-0.495,-0.223,-0.422,-0.42,-0.255,-0.565,-1.963,-0.848
-1.465,-0.409,-0.15,-0.281,-1.55,-0.306,-1.762,-0.357,-0.164,-0.247,-0.241,-0.265,-0.334,-1.439,-0.603
-0.853,-0.235,-0.121,-0.171,-0.769,-0.194,-1.314,-0.225,-0.139,-0.178,-0.173,-0.174,-0.156,-0.717,-0.364
-0.454,-0.116,-0.086,-0.096,-0.282,-0.129,-0.703,-0.121,-0.075,-0.088,-0.086,-0.109,-0.081,-0.369,-0.199
-0.118,-0.041,-0.045,-0.038,-0.078,-0.057,-0.089,-0.05,-0.03,-0.027,-0.026,-0.055,-0.032,-0.062,-0.084
-0.007,-0.002,-0.008,-0.003,-0.007,-0.005,-0.022,-0.007,0.0,-0.001,0.0,-0.02,-0.003,-0.003,-0.012
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004,0.0
-0.028,-0.013,-0.005,0.0,-0.006,-0.013,-0.013,-0.001,-0.018,-0.01,-0.012,-0.031,-0.011,-0.132,0.0
-0.282,-0.055,-0.071,-0.017,-0.074,-0.074,-0.089,-0.051,-0.096,-0.075,-0.075,-0.114,-0.059,-0.443,-0.022
-0.814,-0.111,-0.237,-0.079,-0.352,-0.173,-0.721,-0.126,-0.233,-0.176,-0.177,-0.251,-0.122,-0.759,-0.105
-1.702,-0.224,-0.56,-0.178,-0.74,-0.351,-1.425,-0.253,-0.403,-0.326,-0.33,-0.433,-0.228,-1.569,-0.158
-2.142,-0.445,-0.942,-0.319,-2.036,-0.588,-1.933,-0.393,-0.614,-0.531,-0.537,-0.584,-0.389,-2.056,-0.248
-2.357,-0.69,-1.43,-0.491,-2.658,-0.915,-2.301,-0.52,-0.889,-0.739,-0.757,-1.328,-0.591,-2.401,-0.374
-2.723,-0.944,-1.892,-0.682,-2.968,-1.266,-2.571,-0.707,-1.183,-0.942,-0.949,-2.351,-0.808,-2.688,-0.546
-2.867,-1.212,-2.193,-0.873,-3.19,-1.583,-2.807,-0.914,-1.449,-1.207,-1.205,-2.628,-1.075,-2.915,-0.752
-3.159,-1.473,-2.399,-1.088,-3.378,-1.872,-2.985,-1.135,-1.691,-1.464,-1.465,-2.853,-1.348,-3.11,-0.974
-3.299,-1.726,-2.625,-1.305,-3.571,-2.148,-3.17,-1.336,-1.967,-1.709,-1.709,-3.042,-1.626,-3.273,-1.219
-3.446,-1.967,-2.766,-1.487,-3.667,-2.395,-3.316,-1.539,-2.209,-1.949,-1.945,-3.192,-1.895,-3.373,-1.474
-3.529,-2.201,-2.928,-1.705,-3.765,-2.63,-3.438,-1.758,-2.431,-2.17,-2.169,-3.305,-2.152,-3.457,-1.731
-3.588,-2.42,-3.097,-1.911,-3.817,-2.849,-3.537,-1.952,-2.63,-2.4,-2.393,-3.429,-2.394,-3.492,-2.002
-3.653,-2.614,-3.219,-2.135,-3.921,-3.039,-3.567,-2.13,-2.817,-2.599,-2.591,-3.523,-2.611,-3.545,-2.282
-3.689,-2.802,-3.316,-2.245,-4.0,-3.249,-3.601,-2.284,-3.004,-2.782,-2.775,-3.591,-2.806,-3.554,-2.285
-3.722,-2.96,-3.338,-2.427,-3.18,-3.417,-3.635,-2.46,-3.18,-2.942,-2.934,-3.646,-2.984,-3.585,-2.688
-3.745,-3.106,-3.389,-2.583,-4.089,-3.542,-3.634,-2.614,-3.304,-3.113,-3.112,-3.694,-3.148,-3.586,-2.869
-3.79,-3.231,-3.429,-2.699,-4.119,-3.647,-3.684,-2.713,-3.421,-3.244,-3.237,-3.729,-3.316,-3.613,-3.053
-3.818,-3.355,-3.446,-2.814,-4.129,-3.75,-3.718,-2.828,-3.501,-3.346,-3.339,-3.746,-3.434,-3.609,-3.217
-3.864,-3.484,-3.438,-2.921,-4.117,-3.838,-3.759,-2.932,-3.537,-3.445,-3.429,-3.786,-3.554,-3.628,-3.337
-3.84,-3.574,-3.462,-3.033,-4.089,-3.88,-3.736,-2.976,-3.613,-3.474,-3.464,-3.788,-3.663,-3.625,-3.449
-3.829,-3.65,-3.489,-3.115,-4.074,-3.964,-3.736,-3.042,-3.666,-3.554,-3.535,-3.816,-3.752,-3.654,-3.557
-3.852,-3.711,-3.482,-3.204,-4.088,-4.053,-3.795,-3.11,-3.721,-3.626,-3.611,-3.817,-3.808,-3.648,-3.637
-3.874,-3.762,-3.48,-3.226,-4.074,-4.082,-3.828,-3.154,-3.817,-3.63,-3.626,-3.807,-3.869,-3.669,-3.704
-3.915,-3.796,-1.921,-2.564,-4.096,-4.089,-3.86,-3.149,-3.851,-3.708,-3.698,-3.831,-3.909,-3.643,-3.768
-3.919,-3.782,-3.496,-3.295,-4.049,-4.071,-3.823,-3.18,-3.805,-3.676,-3.671,-3.817,-3.904,-3.654,-3.803
-3.896,-3.797,-3.537,-3.282,-4.008,-4.071,-3.843,-3.181,-3.805,-3.682,-3.673,-3.796,-3.904,-3.672,-3.837
-3.91,-3.77,-3.58,-3.278,-3.982,-4.001,-3.816,-3.177,-3.705,-3.657,-3.633,-3.804,-3.88,-3.677,-3.84
-3.912,-3.743,-3.611,-3.244,-3.993,-3.902,-3.792,-3.166,-3.611,-3.614,-3.59,-3.807,-3.849,-3.672,-3.835
-3.878,-3.685,-3.634,-3.224,-3.961,-3.838,-3.823,-3.127,-3.538,-3.582,-3.557,-3.801,-3.817,-3.665,-3.832
-3.837,-3.639,-3.674,-3.161,-3.97,-3.775,-3.793,-3.042,-3.457,-3.51,-3.491,-3.768,-3.746,-3.685,-3.783
-3.821,-3.555,-3.674,-3.094,-3.968,-3.675,-3.784,-2.956,-3.401,-3.421,-3.411,-3.768,-3.668,-3.722,-3.731
-3.804,-3.443,-3.675,-3.0,-3.953,-3.566,-3.74,-2.879,-3.291,-3.282,-3.277,-3.758,-3.588,-3.721,-3.609
-3.807,-3.323,-3.675,-2.903,-3.933,-3.441,-3.618,-2.778,-3.167,-3.221,-3.201,-3.761,-3.482,-3.698,-3.521
-3.732,-3.196,-3.671,-2.803,-3.877,-3.289,-3.546,-2.62,-3.012,-3.108,-3.088,-3.734,-3.321,-3.706,-3.418
-3.691,-3.07,-3.637,-2.679,-3.84,-3.092,-3.502,-2.499,-2.912,-2.951,-2.934,-3.668,-3.179,-3.707,-3.29
-3.689,-2.918,-3.608,-2.527,-3.776,-2.885,-3.486,-2.368,-2.719,-2.847,-2.822,-3.637,-3.039,-3.676,-3.144
-3.659,-2.731,-3.528,-2.369,-3.743,-2.68,-3.46,-2.213,-2.534,-2.661,-2.635,-3.566,-2.88,-3.615,-2.997
-3.548,-2.544,-3.449,-2.2,-3.67,-2.457,-3.371,-2.049,-2.313,-2.472,-2.45,-3.47,-2.679,-3.545,-2.809
-3.467,-2.346,-3.32,-2.018,-3.563,-2.204,-3.322,-1.879,-2.073,-2.24,-2.217,-3.352,-2.444,-3.454,-2.593
-3.366,-2.139,-3.192,-1.82,-3.49,-1.941,-3.238,-1.672,-1.862,-2.036,-2.016,-3.212,-2.222,-3.344,-2.401
-3.24,-1.897,-3.01,-1.617,-3.378,-1.68,-3.143,-1.482,-1.623,-1.82,-1.799,-2.927,-1.988,-3.188,-2.17
-3.149,-1.644,-2.772,-1.403,-3.254,-1.396,-3.01,-1.273,-1.362,-1.58,-1.559,-2.594,-1.726,-3.018,-1.923
-2.753,-1.375,-2.438,-1.184,-3.04,-1.093,-2.793,-1.065,-1.12,-1.334,-1.312,-2.163,-1.453,-2.81,-1.666
-2.391,-1.086,-2.094,-0.959,-2.897,-0.855,-2.565,-0.839,-0.88,-1.071,-1.052,-1.682,-1.17,-2.533,-1.412
-2.024,-0.809,-1.43,-0.742,-2.611,-0.624,-2.306,-0.642,-0.638,-0.802,-0.785,-1.188,-0.89,-2.244,-1.128
-1.791,-0.566,-0.153,-0.482,-2.284,-0.411,-2.012,-0.465,-0.425,-0.57,-0.557,-0.774,-0.607,-1.93,-0.873
-1.475,-0.204,-0.138,-0.266,-1.713,-0.259,-1.686,-0.308,-0.257,-0.365,-0.354,-0.388,-0.384,-1.412,-0.614
-0.91,-0.2,-0.11,-0.161,-0.947,-0.165,-1.265,-0.163,-0.145,-0.202,-0.196,-0.171,-0.21,-0.724,-0.385
-0.48,-0.093,-0.078,-0.086,-0.308,-0.1,-0.633,-0.105,-0.079,-0.091,-0.087,-0.108,-0.102,-0.349,-0.195
-0.111,-0.029,-0.039,-0.032,-0.055,-0.045,-0.099,-0.043,-0.028,-0.026,-0.025,-0.059,-0.041,-0.05,-0.076
-0.005,-0.001,-0.006,-0.003,-0.003,-0.001,-0.024,-0.005,0.0,0.0,-0.001,-0.018,-0.003,-0.002,-0.008
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
