100001,100002,100003,100004,100005,100006,100007,100008,100009,100012,100013,100014,100018,100019,100020,100021,100022,100023,100025,100026,100027,100028,100029,100030,100033,100034,100035,100036
-3.57,-3.464,-3.496,-3.827,-3.866,-3.521,-3.503,-3.955,-3.997,-2.925,-2.169,-3.382,-4.242,-3.529,-3.604,-3.821,-2.727,-2.942,-3.354,-3.342,-3.367,-3.712,-3.556,-3.336,-3.026,-2.414,-2.549,-3.234
-3.536,-3.483,-3.398,-3.808,-3.8,-3.495,-3.63,-3.836,-3.87,-2.906,-2.126,-3.313,-4.241,-3.433,-3.536,-4.041,-2.668,-2.902,-3.263,-3.276,-3.305,-3.602,-3.533,-3.26,-3.168,-2.073,-2.246,-3.255
-3.602,-3.412,-3.37,-3.77,-3.714,-3.082,-3.52,-3.837,-3.868,-2.824,-1.96,-3.228,-4.242,-3.284,-3.362,-3.952,-2.601,-2.784,-3.159,-3.171,-3.2,-3.658,-3.584,-3.099,-3.029,-1.706,-1.77,-2.466
-3.522,-3.338,-3.234,-3.694,-3.543,-2.6,-3.298,-3.521,-3.547,-2.567,-1.778,-3.075,-4.198,-3.149,-3.146,-3.904,-2.488,-2.68,-3.026,-3.039,-3.061,-3.642,-3.32,-3.131,-2.9,-1.738,-1.788,-3.223
-3.476,-3.211,-3.102,-3.509,-3.31,-3.257,-3.068,-3.37,-3.397,-2.488,-1.85,-3.001,-4.109,-3.001,-3.339,-4.03,-2.325,-2.572,-2.861,-2.894,-2.915,-3.01,-2.881,-2.962,-2.766,-2.174,-2.192,-3.074
-3.295,-2.894,-2.909,-3.296,-3.115,-3.408,-2.734,-3.541,-3.574,-2.368,-1.747,-2.635,-3.981,-2.781,-3.115,-3.896,-2.182,-2.439,-2.679,-2.751,-2.768,-3.016,-2.672,-2.842,-2.404,-2.341,-2.38,-3.019
-2.8,-2.867,-2.438,-2.773,-2.795,-3.462,-2.8,-3.351,-3.373,-2.282,-1.592,-2.648,-3.898,-2.536,-2.06,-3.679,-1.971,-2.276,-2.533,-2.58,-2.599,-3.285,-2.679,-2.598,-2.341,-1.862,-1.868,-2.927
-2.755,-2.692,-1.948,-2.321,-2.59,-3.176,-2.685,-2.335,-3.409,-2.16,-1.438,-2.446,-3.79,-2.272,-1.228,-1.639,-1.77,-2.109,-2.31,-2.359,-2.377,-3.078,-2.286,-1.939,-1.565,-1.945,-2.006,-2.743
-2.255,-2.58,-1.883,-2.339,-2.516,-3.382,-2.449,-3.27,-3.277,-1.887,-1.255,-2.221,-3.692,-1.982,-2.065,-3.162,-1.572,-1.874,-2.069,-2.164,-2.173,-2.91,-1.909,-1.973,-1.891,-1.774,-1.832,-2.062
