100001,100002,100004,100006,100007,100013,100014,100016,100018,100019,100021,100023,100024,100025,100026,100027,100028,100029,100030,100031,100032,100033,100034,100035,100039
0.0,-0.005,-0.068,-0.029,-0.019,-0.022,-0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.026,0.0,-0.003,-0.004,-0.01,-0.003,-0.027,0.0
-0.076,-0.037,-0.435,-0.121,-0.065,-0.085,-0.042,-0.04,-0.023,-0.014,-0.022,-0.022,-0.033,-0.042,-0.031,-0.032,-0.16,-0.104,-0.031,-0.127,-0.059,-0.062,-0.033,-0.069,-0.009
-0.575,-0.071,-0.503,-0.339,-0.153,-0.142,-0.057,-0.221,-0.099,-0.087,-0.079,-0.103,-0.102,-0.108,-0.1,-0.1,-0.361,-0.24,-0.083,-0.33,-0.158,-0.128,-0.068,-0.106,-0.054
-1.296,-0.106,-0.492,-0.609,-0.477,-0.205,-0.116,-0.731,-0.28,-0.178,-0.749,-0.173,-0.202,-0.161,-0.138,-0.136,-0.843,-0.329,-0.138,-0.712,-0.511,-0.184,-0.103,-0.14,-0.119
-1.812,-0.134,-1.286,-1.151,-0.553,-0.303,-0.223,-1.092,-1.897,-0.289,-1.811,-0.251,-0.32,-0.241,-0.175,-0.175,-1.439,-0.514,-0.482,-1.4,-1.188,-0.284,-0.159,-0.193,-0.19
-2.159,-0.161,-1.596,-1.832,-0.58,-0.327,-0.342,-1.427,-2.792,-0.445,-2.484,-0.316,-0.406,-0.372,-0.24,-0.241,-1.806,-0.823,-0.901,-1.977,-1.45,-0.369,-0.287,-0.321,-0.273
-2.468,-0.183,-1.73,-2.648,-1.117,-0.557,-0.414,-2.048,-3.212,-0.65,-2.869,-0.388,-0.468,-0.447,-0.4,-0.402,-2.008,-1.582,-1.222,-1.811,-1.92,-0.403,-0.471,-0.493,-0.419
-2.714,-0.253,-1.833,-2.954,-2.286,-0.919,-0.439,-2.33,-3.228,-0.896,-2.76,-0.628,-0.69,-0.879,-0.7,-0.702,-2.438,-1.936,-1.604,-2.623,-2.224,-0.531,-0.677,-0.705,-0.611
-2.89,-0.373,-1.928,-3.175,-2.801,-1.209,-0.582,-2.26,-3.143,-1.018,-3.409,-0.729,-0.884,-1.057,-0.902,-0.905,-2.082,-0.786,-2.103,-2.854,-2.957,-0.717,-0.935,-0.966,-0.836
-3.098,-0.589,-2.007,-3.4,-3.025,-1.371,-0.647,-1.941,-3.128,-1.442,-3.52,-0.949,-1.101,-1.338,-1.156,-1.159,-3.238,-1.339,-2.493,-3.085,-3.054,-0.942,-1.216,-1.244,-1.069
-3.218,-0.858,-2.067,-3.549,-2.996,-1.53,-1.015,-3.024,-3.1,-1.785,-3.631,-1.149,-1.328,-1.591,-1.426,-1.427,-3.284,-2.015,-2.744,-3.23,-3.342,-1.153,-1.503,-1.533,-1.289
-3.278,-1.154,-2.855,-3.674,-3.23,-2.164,-1.434,-3.213,-3.594,-1.976,-3.746,-1.397,-1.49,-1.946,-1.736,-1.736,-3.384,-2.891,-2.962,-3.341,-2.918,-1.332,-1.781,-1.812,-1.537
-3.465,-1.418,-3.851,-3.739,-3.659,-2.412,-1.732,-3.207,-3.92,-2.055,-3.82,-1.018,-1.861,-2.27,-2.116,-2.117,-3.342,-1.894,-3.098,-3.459,-3.11,-1.844,-2.04,-2.074,-1.741
-3.54,-1.698,-3.932,-2.99,-3.715,-2.317,-2.046,-2.914,-3.55,-2.428,-3.82,-1.783,-2.112,-2.376,-2.067,-2.065,-2.452,-2.145,-3.263,-3.538,-2.888,-2.012,-2.298,-2.33,-1.989
-3.62,-1.961,-4.07,-3.775,-3.871,-2.461,-2.236,-3.055,-3.598,-2.459,-3.903,-2.075,-2.342,-2.413,-2.432,-2.447,-3.324,-3.105,-3.392,-3.523,-3.872,-2.178,-2.575,-2.588,-2.207
-3.72,-2.214,-4.136,-3.813,-3.924,-2.576,-2.335,-3.544,-4.048,-2.849,-3.922,-2.372,-2.325,-2.684,-2.226,-2.214,-3.546,-3.823,-3.524,-3.473,-3.876,-2.383,-2.824,-2.83,-2.266
-3.774,-2.472,-4.18,-3.853,-3.959,-2.801,-2.601,-3.712,-4.024,-3.295,-3.944,-2.611,-2.628,-3.067,-3.153,-3.158,-3.239,-3.942,-3.616,-3.642,-3.952,-2.597,-3.029,-3.04,-2.573
-3.681,-2.685,-4.174,-3.919,-3.983,-2.973,-2.827,-3.656,-3.76,-3.646,-3.958,-2.67,-2.884,-3.241,-3.184,-3.18,-2.737,-3.639,-3.684,-3.689,-3.981,-2.793,-3.241,-3.248,-2.789
