100001,100002,100006,100007,100008,100009,100010,100011,100012,100016,100020,100021,100023,100024,100028,100029,100030,100031,100032,100037,100038,100040
-3.008,-2.019,-3.431,-2.122,-3.38,-3.388,-1.489,-1.505,-1.353,-2.485,-1.181,-3.331,-0.539,-1.01,-2.441,-2.15,-2.393,-2.773,-3.319,-2.264,-0.288,-2.801
-2.867,-1.611,-3.275,-2.477,-3.207,-3.192,-1.216,-1.225,-1.096,-2.218,-0.847,-3.263,-0.613,-0.664,-2.086,-2.119,-2.518,-3.176,-3.271,-2.006,-0.798,-2.653
-2.659,-1.276,-3.024,-2.753,-3.086,-3.058,-0.942,-0.941,-0.843,-1.978,-0.618,-2.995,-0.514,-0.501,-2.95,-2.219,-2.196,-2.993,-3.049,-1.652,-0.61,-2.533
-2.446,-1.0,-1.91,-2.512,-2.812,-2.773,-0.662,-0.659,-0.641,-1.831,-0.459,-2.665,-0.384,-0.332,-2.627,-1.7,-1.542,-2.762,-2.836,-0.84,-0.602,-2.291
-2.276,-0.769,-1.319,-1.748,-2.502,-2.464,-0.46,-0.454,-0.446,-1.348,-0.361,-2.348,-0.3,-0.214,-2.354,-1.243,-0.415,-1.417,-2.574,-0.727,-0.477,-2.05
-1.657,-0.588,-1.14,-1.241,-1.828,-1.797,-0.32,-0.315,-0.301,-0.473,-0.276,-1.797,-0.245,-0.166,-1.901,-0.794,-0.217,-0.204,-2.237,-0.454,-0.319,-1.762
-1.172,-0.554,-0.698,-0.908,-1.397,-1.374,-0.258,-0.252,-0.209,-0.142,-0.214,-1.178,-0.202,-0.11,-1.646,-0.487,-0.171,-0.177,-1.57,-0.3,-0.287,-1.153
-0.625,-0.404,-0.396,-0.529,-0.888,-0.85,-0.19,-0.183,-0.158,-0.098,-0.12,-0.325,-0.136,-0.057,-1.211,-0.176,-0.087,-0.064,-0.908,-0.181,-0.134,-0.403
-0.489,-0.171,-0.184,-0.249,-0.433,-0.43,-0.121,-0.114,-0.104,-0.044,-0.058,-0.177,-0.078,-0.033,-0.199,-0.085,-0.057,-0.052,-0.526,-0.132,-0.089,-0.126
-0.199,-0.03,-0.057,-0.102,-0.178,-0.148,-0.069,-0.063,-0.056,-0.002,-0.007,-0.044,-0.021,-0.018,-0.082,-0.049,-0.043,-0.036,-0.042,-0.042,-0.037,-0.063
-0.017,0.0,-0.013,-0.012,-0.035,-0.02,-0.014,-0.01,-0.009,0.0,0.0,-0.002,-0.002,-0.004,0.0,-0.022,-0.013,-0.003,-0.009,0.0,-0.001,-0.004
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
