100002,100006,100007,100008,100016,100024,100029,100037,100038,100039,100040
-0.25,-0.18,-0.206,-0.108,-0.716,-0.165,-0.341,-0.744,-0.644,-2.105,-0.244
-0.229,-0.188,-0.222,-0.122,-0.642,-0.124,-0.314,-0.507,-0.545,-1.543,-0.287
-0.153,-0.123,-0.173,-0.097,-0.482,-0.151,-0.25,-0.396,-0.418,-1.047,-0.288
-0.137,-0.099,-0.157,-0.064,-0.169,-0.17,-0.204,-0.184,-0.308,-0.988,-0.34
-0.097,-0.084,-0.093,-0.052,-0.101,-0.103,-0.102,-0.117,-0.24,-0.584,-0.323
-0.052,-0.082,-0.069,-0.04,-0.071,-0.067,-0.09,-0.083,-0.239,-0.257,-0.117
-0.028,-0.059,-0.056,-0.042,-0.041,-0.038,-0.064,-0.043,-0.15,-0.157,-0.077
-0.011,-0.019,-0.043,-0.013,0.0,-0.021,-0.023,-0.025,-0.099,-0.106,-0.049
0.0,-0.002,-0.009,0.0,0.0,-0.01,-0.001,0.0,-0.025,-0.075,-0.025
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.018,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
