-0.076735,0.027663,-0.010355,-0.011918,0.028871,-0.073601,-0.020516,-0.0706,-0.030021,-0.2164,-0.10248,-0.02866,-0.27032,-0.015795,-0.017822,-0.073312,-0.091376,-0.095833,-0.0026763,-0.00091935,0.12749,0.016715,0.016437,0.010341,-0.041353,0.043659,-0.030332,-0.033301
-0.23894,0.032487,0.030633,0.012073,0.019911,-0.031939,0.0092149,-0.044224,-0.026953,-0.16543,0.068073,-0.14627,-0.22269,-0.066332,-0.057468,-0.18151,-0.17867,-0.19164,-0.083193,0.062638,0.17119,0.037094,-0.11579,-0.10169,0.028691,0.06858,-0.02712,0.00037421
-0.14857,0.012758,0.037708,0.037763,-0.0072123,0.00053547,-0.025844,-0.04879,-0.0649,-0.075413,0.28733,-0.18012,-0.055062,-0.16441,-0.11347,-0.2396,-0.26402,-0.27377,-0.17505,0.17844,0.14879,0.031242,-0.15942,-0.14838,0.048979,0.072313,-0.011645,0.0019665
0.11246,-0.0017674,0.064847,0.028489,0.029122,-0.081513,-0.023381,-0.047587,-0.078746,-0.048752,-0.17055,-0.18086,-0.1203,-0.22283,-0.16753,-0.22019,-0.27191,-0.29165,-0.1272,0.27109,0.053668,0.033059,-0.21428,-0.2439,-0.14199,0.054795,-0.04459,-0.076172
0.18701,0.0049355,0.024537,0.019147,0.042703,-0.13829,-0.047315,-0.021445,-0.083192,-0.20647,-0.32475,-0.24557,-0.40934,-0.30851,-0.21913,-0.28213,-0.214,-0.22573,-0.055442,0.17876,-0.00058785,0.041897,-0.35988,-0.38081,-0.099155,0.04924,-0.069642,-0.065886
-0.067905,0.018138,-0.084422,-0.076249,-0.013184,-0.23606,-0.0021944,0.041327,-0.0394,-0.22661,-0.3202,-0.37724,-0.60098,-0.35092,-0.28058,-0.17826,-0.19137,-0.17528,-0.052232,-0.017005,0.088577,0.0095577,-0.45321,-0.43024,-0.20248,0.071416,-0.0043429,-0.1636
-0.24521,0.020688,-0.12031,-0.088753,-0.046458,-0.39609,0.029972,0.18296,-0.0017438,-0.13885,-0.22216,-0.48055,-0.39524,-0.36296,-0.26737,-0.11349,-0.17219,-0.15523,0.019286,-0.12214,0.18554,0.0053571,-0.56359,-0.57136,-0.31885,0.1071,0.021953,-0.2158
-0.29084,0.025689,-0.061032,-0.039709,-0.082677,-0.47256,0.10026,0.25733,-0.0075515,-0.2132,-0.17173,-0.32109,-0.17773,-0.36273,-0.29267,-0.083867,-0.11245,-0.1117,0.041793,-0.18947,0.18198,0.015231,-0.57731,-0.5672,-0.3387,0.15955,-0.020338,-0.23844
-0.29218,-0.0019013,0.036684,0.049566,-0.21124,-0.54683,0.1142,0.38808,0.032429,-0.38373,-0.55547,-0.29197,-0.19443,-0.43238,-0.32856,-0.17273,-0.060108,-0.059511,0.024097,-0.11406,0.22595,0.014425,-0.56946,-0.58957,-0.058256,0.21584,0.064823,-0.23972
-0.37493,-0.024751,-0.025533,-0.021204,-0.23019,-0.65432,0.032949,0.22743,-0.021916,-0.53953,-0.55138,-0.23961,-0.26179,-0.48675,-0.35482,-0.21605,-0.034224,-0.036585,0.078736,-0.068895,0.34396,0.025597,-0.67889,-0.67638,-0.16459,0.25891,0.21025,-0.29282
