-2.9918,-1.7108,-3.0664,-3.2414,-3.2451,-1.1333,-3.193,-3.2287,-3.3213,-1.0767,-1.0897,-1.2879,-1.767,-1.2471,-0.89522,-2.2287,-1.2645,-3.381,-1.0238,-1.1074,-2.5907,-1.0604,-1.2461,-1.002,-1.3925,-1.3717,-3.1215,-2.7236,-3.101,-3.0908,-1.4571,-1.2541,-2.2772,-1.5982,-0.75724,-1.029,-2.3383
-2.694,-1.524,-2.848,-3.0317,-3.0347,-0.95345,-2.9438,-2.9637,-3.0581,-0.89611,-0.91275,-1.0997,-1.5853,-1.0653,-0.69441,-2.0329,-1.0832,-3.0236,-0.82462,-0.93388,-2.4293,-0.87495,-1.0826,-0.78542,-1.2477,-1.2366,-2.8775,-2.5052,-2.8296,-2.8403,-1.2605,-1.0975,-2.0594,-1.4043,-0.53226,-1.0819,-2.3175
-2.438,-1.3106,-2.6454,-2.8069,-2.8248,-0.78415,-2.6442,-2.7344,-2.7918,-0.93014,-0.94049,-0.91948,-1.4306,-0.89446,-0.51599,-1.8083,-0.91657,-2.6607,-0.64357,-0.77953,-2.1333,-0.75694,-0.90208,-0.53647,-1.026,-1.0168,-2.6584,-2.2958,-2.5625,-2.5615,-1.0706,-0.92613,-1.8259,-1.2218,-0.30664,-0.82417,-2.1601
-2.2265,-1.1067,-2.4064,-2.5449,-2.5256,-0.65818,-2.334,-2.4916,-2.5019,-0.79179,-0.8022,-0.75987,-1.2743,-0.73105,-0.36468,-1.5502,-0.76447,-2.2679,-0.49284,-0.63238,-1.9522,-0.59713,-0.74603,-0.47188,-0.85179,-0.84026,-2.4287,-2.086,-2.2861,-2.3286,-0.90051,-0.79174,-1.6062,-1.0589,-0.10871,-0.65425,-2.1273
-2.063,-0.94343,-2.1936,-2.3538,-2.316,-0.52137,-2.0198,-2.2984,-2.239,-0.69855,-0.70519,-0.61692,-1.1307,-0.58751,-0.2387,-1.2861,-0.62736,-1.8403,-0.37172,-0.50291,-1.6668,-0.44122,-0.60494,-0.45075,-0.70806,-0.69758,-2.1742,-1.8735,-1.9979,-2.0599,-0.7453,-0.65872,-1.4183,-0.90639,0.10358,-0.63002,-1.8088
-1.9545,-0.78407,-1.9647,-2.0489,-2.0492,-0.42345,-1.711,-2.0814,-1.9826,-0.60506,-0.60948,-0.48921,-1.0034,-0.45861,-0.1286,-1.0374,-0.50759,-1.4132,-0.26843,-0.38389,-1.4653,-0.39293,-0.48157,-0.30524,-0.56287,-0.54977,-1.9242,-1.679,-1.7617,-1.9117,-0.60651,-0.54173,-1.2093,-0.76328,0.27339,-0.44349,-1.7531
-1.7712,-0.63238,-1.7327,-1.7964,-1.7999,-0.32108,-1.4241,-1.8362,-1.6949,-0.51327,-0.5176,-0.38199,-0.8927,-0.34443,-0.033881,-0.81542,-0.40754,-1.0297,-0.18897,-0.27339,-1.223,-0.27021,-0.36888,-0.14644,-0.46905,-0.45765,-1.6958,-1.5089,-1.5097,-1.7053,-0.48596,-0.44493,-1.0361,-0.63749,0.31933,-0.40779,-1.3506
-1.4989,-0.51506,-1.5192,-1.6514,-1.5666,-0.25774,-1.1567,-1.6265,-1.4571,-0.40486,-0.40879,-0.28772,-0.79315,-0.24437,0.045138,-0.6252,-0.32533,-0.7401,-0.13578,-0.18408,-1.0105,-0.18288,-0.26851,-0.05044,-0.4035,-0.39466,-1.4938,-1.3353,-1.28,-1.42,-0.38339,-0.34331,-0.86219,-0.50771,0.39634,-0.34836,-1.18
-1.2989,-0.41345,-1.3251,-1.4415,-1.35,-0.19412,-0.92748,-1.4216,-1.2335,-0.27078,-0.27333,-0.20847,-0.70022,-0.16114,0.10862,-0.47914,-0.25881,-0.57037,-0.092957,-0.10897,-0.79034,-0.11714,-0.18894,0.012626,-0.32272,-0.31409,-1.3288,-1.1798,-1.1134,-1.2289,-0.31216,-0.2754,-0.72206,-0.39385,0.49677,-0.32717,-0.84915
-1.1323,-0.3177,-1.1815,-1.2552,-1.2724,-0.13759,-0.74106,-1.3368,-1.1075,-0.12222,-0.12511,-0.12573,-0.61943,-0.090895,0.16297,-0.36222,-0.20576,-0.44704,-0.061827,-0.040929,-0.59998,-0.038635,-0.12355,0.040303,-0.28673,-0.28004,-1.1841,-1.0315,-0.98522,-0.93857,-0.25986,-0.21173,-0.61592,-0.30257,0.56104,-0.27784,-0.64516
