-0.066828,0.0011028,-0.016266,-0.081893,0.017847,-0.11498,-0.16687,-0.059314,-0.059641,-0.16603,-0.054014,-0.073303,-0.084212,-0.14625,-0.03132,-0.16886,-0.040711,-0.049165,-0.057991,-0.028124,-0.027389,-0.023111,-0.06846,-0.083554,-0.19328,-0.1072,0.0087004,0.045337,0.055821,-0.25691
-0.11678,-0.29112,-0.07651,-0.33907,-0.22555,-0.29816,-0.43954,-0.15424,-0.14431,-0.20272,-0.13411,-0.11294,-0.27455,-0.32356,-0.084029,-0.25078,-0.08669,-0.097955,-0.12579,-0.077281,-0.077195,-0.17774,-0.097243,-0.087939,-0.17222,-0.36028,-0.12291,-0.10359,-0.13341,-0.47483
-0.23298,-0.32935,-0.19322,-0.36726,-0.23924,-0.49382,-0.62222,-0.23403,-0.22279,-0.2393,-0.15808,-0.18076,-0.53306,-0.65043,-0.16475,-0.40662,-0.12788,-0.16865,-0.20968,-0.13149,-0.1321,-0.17147,-0.37846,-0.27525,-0.16071,-0.38444,-0.11626,-0.093003,-0.055517,-0.64692
-0.29638,-0.64237,-0.39737,-0.59784,-0.41869,-0.75652,-0.8776,-0.35474,-0.35009,-0.17866,-0.2238,-0.22262,-0.72724,-0.91049,-0.24328,-0.69035,-0.21426,-0.24667,-0.30237,-0.20861,-0.20953,-0.22129,-0.43903,-0.49032,-0.35772,-0.76478,-0.16574,-0.15286,-0.11129,-0.93783
-0.3603,-0.71307,-0.71331,-0.83588,-0.72272,-1.1099,-1.2513,-0.40186,-0.40561,-0.25205,-0.29714,-0.2761,-0.9204,-1.1969,-0.36861,-1.0521,-0.33649,-0.36608,-0.41482,-0.29663,-0.29867,-0.26814,-0.43796,-0.62134,-0.54901,-0.88039,-0.32837,-0.10791,-0.15393,-1.1515
-0.32848,-0.76206,-0.77839,-0.91326,-0.94241,-1.0824,-1.2605,-0.40725,-0.42135,-0.40663,-0.46322,-0.43053,-1.2168,-1.5433,-0.53359,-1.4445,-0.43712,-0.49236,-0.53204,-0.42203,-0.42238,-0.29966,-0.67665,-0.83853,-0.81948,-1.145,-0.52578,-0.35709,-0.36664,-1.2857
-0.37919,-0.91536,-0.82806,-0.97255,-1.2444,-1.3233,-1.4684,-0.45847,-0.4843,-0.45485,-0.5391,-0.52908,-1.5717,-1.8303,-0.73741,-1.8168,-0.57671,-0.63248,-0.67061,-0.55168,-0.55323,-0.40334,-0.94258,-0.99952,-1.0309,-1.2817,-0.7172,-0.48503,-0.43298,-1.486
-0.50747,-1.1278,-1.2178,-1.2028,-1.4325,-1.4868,-1.5217,-0.7692,-0.78213,-0.66731,-0.63778,-0.57673,-1.806,-2.1164,-0.95036,-2.0813,-0.73846,-0.81646,-0.85759,-0.71841,-0.71972,-0.44316,-1.3078,-1.2452,-1.2481,-1.3875,-0.69146,-0.64261,-0.654,-1.7111
-0.78618,-1.1203,-1.5703,-1.2501,-1.5754,-1.7814,-1.6925,-0.85687,-0.86826,-0.8242,-0.72572,-0.69808,-1.9949,-2.3652,-1.1389,-2.3021,-0.8751,-1.0148,-1.0511,-0.89067,-0.89397,-0.58724,-1.5002,-1.6074,-1.534,-1.6177,-0.68768,-0.80367,-0.82226,-1.8909
-0.90328,-1.2726,-1.4716,-1.3796,-1.6725,-1.8743,-1.8373,-0.97369,-0.97955,-0.90455,-0.83296,-0.87327,-2.1517,-2.546,-1.3657,-2.4468,-1.0686,-1.2179,-1.2352,-1.0799,-1.0836,-0.6391,-1.5754,-1.6505,-1.4837,-1.6258,-0.70818,-0.94303,-0.93242,-1.96
