100004,100006,100008,100010,100011,100012,100013,100014,100020,100021,100028,100029,100033,100034,100035,100036,100038
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.003,-0.003,0.0
-0.029,-0.025,-0.007,-0.02,-0.017,-0.013,-0.027,-0.016,-0.019,-0.051,-0.011,-0.045,-0.036,-0.104,-0.161,-0.472,-0.013
-0.176,-0.101,-0.745,-0.145,-0.137,-0.184,-0.093,-0.093,-0.113,-0.791,-0.291,-0.166,-0.202,-0.339,-0.48,-1.088,-0.202
-0.62,-0.832,-1.988,-0.339,-0.392,-0.556,-0.201,-0.342,-0.668,-1.539,-1.099,-0.304,-0.41,-0.667,-0.969,-1.266,-0.578
-1.474,-0.497,-2.64,-0.581,-0.601,-0.953,-0.335,-0.743,-1.053,-2.148,-1.834,-0.463,-0.67,-1.106,-1.385,-1.555,-0.962
-1.699,-0.758,-3.099,-1.045,-0.984,-1.306,-0.495,-1.363,-1.411,-2.837,-1.401,-0.612,-0.989,-1.528,-1.749,-2.01,-1.421
-1.881,-0.994,-2.879,-1.56,-1.569,-1.643,-0.728,-1.727,-1.825,-3.237,-0.652,-0.845,-1.313,-1.938,-2.102,-2.278,-1.79
-2.307,-1.227,-2.419,-2.095,-2.048,-1.986,-0.994,-2.065,-2.161,-3.759,-0.857,-2.702,-1.674,-2.385,-2.45,-2.587,-2.173
-3.974,-1.446,-2.475,-2.424,-2.388,-2.306,-1.246,-2.396,-2.457,-4.042,-1.475,-3.488,-2.032,-2.711,-2.77,-3.311,-2.476
-4.228,-1.67,-3.361,-2.75,-2.711,-2.597,-1.463,-2.684,-2.771,-4.209,-1.266,-3.752,-2.329,-3.018,-3.07,-3.587,-2.85
-4.369,-1.876,-3.514,-3.036,-2.999,-2.864,-1.68,-2.933,-3.058,-4.415,-1.462,-3.956,-2.603,-3.283,-3.333,-3.829,-3.266
-4.471,-2.075,-3.68,-3.335,-3.3,-3.106,-1.896,-3.189,-3.3,-4.555,-1.646,-4.114,-2.864,-3.529,-3.574,-3.956,-3.702
-4.617,-2.261,-3.913,-3.594,-3.553,-3.309,-2.09,-3.412,-3.506,-4.621,-1.821,-4.251,-3.157,-3.752,-3.798,-4.053,-3.642
-4.693,-2.435,-4.115,-3.807,-3.776,-3.501,-2.29,-3.591,-3.685,-4.653,-1.978,-4.399,-3.361,-3.951,-3.99,-4.098,-4.087
-4.774,-2.561,-4.082,-4.018,-3.986,-3.664,-2.451,-3.739,-3.894,-4.714,-2.118,-4.492,-3.54,-4.134,-4.169,-4.158,-4.163
-4.825,-2.67,-4.564,-4.17,-4.131,-3.837,-2.571,-3.87,-4.05,-4.748,-2.24,-4.572,-3.71,-4.287,-4.316,-4.171,-4.36
-4.862,-2.758,-4.406,-4.324,-4.279,-3.946,-2.711,-4.011,-4.167,-4.774,-2.352,-4.627,-3.888,-4.416,-4.443,-4.199,-4.446
-4.898,-3.336,-4.548,-4.443,-4.4,-4.049,-2.814,-4.088,-4.232,-2.457,-2.445,-4.689,-4.099,-4.513,-4.535,-4.189,-4.422
-4.917,-4.876,-4.793,-4.58,-4.541,-4.145,-2.889,-4.165,-4.335,-4.76,-2.524,-4.709,-4.219,-4.616,-4.638,-4.19,-4.507
-4.898,-4.855,-4.748,-4.697,-4.668,-4.19,-2.944,-4.233,-4.436,-4.715,-2.593,-4.744,-4.201,-4.679,-4.703,-4.204,-4.529
-4.92,-4.699,-4.641,-4.617,-4.596,-4.227,-2.973,-4.234,-4.503,-4.165,-2.635,-4.73,-4.295,-4.669,-4.692,-4.188,-4.887
-4.922,-3.055,-4.64,-4.85,-4.791,-4.229,-3.04,-4.233,-4.49,-4.79,-2.863,-4.737,-4.318,-4.667,-4.703,-4.175,-4.72
-4.906,-3.089,-4.664,-5.032,-4.996,-4.246,-3.054,-4.246,-4.484,-4.785,-2.732,-4.719,-3.984,-4.638,-4.666,-4.173,-4.623
-4.877,-3.067,-4.656,-5.058,-5.023,-4.245,-3.068,-4.172,-4.468,-2.045,-2.681,-4.725,-3.466,-4.592,-4.621,-4.127,-4.609
-4.898,-3.026,-4.696,-5.014,-4.978,-4.209,-3.024,-4.155,-3.769,-2.707,-2.594,-4.747,-2.193,-4.496,-4.521,-4.063,-4.652
-4.833,-2.946,-4.014,-4.844,-4.829,-4.118,-3.004,-4.118,-4.008,-4.791,-2.532,-4.727,-1.43,-4.384,-4.398,-3.989,-4.626
-4.746,-2.878,-4.14,-4.521,-4.521,-4.001,-2.923,-4.06,-4.285,-3.086,-2.448,-4.661,-1.951,-4.264,-4.289,-4.076,-4.551
-4.718,-2.771,-4.222,-4.318,-4.317,-3.846,-2.868,-3.19,-4.145,-4.789,-2.347,-4.579,-3.634,-4.119,-4.148,-4.028,-4.387
-4.663,-2.661,-3.758,-4.163,-4.17,-3.679,-2.766,-3.316,-4.131,-4.785,-2.232,-4.55,-3.974,-3.945,-3.973,-4.06,-4.194
-4.586,-2.551,-3.217,-3.958,-3.957,-3.517,-2.63,-3.736,-3.614,-1.829,-2.11,-4.504,-2.557,-3.756,-3.794,-4.063,-3.994
-4.504,-4.191,-2.737,-3.705,-3.7,-3.334,-2.492,-1.142,-1.965,-0.748,-1.961,-4.368,-3.671,-3.547,-3.586,-3.944,-3.789
-4.412,-2.195,-2.831,-3.48,-3.483,-3.128,-2.357,-2.785,-0.818,-0.816,-1.802,-4.195,-3.637,-3.318,-3.355,-4.045,-3.593
-4.276,-2.011,-1.771,-3.23,-3.241,-2.898,-2.181,-0.701,-0.857,-1.871,-1.632,-3.815,-3.142,-3.066,-3.106,-2.973,-3.424
-4.052,-1.813,-2.419,-2.957,-2.974,-2.655,-1.486,-1.017,-2.308,-0.688,-1.456,-3.391,-3.001,-2.781,-2.829,-3.459,-1.734
-2.841,-1.967,-2.164,-2.717,-2.745,-2.382,-0.701,-0.567,-0.621,-0.855,-1.259,-2.908,-1.354,-2.474,-2.525,-3.117,-2.404
