-0.10354,-0.046189,-0.097402,-0.25427,-0.081303,-0.11872,-0.42456,-0.3656,-0.12923,-0.12205,-0.056831,-0.06949,-0.060692,-0.046833,-0.1276,-0.056763,0.12144,-0.11512,-0.040972,-0.034205,-0.12226,-0.11123,-0.054285,-0.051009,-0.043251,-0.036862,-0.13977,-0.025146,-0.22535,-0.19742,-0.040687,-0.065974,-0.12401,-0.30621,-0.02425,-0.092716,-0.015187
-0.24238,-0.074482,-0.216,-0.41191,-0.26399,-0.29463,-0.82755,-0.69828,-0.23809,-0.22989,-0.12327,-0.15994,-0.13958,-0.10164,-0.3587,-0.12189,0.16879,-0.30579,-0.11134,-0.13071,-0.24086,-0.21691,-0.13106,-0.11715,-0.10159,-0.056492,-0.29273,-0.12538,-0.29069,-0.46627,-0.092001,-0.14267,-0.22809,-0.52623,-0.065887,-0.22467,-0.044968
-0.42435,-0.12428,-0.36919,-0.51711,-0.48756,-0.5362,-1.0631,-0.84473,-0.37656,-0.36839,-0.21459,-0.28564,-0.24513,-0.17235,-0.55514,-0.21136,0.093819,-0.48633,-0.21333,-0.28074,-0.38796,-0.33126,-0.23104,-0.21943,-0.19898,-0.070348,-0.48439,-0.30692,-0.36523,-0.65356,-0.17278,-0.24644,-0.36025,-0.90406,-0.11836,-0.37831,-0.072158
-0.68163,-0.1945,-0.52713,-0.51769,-0.62213,-0.80867,-1.0675,-0.80799,-0.54264,-0.5343,-0.33504,-0.44455,-0.37681,-0.26284,-0.83527,-0.32477,0.0072212,-0.67326,-0.34532,-0.36736,-0.54736,-0.407,-0.3652,-0.3297,-0.3021,-0.079575,-0.72089,-0.49651,-0.43935,-0.72826,-0.28415,-0.3737,-0.51686,-1.1152,-0.19011,-0.55862,-0.14173
-0.90313,-0.30421,-0.64556,-0.5136,-0.78758,-1.0744,-1.0075,-0.76556,-0.72922,-0.7208,-0.47595,-0.63339,-0.53175,-0.37495,-1.2589,-0.45452,-0.10279,-0.90122,-0.50112,-0.43654,-0.72059,-0.43859,-0.50785,-0.47112,-0.43224,-0.085941,-0.99438,-0.66762,-0.53763,-0.80941,-0.4209,-0.52077,-0.69696,-1.3389,-0.29377,-0.74655,-0.24204
-1.0528,-0.45558,-0.73585,-0.55041,-1.0322,-1.3024,-1.0039,-0.7953,-0.93056,-0.92133,-0.63262,-0.83464,-0.69899,-0.501,-1.5205,-0.59624,-0.23305,-1.1009,-0.68211,-0.53723,-0.84968,-0.49457,-0.67475,-0.62859,-0.58293,-0.091312,-1.2424,-0.89523,-0.63451,-0.8967,-0.58189,-0.68157,-0.88558,-1.4616,-0.42798,-0.9177,-0.35748
-1.1859,-0.66459,-0.80476,-0.61268,-1.1813,-1.481,-1.0651,-0.87692,-1.1391,-1.1292,-0.80263,-1.0432,-0.87651,-0.63611,-1.6365,-0.74413,-0.35072,-1.2566,-0.86941,-0.6439,-0.94577,-0.54295,-0.84698,-0.79722,-0.74696,-0.094857,-1.4546,-1.1659,-0.72562,-0.99338,-0.76191,-0.84941,-1.0758,-1.5821,-0.58326,-1.0554,-0.48819
-1.2824,-0.88882,-0.86869,-0.67417,-1.2943,-1.6132,-1.1468,-0.96841,-1.3483,-1.3378,-0.98086,-1.2433,-1.0635,-0.77729,-1.735,-0.8941,-0.40682,-1.4044,-1.0626,-0.69628,-1.0547,-0.58909,-1.0201,-0.97395,-0.91667,-0.097433,-1.6323,-1.3737,-0.80928,-1.0878,-0.95275,-1.0197,-1.2637,-1.7007,-0.75933,-1.1646,-0.63696
-1.3661,-1.112,-0.94377,-0.76065,-1.361,-1.7076,-1.215,-1.0363,-1.5515,-1.5399,-1.1588,-1.4285,-1.2511,-0.91878,-1.8098,-1.041,-0.43193,-1.5384,-1.2572,-0.71854,-1.1602,-0.63224,-1.1755,-1.1412,-1.0813,-0.098874,-1.7821,-1.4988,-0.87762,-1.1759,-1.1517,-1.1884,-1.4466,-1.8312,-0.94677,-1.2544,-0.80347
-1.4227,-1.3116,-1.0111,-0.84078,-1.3947,-1.7824,-1.2835,-1.1016,-1.7437,-1.7311,-1.3313,-1.5915,-1.4324,-1.0573,-1.8997,-1.1784,-0.44512,-1.6493,-1.4438,-0.7329,-1.259,-0.66446,-1.3267,-1.3108,-1.2477,-0.099518,-1.9071,-1.6599,-0.94284,-1.2536,-1.3488,-1.3518,-1.6239,-1.9184,-1.1346,-1.3574,-0.97532
