100002,100003,100004,100005,100006,100007,100008,100009,100010,100011,100012,100013,100014,100019,100021,100025,100027,100031,100032,100033,100034,100035,100036
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007,-0.002
-0.003,-0.028,-0.082,-0.024,-0.051,-0.025,-0.026,-0.026,-0.034,-0.027,-0.022,-0.018,-0.024,-0.005,-0.026,-0.017,-0.006,-0.053,-0.05,-0.018,-0.024,-0.059,-0.071
-0.032,-0.047,-0.11,-0.055,-0.139,-0.119,-0.195,-0.171,-0.096,-0.091,-0.088,-0.079,-0.069,-0.065,-0.124,-0.072,-0.059,-0.228,-0.192,-0.104,-0.069,-0.105,-0.102
-0.094,-0.495,-0.576,-0.529,-0.373,-0.218,-0.616,-0.569,-0.197,-0.189,-0.165,-0.192,-0.089,-0.142,-0.933,-0.15,-0.11,-0.877,-0.477,-0.236,-0.157,-0.19,-0.168
-0.164,-1.465,-1.62,-1.607,-1.288,-0.663,-1.808,-1.75,-0.339,-0.323,-0.313,-0.322,-0.174,-0.252,-1.723,-0.267,-0.188,-1.227,-1.235,-0.325,-0.309,-0.343,-0.274
-0.195,-1.924,-2.112,-1.992,-2.122,-1.522,-2.157,-2.151,-0.451,-0.436,-0.437,-0.445,-0.283,-0.448,-2.219,-0.433,-0.328,-0.808,-1.484,-0.37,-0.479,-0.515,-0.416
-0.251,-1.934,-2.074,-1.995,-2.859,-1.835,-2.644,-2.665,-0.843,-0.812,-0.792,-0.492,-0.453,-0.656,-2.686,-0.666,-0.533,-1.588,-0.953,-0.48,-0.615,-0.644,-0.602
-0.356,-2.563,-2.671,-2.598,-2.729,-2.694,-2.543,-2.533,-0.823,-0.794,-0.919,-0.69,-0.664,-1.079,-2.756,-0.949,-0.776,-2.822,-2.075,-0.655,-0.809,-0.84,-1.768
-0.515,-2.96,-3.082,-2.988,-2.233,-2.621,-3.073,-3.068,-1.091,-1.053,-1.093,-0.992,-0.868,-1.343,-2.558,-1.232,-1.051,-3.203,-3.021,-0.693,-1.013,-1.043,-2.705
-0.786,-3.154,-3.331,-3.245,-3.024,-3.039,-3.643,-3.648,-1.307,-1.269,-1.38,-1.196,-1.128,-1.573,-2.589,-1.494,-1.315,-3.056,-3.288,-1.153,-1.289,-1.315,-3.109
-0.635,-3.379,-3.474,-3.464,-3.638,-3.238,-3.708,-3.712,-1.536,-1.507,-1.637,-1.413,-1.438,-1.835,-3.344,-1.767,-1.592,-3.424,-3.454,-1.469,-1.49,-1.529,-3.097
-1.062,-3.495,-3.665,-3.594,-3.719,-2.874,-3.871,-3.883,-1.89,-1.869,-1.905,-1.629,-1.687,-2.183,-3.507,-1.95,-1.779,-3.471,-3.543,-1.605,-1.929,-1.958,-3.292
-1.625,-3.664,-3.844,-3.775,-3.744,-3.506,-3.847,-3.855,-2.108,-2.092,-2.124,-1.315,-1.95,-2.452,-3.593,-2.21,-2.048,-3.579,-3.708,-1.811,-2.163,-2.196,-3.376
-1.866,-3.584,-3.77,-3.714,-3.747,-3.69,-3.788,-3.819,-2.346,-2.329,-2.312,-1.967,-2.174,-2.722,-3.557,-2.443,-2.327,-3.61,-3.778,-2.045,-2.392,-2.425,-3.386
-2.119,-3.619,-3.833,-3.747,-3.9,-3.749,-3.969,-3.999,-2.654,-2.637,-2.594,-2.187,-1.501,-2.884,-3.645,-2.627,-2.47,-3.649,-3.815,-2.272,-2.591,-2.617,-3.591
-2.339,-3.696,-3.868,-3.802,-3.94,-3.922,-4.001,-4.035,-2.859,-2.841,-2.796,-2.283,-2.473,-3.003,-3.718,-2.817,-2.755,-3.661,-3.841,-2.497,-2.806,-2.833,-3.684
-2.541,-3.705,-3.889,-3.832,-3.954,-3.986,-3.972,-4.005,-3.064,-3.052,-2.958,-2.445,-2.804,-2.868,-3.768,-2.995,-2.927,-3.671,-3.852,-2.695,-3.001,-3.031,-3.66
-2.796,-3.724,-3.893,-3.84,-3.927,-3.985,-3.903,-3.942,-3.225,-3.225,-3.079,-2.586,-2.889,-3.321,-3.763,-3.003,-3.067,-3.697,-3.908,-2.892,-3.178,-3.204,-3.754
-2.981,-3.795,-3.886,-3.815,-3.942,-3.963,-3.911,-3.96,-3.404,-3.395,-3.184,-2.808,-3.075,-3.58,-3.814,-3.2,-3.21,-3.708,-3.941,-3.068,-3.359,-3.385,-3.678
-3.127,-3.873,-3.916,-3.986,-3.979,-3.96,-3.926,-3.984,-3.58,-3.566,-3.303,-2.931,-3.206,-3.809,-3.83,-3.309,-3.307,-3.646,-3.945,-3.213,-3.454,-3.483,-3.763
-3.284,-3.914,-4.063,-4.06,-3.983,-3.999,-3.942,-3.995,-3.719,-3.704,-3.434,-3.026,-3.401,-3.874,-3.842,-3.423,-3.446,-3.694,-3.92,-3.353,-3.584,-3.626,-3.709
-3.446,-3.898,-4.091,-4.044,-3.981,-3.992,-3.948,-4.012,-3.848,-3.839,-3.534,-3.107,-3.49,-4.064,-3.659,-3.497,-3.518,-3.698,-3.919,-3.486,-3.674,-3.719,-3.769
-3.554,-3.885,-4.092,-3.998,-4.022,-3.988,-3.962,-4.027,-3.912,-3.908,-3.596,-3.173,-3.582,-4.025,-3.541,-3.631,-3.678,-3.702,-3.908,-3.563,-3.853,-3.896,-3.739
-3.667,-3.864,-4.082,-3.994,-4.047,-3.986,-3.939,-4.012,-3.981,-3.989,-3.645,-3.242,-3.655,-4.136,-3.644,-3.751,-3.761,-3.704,-3.905,-3.65,-3.958,-3.982,-3.78
-3.753,-3.887,-4.037,-4.015,-4.018,-3.959,-3.916,-3.994,-4.06,-4.074,-3.673,-3.296,-3.721,-4.172,-3.818,-3.763,-3.788,-3.682,-3.921,-3.738,-4.011,-4.028,-3.753
