-1.0211,-1.5241,-0.17882,-0.32103,-0.48915,-0.10986,-1.0501,-0.70564,-0.69924,-0.90217,-0.90049,-0.68003,-0.46206,-0.82442,-1.5198,-2.7943,-1.8324,-2.0157,-1.0222,-1.5865,-2.3993,-0.80978,-0.06856,-0.43467,-0.95322,-1.4483,-1.4408,-0.99806,-1.0922,-1.6991,-0.87605,-0.86502,-0.93211,-2.2236,-2.0199,-1.2605,-1.7234
-1.2549,-1.2117,-0.23961,-0.28221,-0.28615,-0.13566,-0.88185,-0.63351,-0.63798,-0.8456,-0.84314,-0.59433,-0.24863,-0.78022,-1.3665,-2.4591,-1.6288,-2.1122,-0.96732,-1.4931,-2.6574,-0.74026,0.27717,-0.42245,-0.77242,-1.2222,-1.2091,-1.0773,-0.89962,-1.4549,-0.99108,-1.0179,-1.1492,-2.008,-1.7602,-0.66941,-1.7838
-1.1942,-1.7519,0.14651,-0.53637,-0.015966,0.15266,-0.92422,-0.72071,-0.75071,-0.70155,-0.69933,-0.61201,-0.27079,-0.77318,-1.1452,-2.2954,-1.4105,-2.0449,-0.79327,-1.3172,-2.7057,-0.71299,0.51577,-0.12842,-0.63406,-0.98008,-0.96064,-0.95798,-0.90634,-1.4621,-0.8889,-0.90023,-0.89508,-1.7937,-1.3898,-0.71389,-1.5813
-0.95277,-1.8262,0.094652,-0.34536,-0.055591,-0.041246,-1.0506,-0.7637,-0.75443,-0.67507,-0.67545,-0.44393,-0.13699,-0.76613,-0.99867,-2.0763,-1.2523,-1.9566,-0.52974,-1.1628,-2.8215,-0.66334,0.66411,-0.1306,-0.54695,-0.72013,-0.69674,-1.048,-0.811,-1.6778,-0.38827,-0.40573,-0.61621,-1.6144,-1.2071,-0.51652,-1.5944
-0.85308,-1.5546,-0.058693,-0.40999,-0.22413,-0.15379,-1.0432,-0.84466,-0.83764,-0.57492,-0.57256,-0.27854,-0.22429,-0.66775,-0.83325,-1.7925,-1.0639,-2.1405,-0.43016,-0.91333,-2.7392,-0.5871,0.52528,-0.23283,-0.12342,-0.60243,-0.58055,-0.90014,-0.45889,-1.8269,-0.37153,-0.33712,-0.32548,-1.4168,-1.0152,-0.15571,-1.7562
-0.78489,-1.7151,-0.086236,-0.56997,0.00019363,-0.057721,-0.90703,-0.79016,-0.72895,-0.45318,-0.44786,-0.10011,-0.28841,-0.64954,-0.67062,-1.5652,-0.88475,-2.0532,-0.33093,-0.91796,-2.496,-0.54297,0.21913,-0.2061,0.061106,-0.42636,-0.40929,-0.74886,-0.21312,-1.5847,-0.20531,-0.2056,-0.74727,-1.2132,-0.96586,-0.30992,-1.6723
-0.77401,-1.593,-0.22849,-0.54439,-0.38073,-0.13672,-0.65997,-0.58672,-0.54003,-0.25789,-0.25107,0.0049404,-0.30245,-0.66609,-0.52318,-1.33,-0.69916,-1.5894,-0.15066,-0.76432,-2.1154,-0.38522,0.53399,0.02739,0.12306,-0.19456,-0.18365,-0.59065,-0.080104,-1.3668,-0.28776,-0.3162,-0.5713,-1.0346,-0.83818,-0.30472,-1.308
-0.67779,-1.3893,-0.07906,-0.39433,-0.23123,-0.12168,-0.47502,-0.45972,-0.45292,-0.31403,-0.30944,0.0030378,-0.072253,-0.58359,-0.45934,-1.1245,-0.58355,-1.3388,-0.19929,-0.57425,-1.82,-0.31137,0.47498,0.067849,0.13771,0.046371,0.069229,-0.36528,-0.01744,-1.3762,-0.058362,-0.053092,-0.52735,-0.82457,-0.76202,-0.23307,-1.3478
-0.25563,-1.3607,0.11108,-0.24328,0.04458,0.14795,-0.55597,-0.26029,-0.24401,-0.27727,-0.27543,0.089999,0.043384,-0.53273,-0.25872,-0.91319,-0.38478,-0.91624,-0.18399,-0.41261,-1.7813,-0.27425,0.39804,0.23645,0.1775,0.097073,0.11721,-0.27165,-0.073109,-1.3528,0.041658,0.030841,-0.20848,-0.6134,-0.61993,-0.014107,-1.0648
-0.20967,-1.2263,0.16909,0.090718,0.25171,0.31057,-0.31926,-0.19657,-0.20861,-0.26389,-0.26093,0.1215,0.096839,-0.46705,-0.28402,-0.74067,-0.35548,-0.60605,0.025944,-0.37734,-1.7015,-0.25401,0.55894,0.36879,0.40007,0.20975,0.22802,-0.076732,-0.054138,-1.3521,0.10726,0.10557,-0.11175,-0.51235,-0.50481,0.15676,-0.79767
