100002,100006,100007,100008,100009,100010,100011,100012,100016,100021,100028,100029,100031,100032,100033,100034,100035,100036,100038,100039
-0.003,-0.035,-0.016,-0.006,0.0,0.0,-0.003,0.0,0.0,0.0,-0.01,-0.028,-0.016,-0.012,-0.005,-0.008,-0.036,-0.067,-0.001,0.0
-0.031,-0.156,-0.056,-0.206,-0.198,-0.05,-0.05,-0.049,-0.047,-0.052,-0.146,-0.112,-0.162,-0.096,-0.041,-0.062,-0.099,-0.208,-0.045,-0.017
-0.074,-0.343,-0.141,-0.657,-0.597,-0.115,-0.109,-0.109,-0.217,-0.18,-0.487,-0.248,-0.469,-0.218,-0.095,-0.127,-0.164,-0.434,-0.084,-0.052
-0.117,-0.649,-0.483,-1.142,-1.002,-0.174,-0.168,-0.161,-0.531,-0.648,-0.97,-0.434,-0.952,-0.728,-0.153,-0.185,-0.224,-0.793,-0.137,-0.095
-0.159,-1.122,-0.911,-1.633,-1.56,-0.235,-0.227,-0.221,-0.917,-1.273,-1.427,-0.611,-1.497,-1.422,-0.208,-0.246,-0.283,-1.168,-0.189,-0.106
-0.197,-1.869,-1.338,-2.054,-2.015,-0.32,-0.306,-0.311,-1.239,-1.8,-1.912,-0.927,-1.977,-1.918,-0.274,-0.333,-0.371,-1.606,-0.268,-0.248
-0.236,-2.318,-1.874,-2.418,-2.397,-0.424,-0.404,-0.439,-1.832,-2.357,-2.229,-1.937,-2.315,-2.301,-0.383,-0.469,-0.507,-2.042,-0.386,-0.295
-0.299,-2.646,-2.321,-2.724,-2.713,-0.572,-0.547,-0.608,-2.217,-2.751,-2.521,-2.416,-2.669,-2.586,-0.493,-0.652,-0.689,-1.608,-0.535,-0.449
-0.409,-2.885,-2.594,-2.991,-2.964,-0.772,-0.742,-0.81,-2.514,-3.05,-2.782,-2.707,-2.916,-2.872,-0.644,-0.874,-0.913,-1.5,-0.732,-0.511
-0.595,-3.063,-2.813,-3.204,-3.187,-0.996,-0.963,-1.029,-2.757,-3.22,-2.966,-2.931,-3.072,-3.063,-0.842,-1.11,-1.15,-1.645,-1.0,-0.821
-0.811,-3.2,-2.986,-3.356,-3.345,-1.24,-1.207,-1.264,-2.937,-3.348,-3.115,-3.075,-3.214,-3.238,-1.08,-1.361,-1.402,-1.921,-1.337,-1.236
-1.054,-3.342,-3.161,-3.469,-3.481,-1.49,-1.463,-1.496,-3.083,-3.484,-3.23,-3.256,-3.306,-3.368,-1.325,-1.603,-1.646,-2.785,-1.626,-1.466
-1.299,-3.424,-3.326,-3.583,-3.621,-1.722,-1.708,-1.738,-3.231,-3.55,-3.342,-3.408,-3.367,-3.441,-1.579,-1.839,-1.882,-2.975,-1.891,-1.655
-1.536,-3.52,-3.448,-3.708,-3.753,-1.956,-1.956,-1.975,-3.368,-3.572,-3.427,-3.551,-3.445,-3.513,-1.823,-2.046,-2.091,-3.363,-2.143,-1.903
-1.775,-3.555,-3.563,-3.797,-3.832,-2.172,-2.187,-2.192,-3.452,-3.593,-3.487,-3.638,-3.498,-3.58,-2.07,-2.263,-2.307,-3.427,-2.386,-2.164
-2.013,-3.636,-3.666,-3.82,-3.832,-2.409,-2.428,-2.398,-3.545,-3.648,-3.549,-3.719,-3.537,-3.637,-2.304,-2.476,-2.518,-3.431,-2.631,-2.375
-2.23,-3.679,-3.728,-3.852,-3.866,-2.634,-2.651,-2.586,-3.598,-3.686,-3.576,-3.794,-3.559,-3.686,-2.532,-2.681,-2.726,-3.502,-2.824,-2.065
-2.439,-3.714,-3.784,-3.816,-3.851,-2.824,-2.841,-2.734,-3.644,-3.713,-3.615,-3.859,-3.561,-3.723,-2.73,-2.849,-2.898,-3.483,-2.953,-2.739
-2.638,-3.742,-3.812,-3.79,-3.83,-2.974,-3.005,-2.868,-3.679,-3.713,-3.638,-3.896,-3.559,-3.741,-2.909,-3.002,-3.065,-3.54,-3.119,-2.851
-2.826,-3.787,-3.801,-3.832,-3.858,-3.149,-3.177,-2.985,-3.732,-3.742,-3.644,-3.952,-3.589,-3.762,-3.081,-3.151,-3.212,-3.537,-3.278,-2.979
-2.996,-3.603,-3.791,-3.839,-3.879,-3.307,-3.33,-3.077,-3.754,-3.766,-3.654,-3.946,-3.611,-3.784,-3.234,-3.279,-3.343,-3.602,-3.49,-3.138
-3.147,-3.164,-3.805,-3.792,-3.856,-3.105,-3.131,-3.175,-3.754,-3.764,-3.659,-3.944,-3.619,-3.795,-3.386,-3.403,-3.455,-3.562,-3.666,-3.255
-3.281,-3.714,-3.698,-3.809,-3.877,-3.568,-3.612,-3.024,-3.683,-3.765,-3.657,-3.964,-3.651,-3.836,-3.511,-3.524,-3.57,-3.619,-3.818,-3.434
-3.414,-3.951,-3.8,-3.82,-3.887,-3.648,-3.701,-3.358,-3.61,-3.786,-3.693,-3.918,-3.725,-3.837,-3.616,-3.519,-3.555,-3.377,-3.937,-3.482
-3.525,-3.884,-3.823,-3.811,-3.898,-3.721,-3.769,-3.41,-3.504,-3.76,-3.671,-3.884,-3.702,-3.822,-3.702,-3.407,-3.47,-3.7,-4.017,-3.554
-3.604,-3.84,-3.804,-3.848,-3.916,-3.781,-3.838,-3.462,-3.4,-3.865,-3.658,-3.807,-3.655,-3.803,-3.746,-3.521,-3.579,-3.568,-4.078,-3.587
-3.682,-3.869,-3.756,-3.823,-3.894,-3.839,-3.893,-3.515,-3.35,-3.938,-3.646,-3.769,-3.651,-3.827,-3.787,-3.627,-3.669,-2.644,-4.14,-3.642
-3.722,-3.858,-3.743,-3.803,-3.894,-3.909,-3.969,-3.539,-3.329,-3.963,-3.656,-3.735,-3.637,-3.836,-3.851,-3.786,-3.823,-1.41,-4.118,-3.703
-3.769,-3.865,-3.752,-3.78,-3.904,-3.95,-4.009,-3.582,-3.316,-3.976,-3.651,-3.708,-3.617,-3.795,-3.872,-3.708,-3.759,-3.65,-4.146,-3.729
-3.784,-3.842,-3.081,-3.797,-3.9,-3.949,-4.0,-3.581,-3.364,-3.966,-3.663,-3.718,-3.63,-3.787,-3.887,-3.769,-3.816,-3.62,-4.117,-3.745
-3.818,-3.837,-2.974,-3.748,-3.863,-3.946,-4.01,-3.519,-3.42,-3.983,-3.661,-3.719,-3.649,-3.75,-3.879,-3.127,-3.168,-3.619,-4.137,-3.746
-3.783,-3.828,-3.717,-3.757,-3.855,-3.92,-4.009,-3.53,-3.473,-3.992,-3.651,-3.704,-3.647,-3.786,-3.854,-3.18,-3.239,-3.544,-4.153,-3.726
