0,2.1995,1.86056,2.67168,2.26973
1,3.36844,2.6723,3.58036,2.7035
2,4.52719,3.08456,4.07886,3.06453
3,5.34483,3.79321,4.54847,4.06696
4,5.83901,4.4527,5.0027,5.00637
5,6.71312,5.30146,5.75406,5.78719
6,7.52662,6.21332,6.13099,6.66666
7,7.96604,7.10429,6.57822,7.19728
8,8.45682,8.46481,6.95873,7.97592
9,8.82936,9.29396,7.42841,8.05296
