0,-6.218160750000001,-6.288001000000001,-7.696,-7.709,-9.682
1,-6.887737699999998,-6.768444,-8.329,-7.709,-11.01
2,-6.525843,-6.590956,-8.473,-7.709,-14.546
3,-6.80874675,-6.870561,-7.312,-7.709,-12.419
4,-7.570927500000001,-7.568349999999999,-9.83,-7.709,-14.224
5,-7.913168749999998,-7.891100000000002,-13.276,-7.709,-17.36
6,-8.253319,-8.32483,-13.021,-7.709,-15.876
7,-8.602287500000001,-8.52995,-11.313,-7.709,-13.234
8,-8.81330715,-8.879882,-11.109,-7.709,-11.674
9,-9.50133575,-9.369323000000001,-10.709,-7.709,-12.189
