-0.16365,-0.12978,-0.31411,-0.33884,-0.056356,-0.061873,-0.19533,-0.088183,-0.15253,-0.11928,-0.13336,-0.62832,-0.35709,-0.12259,-0.040246,-0.093301,-0.49273,-0.20701,-0.28002,-0.2604,-0.41053,-0.079656,0.056856,-0.090753,-0.27326,-0.038123,-0.1142,-1.3082,-2.1704
-0.13593,0.025035,-0.20727,-0.26588,-0.043988,-0.043483,-0.15086,-0.094567,-0.12417,-0.016376,-0.0772,-0.63964,-0.32581,-0.028325,0.13156,0.0061182,-0.37063,-0.090957,-0.2462,-0.24994,-0.33792,-0.21304,-0.07687,-0.16191,-0.16597,-0.034029,-0.066148,-1.2632,-2.2476
-0.048846,0.055147,-0.04384,-0.08122,0.070958,0.073917,-0.11434,-0.079542,-0.13439,0.048947,-0.069112,-0.61479,-0.17218,-0.031052,0.071755,0.21137,-0.17991,0.21666,-0.10413,-0.073242,-0.30502,-0.18775,0.04034,-0.053196,-0.21236,-0.056442,-0.0093096,-1.332,-2.0889
0.0024108,0.064519,0.015526,-0.058678,0.087533,0.095306,-0.082935,0.042702,-0.13329,0.19497,-0.03371,-0.36746,-0.048388,0.092204,0.16626,0.50792,-0.083812,0.59421,0.30589,0.30981,-0.43596,-0.044946,0.1792,-0.022657,-0.099492,-0.009096,0.016504,-1.1551,-2.0037
0.11346,-0.01253,0.022951,-0.035731,0.074221,0.075137,0.052694,0.13614,-0.11099,0.31469,-0.0077869,-0.14173,-0.01087,0.11999,0.37287,0.71747,0.053066,0.76015,0.68519,0.69874,-0.47643,0.048851,0.22706,0.068032,-0.15204,0.16736,0.089872,-1.129,-1.9341
0.098259,0.019396,0.0044878,-0.023523,0.1308,0.12738,0.21209,0.19276,-0.10994,0.45828,-0.0062966,-0.074053,0.0027913,0.076266,0.36722,0.83778,0.18104,0.9952,0.86424,0.8646,-0.40664,0.35029,0.33755,0.17531,-0.25204,0.14095,0.087318,-1.0216,-1.8625
0.27735,0.3257,-0.02557,-0.04949,0.25583,0.25806,0.33405,0.23473,-0.12395,0.61791,-0.015399,-0.12035,0.092744,0.10291,0.43111,1.0146,0.29451,1.1734,1.0698,1.0835,-0.29263,0.49038,0.64429,0.061669,-0.23967,0.034625,0.088549,-1.0435,-1.6446
0.29243,0.59028,0.0039774,-0.039579,0.32567,0.3192,0.39435,0.29325,-0.14469,0.75093,-0.031151,-0.019958,0.094122,0.15571,0.48376,1.1412,0.33269,1.2797,1.1887,1.198,-0.22588,0.59867,0.58641,0.2237,-0.38823,0.11499,0.076271,-0.97444,-1.5556
0.37856,0.59399,0.10773,0.053424,0.33941,0.33047,0.59714,0.30596,-0.17862,0.83641,-0.043595,0.10075,0.11963,0.11527,0.65558,1.1396,0.30559,1.4656,1.2876,1.3009,-0.23204,0.69349,0.84876,0.099396,-0.27615,0.13191,0.036884,-0.92155,-1.458
0.36268,0.52296,0.18783,0.14569,0.30977,0.29946,0.65377,0.28151,-0.21158,0.93316,-0.05785,0.3334,0.097623,0.10269,0.77143,1.2051,0.35858,1.5389,1.4278,1.4387,-0.14611,0.74617,0.87763,0.24665,-0.2078,0.061677,-0.029256,-0.80012,-1.3389
