-2.9793,-0.31616,-2.9521,-2.5054,-3.0773,-3.3306,-2.5397,-2.9874,-2.9751,-0.85826,-0.82287,-0.85975,-0.76279,-0.5419,-0.57726,-2.4957,-0.7845,-0.60274,-1.0718,-0.80678,-0.22112,-0.78967,-0.71354,-1.0908,-0.89269,-0.8934,-1.2477,-1.3123,-2.5118,-2.2337,-0.62179,-1.0657,-1.041,-2.6288,-0.4763,-0.98978,-0.37809,-0.61778
-2.8976,-0.53646,-3.0766,-2.6751,-2.9283,-2.9921,-2.4815,-3.2273,-3.1701,-0.79935,-0.76759,-1.089,-0.97222,-0.77664,-0.76462,-2.5809,-0.92786,-0.80618,-1.2238,-1.0112,-0.33963,-1.0297,-0.95243,-1.1141,-1.1021,-1.1048,-1.7259,-1.4276,-2.5055,-2.1749,-0.75224,-1.1688,-1.1776,-2.6508,-0.68163,-1.1773,-0.44793,-0.89192
-2.8291,-0.73135,-2.8333,-2.4012,-2.8733,-3.4406,-2.7258,-3.0665,-3.0797,-1.0675,-1.0399,-1.1834,-1.1158,-0.94784,-0.95236,-2.709,-1.0873,-1.0338,-1.441,-1.2048,-0.46879,-1.2429,-1.1243,-1.3514,-1.2491,-1.2473,-1.8549,-1.7704,-2.6413,-2.0135,-0.73308,-1.3789,-1.4144,-2.5543,-0.90479,-1.4215,-0.45332,-0.89368
-2.8685,-0.91314,-2.7285,-2.6072,-2.7083,-3.5835,-2.6339,-3.2974,-3.261,-1.2597,-1.2265,-1.3477,-1.2298,-1.0848,-1.1562,-2.8069,-1.2922,-1.1584,-1.7032,-1.3837,-0.60091,-1.5123,-1.4002,-1.5529,-1.4225,-1.4172,-1.9355,-1.9514,-2.47,-2.2893,-1.1004,-1.4929,-1.5193,-2.5411,-1.1665,-1.591,-0.57424,-0.89213
-2.7873,-1.1308,-2.9827,-2.7269,-3.0227,-3.5864,-2.7257,-3.4105,-3.3864,-1.4827,-1.4456,-1.382,-1.3335,-1.2285,-1.3353,-2.9946,-1.4659,-1.2778,-1.9543,-1.5542,-0.75592,-1.6547,-1.5029,-1.729,-1.7524,-1.7409,-2.2112,-2.4825,-2.1921,-1.8373,-1.2258,-1.7771,-1.7994,-2.6281,-1.2018,-1.6863,-0.692,-1.1296
-2.6489,-1.4171,-2.7947,-2.7467,-2.9343,-3.5136,-2.9148,-3.4426,-3.4764,-1.7099,-1.683,-1.5927,-1.5553,-1.4187,-1.5208,-3.2314,-1.679,-1.3298,-2.1689,-1.7253,-0.91408,-1.8632,-1.6923,-1.9039,-1.8988,-1.8889,-2.3272,-2.5384,-2.0493,-1.6258,-1.3285,-1.8605,-1.899,-2.6484,-1.4464,-1.9526,-0.80685,-1.4334
-2.7016,-1.466,-3.1323,-2.9425,-3.121,-3.4394,-2.9295,-3.6042,-3.6658,-1.9136,-1.8806,-1.8384,-1.866,-1.3899,-1.703,-3.3501,-1.8341,-1.2459,-2.3909,-1.871,-1.047,-2.0091,-1.8592,-2.0658,-1.9387,-1.9315,-2.4487,-2.5418,-2.0821,-1.9064,-1.5567,-2.0218,-2.0675,-2.9257,-1.6734,-2.2013,-0.83909,-1.6089
-2.8576,-1.6092,-2.996,-3.0445,-3.1972,-3.6906,-2.9351,-3.6587,-3.7232,-2.0222,-1.9887,-2.1233,-1.9654,-1.7244,-1.8574,-3.4182,-2.0076,-1.0747,-2.6028,-2.0388,-1.1667,-2.2086,-1.9865,-2.1826,-2.0015,-1.9923,-2.5468,-2.6301,-2.0087,-1.6962,-1.7699,-1.9939,-2.0187,-3.1339,-1.8286,-2.3637,-0.88669,-1.6108
-3.0471,-1.8686,-3.1482,-3.239,-3.2565,-3.7529,-3.1983,-3.4441,-3.5452,-2.1385,-2.1155,-2.1478,-2.1475,-1.8674,-2.0468,-3.3774,-2.1563,-1.1055,-2.7747,-2.1881,-1.2655,-2.3047,-2.1775,-2.2737,-2.2037,-2.188,-2.586,-2.7268,-2.2923,-1.765,-2.0162,-2.0779,-2.0777,-3.2289,-2.0545,-2.5734,-0.94956,-1.8566
-2.9801,-1.9758,-3.0839,-3.3789,-3.1932,-3.6983,-3.1301,-3.5421,-3.6592,-2.2452,-2.2218,-2.1839,-2.2095,-2.0283,-2.1821,-3.4292,-2.3119,-1.2561,-2.9499,-2.3419,-1.3771,-2.4594,-2.2919,-2.3608,-2.4231,-2.4094,-2.291,-2.7649,-2.1789,-1.8709,-2.117,-2.237,-2.2335,-3.3356,-2.2102,-2.7727,-1.0549,-1.9047
