0,-10.329543749999996,-10.620080000000002,-15.01,-5.768000000000001,-7.171
1,-8.971402499999998,-9.072715,-11.173,-5.768000000000001,-6.557
2,-7.962185000000001,-7.936799999999998,-9.17,-5.768000000000001,-4.827
3,-7.449473249999999,-7.387115000000001,-8.251,-5.768000000000001,-3.835
4,-6.254645,-6.2721290000000005,-8.074,-5.768000000000001,-4.187
5,-5.06127925,-4.995223999999999,-9.127,-5.768000000000001,-3.623
6,-3.897741250000001,-4.161938,-7.808,-5.768000000000001,-2.551
7,-3.3585879999999997,-3.4946200000000007,-5.341,-5.768000000000001,-2.425
8,-2.5192040000000007,-2.7994719999999997,-3.694,-5.768000000000001,-2.334
9,-1.8868084500000006,-1.874069800000001,-2.382,-5.768000000000001,-2.166
