week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4	Gen 5	Gen 6	Gen 7	Gen 8	Gen 9
0	89.11328892335175	64.37573440951331	53.78938523840592	79.08782102399515	79.38273203964074	-3.1025897894725505	57.68704301684782	88.1196440061664	91.44090080263932	87.5551472870548
1	87.25131819136071	71.58903694224125	59.786368233740816	67.28337872374168	83.02589124233646	-11.606066547627995	87.75694143961591	90.73140416484844	88.91912710861885	92.5092614782817
2	78.8891074954584	34.93273012390943	-34.601588185546056	91.94587783248409	75.14745035615087	20.021960192931985	80.5191666589668	95.96576244315294	82.83698440315779	95.19908821226394
3	93.34541992388596	60.14384550061427	66.48633922317477	91.87157587275439	68.81880543014475	1.8252615948650919	75.53822073883009	93.74229632411566	91.15143099426793	97.73206246843708
4	92.85896184379642	51.413278937329224	79.10652238588557	86.21834039978461	60.40916486377205	-19.73194887355907	71.91814232012032	94.60473956468284	92.00136890870985	92.74163132115953
5	92.08355474370687	39.93909594358992	86.27408361982998	73.29282881481049	60.23571950583001	-2.481719218125163	75.1744960415019	92.74886996547667	94.10240163735615	93.73396449476574
6	97.95808962780497	43.4253537239246	80.85728837896714	91.80779999878817	50.63290618047542	-19.303902159834777	55.76638961696301	99.09715907830522	98.54178008576274	97.10583320266426
7	65.0508527099057	54.2689021255497	49.82288787851991	67.3293302940121	56.915345315826585	5.966261848319933	77.00316623279771	71.51187442249703	-1085.4611797438276	81.56662086274449
8	80.74935535666944	48.14473715679857	65.4847892816862	66.41540815921601	25.361598162608033	-18.497293128568703	80.15257619795568	86.48189900463926	70.51607028314872	87.53457074977894
9	90.5682803642432	53.823277900831826	33.014138638863	91.03990238152862	61.30516925718159	-3.516337267124333	79.3916579183486	-222.44363823475214	94.38960772712058	91.5817805175771
