week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4	Gen 5	Gen 6	Gen 7	Gen 8
0	-4.225930581160809	67.29211222477825	84.2212799570892	56.160090832456476	94.0424245692221	89.76697161072778	89.98590388951433	94.30356374442191	74.2967154199718
1	-15.15408986453402	77.30482699023152	68.29849290390783	74.11683144100142	85.55118201768359	39.66548449847281	94.20873464218093	94.21699490875372	95.12617977571054
2	15.079833287357491	64.15964364953687	82.86287549377118	-24.758835344542096	92.28628895498858	95.24918361254113	72.22577201588368	96.15971259857344	83.59819607613915
3	43.15409796469618	75.898226873436	-31727.934452605154	70.51048284498943	94.46724660543799	96.29064491177176	96.48488282040344	95.08781852232097	93.32138661615078
4	72.84180860308061	85.77541878441622	-6012842.412356705	83.21338127425615	93.78118134194958	92.73781556944255	93.68622812382334	94.74129916543691	93.45819562777913
5	95.48269333270261	85.01497516047988	-Infinity	92.17478039651012	94.78024571915489	90.2934422740462	93.53035777845527	89.39731384722671	93.53775785928633
6	90.21793746554084	92.945857539171	-3846591.096526026	96.90758231033692	97.21234853976517	98.48626080954955	93.29130029834548	99.5663951408608	95.15205937414883
7	16.258661507526018	42.203427322602536	-2501.9048373384967	49.815867448959416	79.78873920137275	56.52301714615607	55.46188075214062	66.93889962359404	77.43379951164076
8	-20.583956721943885	46.82036837490622	31.910064775703518	85.31121933211914	84.84863650997407	66.22938006733625	63.67604102486929	84.97128153395593	75.29619453322753
9	-1.9166036716902943	78.61952850633831	-1297.1101347687318	90.14255914816177	91.50551005473862	86.82101108303766	56.598857230945484	93.6335342870628	74.34381277008715
