week	Gen 0	Gen 1	Gen 2	Gen 3
0	84.9766628121968	99.45973523280583	2.338293481995804	98.80461418588568
1	95.6733273990207	99.15205042282338	-9.49745085371842	98.74710768084532
2	1.5242312078180993	94.08926075561183	32.839023292177124	98.39479630185681
3	88.66372389149484	99.55379273416516	10.355818189009963	98.97481061679714
4	93.95677951941015	99.39657023026626	-9.507893032821265	98.7236939587412
5	97.25257945361972	99.31369674188714	0.5214329067547634	98.45068762365729
6	96.1848457588596	98.93590056031414	-11.085985042782442	98.95921375779689
7	95.50919152932596	98.448840708975	1.440458957744486	96.294337548536
8	71.17450117972194	98.4752285862429	-12.308500719350778	98.37775861751184
9	81.9711040050325	98.91831043904976	3.461729892408621	97.67589047919384
