week	Gen 0	Gen 1	Gen 2
0	99.76699256464268	7.741947905360992	91.8569570791702
1	99.62996147475829	-6.22073200880837	96.76234924305717
2	92.2771354682863	31.356118936652642	12.842920460701384
3	99.7321631888077	10.611744083659337	90.27899053100803
4	98.42926863760219	-6.907433853959659	95.72518341241043
5	99.72325283739357	1.444586316014061	99.30665960562315
6	99.45970900494538	-9.407610033047643	99.54103744661448
7	97.11318646948787	2.0021750061424317	99.635114083333
8	92.18391683313233	-11.662328298554984	99.66105960148971
9	99.52405366280878	5.796045098253991	72.38673440695761
