week	Gen 0	Gen 1	Gen 2	Gen 3
0	84.43471394015616	99.50234629849533	2.4938539021928072	99.28307254882426
1	95.51876118493178	99.0676773743519	-9.475663467440684	99.01087665386825
2	1.176634301980569	94.01555176031276	32.888146704337665	97.99348770881502
3	88.97822370697087	99.47829299401756	10.43403869589961	98.63433986079659
4	95.65906197027275	98.14158540993172	-9.578101115136656	98.82743905229138
5	98.33461723187352	99.20282079660622	0.49041001301344983	98.4591910948885
6	97.22654953948975	98.89395461961315	-11.17903402199487	99.013519124906
7	95.53709960153053	97.84740071851152	1.421701307606815	97.59226218844604
8	72.63349413717933	98.63629605890296	-12.303691294707384	98.24706709344075
9	77.6351477778943	99.01622355089597	3.965615040996556	97.43125151992997
