week	Gen 0	Gen 1	Gen 2
0	99.76979423918436	7.928922257269592	90.73693602898503
1	99.60869708105321	-6.195301120503943	96.53735270143802
2	92.72606673483415	31.82977914754505	12.538163007783327
3	99.8235454241945	10.614702948948322	90.17499180899304
4	98.35698103955868	-7.388016725886673	95.72204166710173
5	99.64996397070516	1.439252864357502	99.3142791286169
6	99.5925439948416	-9.379086153180715	99.14416110249009
7	96.91905390254622	2.010821615085544	99.56370215984332
8	92.24592239898314	-11.659570057474305	99.66167930103437
9	99.77304767321763	5.138583361226519	78.46945801224106
