week	Gen 0	Gen 1	Gen 2	Gen 3
0	3.871958042408015	0.011709457703952368	116.34986238514772	0.03847582271631728
1	0.8266032646585333	0.03904759863938654	175.29850828997485	0.023143884090209635
2	12.106225835368138	0.31255147209479067	42.49322239883221	0.06477596194883713
3	1.0848256437661317	0.030858519528787466	87.94089307854127	0.019689261207891308
4	0.6011992876460711	0.05323739177460549	204.96772001184434	0.03613683066219038
5	0.139414270178035	0.02213133591278223	270.7888615477175	0.05755978075627949
6	0.5640656589247367	0.05085188383749043	181.35147808462807	0.034299119000540855
7	0.371035028604259	0.02907589803870065	129.33636375587292	0.09397289506631923
8	3.382189477041373	0.0427432116195389	168.7333440012198	0.07721259811816558
9	2.957194043485245	0.027370597053982763	122.69430539854537	0.08080832497173622
