week	Gen 0	Gen 1	Gen 2
0	99.71606960036719	7.8067297375430496	91.60070173597029
1	99.65238115581008	-5.743818882471084	96.32224025537748
2	92.60839521839634	31.369496884930765	12.592082205515206
3	99.71197745666444	10.604855934766256	90.28273198735212
4	98.3801399135221	-7.3760145596488895	95.76594421609158
5	99.64561922915603	1.447735623136576	99.36372110320578
6	99.74918541871936	-9.39945821238041	99.3252836759577
7	97.1598304160721	2.0078496276371096	99.61755264026793
8	92.24418573380656	-11.656043475565825	99.71793628411415
9	99.7184753646218	5.787597288698896	71.74796484248695
