week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4	Gen 5	Gen 6	Gen 7	Gen 8
0	111.96643013068419	3.1420883292738226	0.24700054489346465	7.2958179723484875	0.09248161947385286	0.4640947786821911	0.31371905180316134	0.05187316768212725	1.4394479236914697
1	169.6046947477553	2.2776951999921127	1.0937064209929799	4.156257680038318	0.36455650969816106	1.6566321085897326	0.34061842954792926	0.04263502595549701	0.2727183274333425
2	42.09822587546481	2.892579485694516	0.2421594935493662	10.431585372001496	0.16805702372225834	0.018854355519369943	1.7475017628181988	0.07007895300653381	0.8035859368462565
3	47.70279113364766	1.9011668876505154	68.79797533413837	1.6932647895427955	0.13815211081910084	0.06868490468430215	0.1618946715614514	0.04810003159395408	0.4740660976665105
4	45.05317873882477	2.319174542838773	224.21191006049867	0.9237411158342816	0.16138267313389532	0.22289482902583824	0.26256917963718657	0.058853641162417876	0.6375086397371761
5	11.791573271304443	1.239658445672845	261.2718729621771	0.2366030746530304	0.1049484952150881	0.2732535995456029	0.25925235037680655	0.10230086475876696	0.40109413259895427
6	13.88599634945965	1.0158309829500014	166.67989139930563	0.15073846977125044	0.05058380894075127	0.045201903202278446	0.42418617921143653	0.00629289516583837	0.4983637225719697
7	99.070060519611	6.432657681095379	22.627720647637005	0.01874049938502358	0.20348241160015887	1.1066090527483023	1.6591443319778316	0.13613336211087115	1.2147368509204177
8	164.30386278775813	7.145269765156033	0.5900274820326966	0.07535343509711599	0.13816209971469626	1.2443796881925953	1.7099867230034638	0.12282317980652722	1.8611346802605475
9	114.8787792284133	2.3358301157258827	9.134007113165532	0.572086338408789	0.11120338859783925	0.3698147334454935	3.140134135998159	0.06725027190368839	1.5120721067194285
