week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4	Gen 5	Gen 6
0	110.73467579962231	0.03596031084319304	0.03564087150307121	7.4437319225006355	0.4476885926736249	0.17441086745058176	1.9767606843512109
1	170.1595212779286	0.06557056454114911	0.05187031419916618	5.528805418110807	0.6454786695895034	0.2817236551582972	0.9627256095169666
2	41.76373836705505	0.1496612064220813	0.08233740113570974	12.183113393355532	0.36986543658530896	0.44685699707365995	0.11827489396224604
3	87.23937146031281	0.10870561894691975	0.039892788270628886	1.6873161774906278	0.30967642807615753	0.2705837073030096	0.7241128308984993
4	200.3715059438658	0.13998418551024638	0.04201281815267559	1.0383771146711214	0.4880234650848992	0.5321158193149361	4.634899511302084
5	269.3549319510031	0.07997333992055891	0.047937455770746845	0.631187288271124	0.3896369001863066	0.5640555817016473	1.5892295838686457
6	178.05987502730682	0.015308181426399716	0.003610472139117176	1.095042279505444	0.4683058794210086	0.47920034531667555	2.0112053081060597
7	126.85889634974347	0.05449430296232958	0.03146393308794163	1.0927043595922228	0.5637000166736315	1.140348007360765	1.0037151347323816
8	165.74485062091964	0.04700860275185063	0.013275790903179737	0.8107205222385987	1.1076255287295766	2.3870235580550543	5.5682484059131365
9	118.55949602328646	0.024783625826747653	1.6649352291918544	2.9502673190145727	0.3546752639508044	2.1096808195017096	1.7314822263115237
