week	Gen 0	Gen 1
0	12.60566891556452	46.02772122763443
1	12.40985148461993	25.724189386825753
2	33.293456402046075	17.627825901541673
3	12.64906200153953	38.981285026123714
4	2.504094350340547	37.684281103536186
5	2.8334658196851734	62.39428183034621
6	0.030847287333265652	5.12299130619402
7	7.148515387935863	37.05545000571646
8	10.030719815433219	32.9849328363151
9	11.490157323524423	11.84085824976308
