week	Gen 0	Gen 1	Gen 2	Gen 3
0	81.66603855630808	99.37162507277957	3.0255290317639107	99.44699885304186
1	95.75473250979425	99.13161334604001	-9.518886031020262	98.98054488049263
2	1.2913948675469145	94.05158735726924	32.86822119814488	98.82698935516159
3	88.48441975010152	99.6042216355377	10.401585214531101	99.08881688625166
4	95.13504170398885	98.81783936668475	-9.581871079643708	98.80384626857204
5	97.94207042302085	99.3833929413414	0.4979469414233948	96.2425501493594
6	95.45837956430039	99.26372336987471	-11.045957130744839	98.84818102081445
7	94.71979721986126	97.9539561579875	1.438508095671801	96.58407998119031
8	71.80579400334723	98.18257970825267	-12.309689040376082	98.41587942795248
9	82.30439221202637	98.913412288684	3.3781654273798534	97.70211559859231
