week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4	Gen 5	Gen 6
0	112.56311041466968	0.039297638315457184	0.028838201844512495	6.2349411993098816	0.6250756338979031	0.13201403983602464	1.5222682001572865
1	170.4039254928477	0.05718061653373071	0.034092203177850146	5.966088823953007	0.6322930145118756	0.3075531444581875	0.6208501173320399
2	41.98404508361897	0.10394528275406872	0.0661689242488018	12.078964793725888	0.3273588238374545	0.5212908707751848	0.08896842629845429
3	87.95928293140139	0.05581777135548183	0.038227795423577515	1.5902723079434211	0.2614467562085476	0.25500857478499567	0.2822895313921222
4	200.668732389534	0.17717340345218452	0.05322997632518914	1.2460770874885487	0.3937640763199983	0.5322267878683856	3.3648972444689575
5	269.34654644353964	0.08242395416591144	0.034512767513206755	0.48718091093105753	0.5695177441490095	0.5401925980093264	1.3206504364720424
6	178.052191318181	0.03422056802369377	0.0019700708583464672	1.2103609014233154	0.7264805427786607	0.3028767647995195	1.8457676453938694
7	126.3549348659501	0.057875278321501133	0.02945403123958584	1.1925060267368537	1.208052861569183	1.1026314469391112	1.233189948657624
8	164.90403913993723	0.05423397755628448	0.014749350468851834	1.0078061990055542	0.9684263918434995	2.552606303522758	3.8221436973114553
9	118.8697004658422	0.024354523974978424	1.7004654403044939	2.7941686297579293	0.3381370023001883	1.5989535364509033	1.8442522447882412
