week	Gen 0	Gen 1	Gen 2	Gen 3
0	84.64283108632739	99.49159209301473	2.38087379599726	99.15564020317646
1	96.43470987605805	99.13610035127363	-9.095209247349764	99.31641616731207
2	1.2490444006699284	93.83882816928997	32.86604023116581	97.89669024663922
3	88.98102254749934	99.53299901607764	10.376550722856528	98.64603913297867
4	94.3782011094529	99.17356163253032	-9.539766482137122	98.82507214998239
5	98.20661469698861	99.27061150191928	0.4660978040915839	98.03279070627072
6	95.19625077450742	98.9856070487019	-10.99903824949316	99.08710763063304
7	95.40705009857969	98.18295998162542	1.4011377645609269	97.5951756586522
8	71.7775012763278	98.31366018500519	-12.195098797832998	97.01586746371738
9	78.68106386676024	98.63362206823128	3.8624050367040885	97.65707683398745
