week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4	Gen 5	Gen 6	Gen 7	Gen 8	Gen 9
0	86.63339624187175	51.895738650670545	40.545640028735036	83.3306430594857	81.87240286936232	0.3712695476748935	54.02049722524044	92.62440353598946	91.77416083751531	90.45325358020465
1	88.80541380729511	81.77969100022986	48.238531126085405	85.83338387195047	85.79183698643365	-9.369086641096505	91.9150196227571	82.90517299398186	87.8862439116212	92.30701827871934
2	70.3837207556992	31.34968446592846	-33.68091352930196	92.414742139268	76.19204909082411	21.0106921400888	77.99711682352512	94.63656412322172	89.63788509368936	95.58910603204632
3	94.25569920493037	70.60327473757641	62.09105040214718	87.92435683715793	77.95169052938104	1.2175409675248166	75.60061336068118	93.8768001331973	73.5122340507598	95.41601703286388
4	92.95321083305737	29.82972115617834	80.06480656136932	89.11016735872042	64.2294543231434	-18.194132522694566	75.66903447764372	93.27610588060739	94.3570984784493	95.14548524743334
5	91.96216902055882	33.03322439451819	85.72514066642663	74.65104835414013	60.95280195475154	-2.2853292937916514	81.26258395209588	91.4582065948772	92.0069533445269	93.20648145842004
6	95.43485173858987	50.82081977117213	86.65648909874841	92.64514210396946	61.064359007347505	-21.086278325062747	56.96533783347234	98.85317134486414	99.12744181321133	96.51050800317054
7	76.6571458844963	33.81333859250597	35.442056113088576	54.76163230789871	45.21859140173189	4.537327003204686	60.95531173819315	79.83634315305798	-670.7578971837113	87.58492022937351
8	85.28538116175785	64.52482158237494	65.53496812074793	75.83207887546918	23.73752717609271	-18.84124287481946	82.09421131100825	81.95950799073728	65.41457345804494	82.58178460386863
9	88.94697119537922	58.75348855451733	39.48092423696483	93.73727257635673	62.94510214243342	-4.3353965754241885	79.35358591903649	-216.6328174603768	91.50571178533089	93.46649669678641
