week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4	Gen 5	Gen 6	Gen 7
0	1.2062860223495304	95.29740718798254	82.2150533829136	90.40975942391671	58.482195581134164	92.4619294500838	77.27873710891348	95.52752120069063
1	-11.198636439083153	92.85377469679939	83.7963047947526	88.96674614854818	78.26956007556244	88.52484590886304	93.32115221311936	86.09538284965888
2	26.314910573219574	96.26580622333827	94.31454978245836	73.36378771732032	-28.876851568096285	96.61519958397913	87.36030261630894	87.70218664674634
3	4.923943840845011	94.57846554434256	79.97209529257894	81.10685378892595	77.66848555120251	92.90821707389944	89.43448098228801	88.49132079539167
4	-13.23483200671701	90.91337992099774	61.262066585008604	78.02709583904146	83.85528154921556	93.60934203372548	84.30407694468089	92.4821640451094
5	-0.3522511657068154	88.25921585815506	69.24307405963135	68.27727633387846	85.46426667193268	92.68917680401569	73.40988671754103	90.17169746366143
6	-14.832591443710935	96.2503397566077	75.82229428116011	85.14538055485104	88.55716695165285	99.25579886072178	56.94405628375839	94.65293892507613
7	2.8652903125628826	73.01372409856224	58.21386393905513	73.32448911905531	79.81113068609615	75.86853300929988	40.390169002384106	-43.85985985680026
8	-14.929021554283493	87.58042784345672	41.203315451711546	65.22753996164614	83.51654557482514	91.86628837421186	83.58547354783616	88.51277081425663
9	2.554194869658693	95.17976860483382	67.99565429803798	51.96936231918681	51.76785015482002	-196.31136062664908	76.84595994858631	80.91265707503761
