week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4
0	95.68256513427448	80.12693439858617	97.96705053406501	97.99251262402157	6.052151830155591
1	94.23729676815479	89.01309838180819	98.47022994199855	98.53053573276328	-8.659331532044877
2	82.4382592297093	-4.21364327601555	92.04906203487782	87.75617542193149	31.839786687386912
3	91.46852921563276	82.58710652218879	98.6701468997394	96.3354333239109	9.482343858368417
4	87.79225372290146	90.8762432411585	96.48707799433393	98.39426212380985	-9.301627565073815
5	87.89723567001576	97.62640632175525	96.90609519655973	97.89651259403276	0.7302048006279046
6	93.3766173044822	90.93752539787137	91.3029008917196	98.75853722293232	-10.391232324164559
7	81.75194850965968	90.13022137291524	86.82714459405932	95.1064505949497	1.6534327510991254
8	68.95754585236692	96.17487398287425	70.99794302058024	96.74314023378756	-12.489781744729079
9	88.20348693204598	63.72547208923122	94.95069526859724	98.44348717225859	4.026499412463064
