week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4	Gen 5	Gen 6
0	106.14258993654704	0.560926647266399	0.2855181710844483	12.635316227350735	2.9381526177955912	1.7756572503086208	5.0202975573134765
1	144.04128543309662	1.017819966120487	0.5676503300657871	16.74882298791401	3.6301044881334548	3.5120954927406096	2.082143455128495
2	40.39993850421044	2.3306547096034187	0.703415032433858	10.499505036403235	2.6258443305404366	3.998139808559909	1.7611523726091836
3	85.04269464052459	1.2742526000840826	0.49937063018010486	6.164304347378753	2.2146889283009656	2.4185282264280854	2.88230299962075
4	175.2082025889764	1.4499590088980518	0.3496565344017024	6.709501065220529	4.437989271406824	2.1213647434015748	9.67321565099762
5	263.2486115142525	0.8409884394455185	0.29268054346187644	3.3945023337729907	2.719259498401726	2.6938026499788155	5.18647052715135
6	152.55677423552208	1.3647126285317812	0.4801435020214788	9.019833201986579	5.599946655719108	3.5962015905733615	10.934116741543953
7	122.79602831491991	0.31189517912002307	0.13992804885117716	3.49830192540648	2.6222559201270528	3.3952265407493805	3.316191732060979
8	130.54880950575205	0.5081856815631163	0.05846568616380332	4.828999930165573	3.6996450264297778	5.255585506039246	7.6254754927191755
9	112.16470331349336	0.6853285577326336	0.14178143454097114	8.210936250444213	2.3435710795654003	6.819447466372594	5.508270845394776
