week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4	Gen 5	Gen 6	Gen 7	Gen 8
0	6.395783477672828	8.184069617411218	24.756984819177195	26.965909994425964	38.560859708603	36.85720579707606	34.31207118828604	33.73717097927141	21.655604944498375
1	4.787807448315441	33.7695946090482	10.494109919678294	27.448926808861362	15.742800186617082	17.524840616306353	45.39566339311853	22.77269181905162	50.460921261967705
2	20.40094069426622	21.086338813873205	6.020535361785292	1.4357620845878438	15.708099166309564	11.368172878152242	30.037094453870473	6.675127534654191	24.216810413344845
3	4.741382431544305	6.337327580865098	5.1362130184677585e-14	8.098334895870646	28.955545760031175	-2.3983211125589224e-13	46.43053370176965	13.603386841818537	18.27054471863149
4	0.5727165121426484	3.337657975690294	0.0	10.489830740067758	27.105781510194465	5.98887494062494	32.03041035577072	15.944760415376127	19.51662928511485
5	1.2055106074436608	10.24849309867995	NaN	31.248786157317372	47.35552520649224	5.900704128506427	36.51458571762053	28.440595578229043	32.368435103947064
6	0.018132545899085254	0.03447666680669542	0.0	0.889038215672504	5.960592244556809	0.032191753873621276	1.0828830911322165	1.6083548912219827	1.7901798192379481
7	3.078244724920605	5.150804024167826	0.0	0.0	30.504847512022444	11.65383093093488	12.737236129016397	19.40943282908565	40.49210203839155
8	4.826816053967691	16.47697290286715	0.0	2.811675391239828	33.46929004547465	16.66439073146239	19.25448739672785	23.27685187649184	38.53425103628409
9	5.744844938925823	19.874340677810626	0.0	0.4557599855462451	21.65094543383825	10.59415609503578	13.24149288911664	10.148413854685062	18.14844345242212
