week	Gen 0	Gen 1	Gen 2	Gen 3
0	82.7739974700121	99.59673802466557	3.044333748904468	99.29607928557863
1	95.66917723499569	99.09825867038985	-9.480793874949882	99.00656634392844
2	1.1248205580816415	93.86742498747942	32.88997635756632	99.12497478983447
3	88.95998567411806	99.57726946712472	10.383298966606997	98.5845445175466
4	94.327205425868	99.14760301735579	-9.5457876963279	98.9381588249864
5	98.7080115613206	99.30979328120517	0.46426579059237205	98.43059804218211
6	96.56471493903896	99.25812279367312	-11.120138183967525	99.00364839439351
7	95.68233804512583	98.00871509455494	1.418770958357608	96.57602621579963
8	71.84509804410122	97.69251235706031	-12.289841823062423	99.04875810042972
9	82.70302508500336	98.85256568935678	3.4285456702184005	96.79273324419924
