week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4	Gen 5	Gen 6	Gen 7
0	113.74706870292528	0.8785154514374449	7.193448703961721	3.157660563736714	16.641955037967733	0.46037914156717985	7.656817907414947	1.2359304957542747
1	155.40955473005693	0.6910895520628113	4.843949611597051	5.346312210389428	16.358142264977452	0.8469717551053275	8.359177065103012	2.456853363773048
2	57.12693037479863	0.6877091918892577	1.8280177019224748	5.157757305546998	8.697988014921705	0.9379720044542417	6.464634386225583	2.1096456005393094
3	90.88444777657105	0.9123263018220586	3.257314024495816	3.8072249786136645	6.088070681738451	0.7011674372960846	7.491818000386438	1.6515517248646736
4	174.97189607983432	0.946770474609262	10.420019854536136	3.6103979134890114	5.572967153159787	0.6266108524691951	10.542329233904098	1.6985599869175854
5	265.5676980888453	0.658012937208615	6.011904561414372	4.132260258154833	3.38461547735443	0.6693254016895689	6.632652681280412	1.2753820322994693
6	150.9097424288342	0.9223377192997466	8.553039241328147	4.468631296140208	5.215609746527299	0.5737784450184849	12.677781065516264	0.7668272385047712
7	127.4508111213139	0.4114776268811289	3.871585826860933	4.3750132519866725	0.267055680279368	0.21553283855193417	5.585102308859867	1.2371264493436547
8	144.15643445682463	0.8879869704158301	7.993564315476796	5.624625563007857	0.8850805020252324	0.39737592891572726	7.446564945641256	1.3361620902904034
9	120.45453886650938	0.7046640959903079	4.92651294819272	7.859542303291676	6.168913392142301	0.5327591051639717	6.342641960117369	1.4115579382810326
