week	Gen 0	Gen 1	Gen 2	Gen 3
0	82.91560522265712	99.59014788741192	2.843765497234076	99.27382975177417
1	94.25111200217425	99.10484488138798	-9.294171765894713	99.18628231725002
2	1.4460415470516128	93.72448723130239	32.83411296456124	98.9218097946566
3	88.86509204320777	98.8369923084835	10.483397401901131	98.52643734515252
4	95.71279308331732	98.39152490202609	-9.120786015051388	99.05481616467358
5	98.10669240562922	99.31190558922918	0.5001747608012777	98.71508538049606
6	95.71040114104888	99.11441802306365	-11.0576834121261	99.07981255277414
7	95.65896866354649	97.69923601885363	1.405176478771312	97.47643108159534
8	70.8286106622879	97.1206596526363	-12.17801744923171	98.72484089687238
9	82.3320723438771	98.89627982908145	3.43532726020285	97.80589460047439
