week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4
0	98.64105656969265	98.48272072354756	90.72810271514878	-8.80350634190246	96.01793994558598
1	98.8152519817577	59.7786820031046	13.473133805109553	21.153336066987578	96.14290050143578
2	98.30264286090863	96.22229027422358	46.30411038355239	11.692540391743588	98.61247251831674
3	97.69282709417301	92.71991536054973	90.18277197192589	-10.288537021854939	98.44055491930153
4	96.68518973429296	92.44383838021754	97.6451625128541	-0.2769663305237881	94.41655218739258
5	98.46587686128515	88.94435932186204	98.62228239578408	-12.071435921848416	97.92216679736185
6	95.56810108668962	92.81946696522205	92.53828005842112	-0.7772237638349383	94.53988999702335
7	92.6168113052482	86.0716196758895	95.7815774088929	-12.253337461801802	84.63489106787443
8	97.81971363503831	92.86438420768314	59.09398925233027	2.28830691253651	96.61638169771352
