week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4	Gen 5	Gen 6	Gen 7	Gen 8
0	113.55464185636883	3.2020719066752514	0.16777822353304253	5.312213442810993	0.08780248602836228	0.4299536829096596	0.33627406307776714	0.04070982399157741	1.6938583084582481
1	170.09138051650572	2.3163122161061294	0.5990082122764822	4.529149581960568	0.21316916439742112	0.6556667808231446	0.46525163714523443	0.04663218055158953	0.4853069887914581
2	42.48217092516012	3.109452030103567	0.13753276803161238	10.193736704213295	0.1818544759787823	0.019068062073948643	1.9511726046078697	0.09289850972702152	0.8604899373177236
3	47.292148943007135	2.0653353072587066	77.82167879872966	1.5764785327472552	0.10796832824499332	0.05638192460037206	0.12151850892750134	0.07172486026054414	0.7292763495640444
4	43.91936315335022	1.9966272224213908	224.08989693090027	0.8662874775704988	0.12907363998552904	0.16402693127198723	0.2756888407201839	0.04408350465655197	0.5818216692554211
5	17.544111092577065	1.201939638857432	255.79603751490887	0.22890132275057173	0.10519930904276074	0.2614078091398715	0.32432095640229247	0.0729652276186428	0.6998287932306894
6	11.302419349084888	0.9752301713747177	169.5633958178922	0.12546079586446046	0.04269840043280259	0.05001702413195286	0.3292107047818202	0.005686344143620991	0.46914490996775654
7	100.06666439623511	6.140790548420063	22.66350689631466	0.021771668389324178	0.16951298568981585	1.1897714217170121	2.704696547883053	0.09951419443571459	1.035568907064363
8	162.28566208879343	8.55967897983359	0.7334902379255568	0.09729764526150125	0.19444066703009327	1.6358825676477515	1.8309508223186766	0.09596515044472474	1.9664663027649887
9	113.08612137236202	3.0035742333014817	8.898406594319146	0.5258390401724788	0.0980046240125722	0.36013029849034195	2.7209488702860525	0.05744346303237499	1.6555270933098019
